form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00163253,SB23-EX4557,,,CCM,Citizens For Turner,,,,,,120 W. 2nd Street,#1510,Dayton,OH,45402,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,C00373001,Citizens For Turner,H2OH03067,Turner,Mike,,,,H,OH,03,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4549,,,CCM,Friends of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,C00436386,Friends of John Barrasso,S6WY00068,Barrasso,John,,,,S,WY,,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4523,,,CCM,Zinke For Congress,,,,,,704C East 13TH St,Suite 260,Whitefish,MT,59937,G2024,,2024-07-19,5000.00,0.00,2024 Election,011,C00778159,Zinke For Congress,H4MT01041,Zinke,Ryan,K.,,,H,MT,01,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4553,,,CCM,Mike Simpson For Congress,,,,,,1487 Parkway Drive,,Blackfoot,ID,83221,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,C00331397,Mike Simpson For Congress,H8ID02064,Simpson,Michael,K.,,,H,ID,02,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4478,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,98206,G2024,,2024-07-03,2500.00,0.00,,011,C00345546,Citizens To Elect Rick Larsen,H0WA02080,Larsen,Rick,,,,H,WA,02,,,,,,,,Political Contributions
SB23,C00163253,SB23-EX4548,,,CCM,Hoeven For Senate,,,,,,PO Box 861,,Bismarck,ND,58502,G2024,,2024-08-20,1000.00,0.00,Golf Event Fundraiser,011,C00473371,Hoeven For Senate,S0ND00093,Hoeven,John,,,,S,ND,,,,,,,,,Golf Event Fundraiser
SB23,C00163253,SB23-EX4559,,,ORG,ReElect Thomas Beadle,,,,,,PO Box 170,,Bismarck,ND,58502,G2024,,2024-09-04,500.00,0.00,2024 Election,011,,ReElect Thomas Beadle,,,,,,,,,,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4479,,,CCM,Dan Newhouse For Congress,,,,,,PO Box 10949,,Yakima,WA,98909,G2024,,2024-07-03,2500.00,0.00,,011,C00559393,Dan Newhouse For Congress,H4WA04104,Newhouse,Daniel,Milton,Mr,,H,WA,04,,,,,,,,Political Contributions
SB23,C00163253,SB23-EX4552,,,CCM,Russ Fulcher For Idaho,,,,,,PO Box 1375,,Meridian,ID,83680,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,C00648295,Russ Fulcher For Idaho,H8ID01124,Fulcher,Russ,,,,H,ID,01,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4521,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,G2024,,2024-07-19,2500.00,0.00,2024 Election,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,,,S,MT,,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4551,,,CCM,Cramer For Senate,,,,,,PO Box 396,,Bismarck,ND,58502,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,,Cramer For Senate,S8ND00120,Cramer,Kevin,,,,S,ND,,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4555,,,CCM,Amodei For Nevada,,,,,,503 N Division Street,,Carson City,NV,89703,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,C00496760,Amodei For Nevada,H2NV02395,Amodei,Mark,,,,H,NV,02,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4480,,,CCM,Cliff Bentz For Congress,,,,,,PO Box 1048,,Ontario,OR,97014,G2024,,2024-07-03,2500.00,0.00,,011,C00725465,Cliff Bentz For Congress,H0OR02127,Bentz,Cliff,,,,H,OR,02,,,,,,,,Political Contributions
SB23,C00163253,SB23-EX4527,,,CCM,U.S. Chamber PAC,,,,,,1615 H Street NW,,Washington,DC,20062,G2024,,2024-07-19,3000.00,0.00,2024 PAC-to-PAC contribution,011,C00082040,U.S. Chamber PAC,,,,,,,,,,,,,,,,,2024 PAC-to-PAC contribution
SB23,C00163253,SB23-EX4477,,,CCM,Fischbach For Congress,,,,,,PO Box 190,,Litchfield,MN,55355,G2024,,2024-07-09,2500.00,0.00,,011,C00717959,Fischbach For Congress,H0MN07091,Fischbach,Michelle,,,,H,MN,07,,,,,,,,Political Contributions
SB23,C00163253,SB23-EX4556,,,CCM,Robertson For Congress,,,,,,50 S Jones Blvd #201,,Las Vegas,NV,89107,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,C00765891,Robertson For Congress,H2NV03153,Robertson,Mark,,,,H,NV,01,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4528,,,CCM,Val Hoyle For Congress,,,,,,PO Box 657,,Springfield,OR,97477,G2024,,2024-07-19,2500.00,0.00,2024 Election,011,C00796144,Val Hoyle For Congress,H2OR04095,Hoyle,Val,,,,H,OR,04,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4554,,,CCM,Hageman For Wyoming,,,,,,PO Box 4157,,Cheyenne,WY,82003,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,C00788943,Hageman For Wyoming,H2WY00166,Hageman,Harriet,,,,H,WY,00,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4481,,,CCM,Lori Chavez-DeRemer For Congress,,,,,,13203 SE 172nd Ave STE 166 #399,,Happy Valley,OR,97086,G2024,,2024-07-03,5000.00,0.00,2024 Election,011,C00784520,Lori Chavez-DeRemer For Congress,H2OR05209,Chavez-DeRemer,Lori,,,,H,OR,05,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4547,,,CCM,Tim Sheehy For Montana,,,,,,PO Box 7209,,Helena,MT,59604,G2024,,2024-08-20,2500.00,0.00,2024 Election,011,,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,,,S,MT,,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4569,,,CCM,Tim Sheehy For Montana,,,,,,PO Box 7209,,Helena,MT,59604,G2024,,2024-09-16,2500.00,0.00,2024 Election,011,,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,,,S,MT,,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4522,,,ORG,Troy Downing For Congress,,,,,,PO Box 211,,Helena,MT,59624,G2024,,2024-07-19,2500.00,0.00,2024 Election,011,,Troy Downing For Congress,H4MT02098,Downing,Troy,,,,H,MT,02,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4550,,,CCM,Sam Brown For Nevada,,,,,,PO Box 750844,,Las Vegas,NV,89136,G2024,,2024-09-04,5000.00,0.00,2024 Election,011,,Sam Brown For Nevada,S2NV00308,Brown,Sam,,,,S,NV,,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4567,,,CCM,Vote Baumgartner For Congress,,,,,,PO Box 8508,,Spokan,WA,99203,G2024,,2024-09-04,2500.00,0.00,2024 Election,011,,Vote Baumgartner For Congress,H4WA05234,Baumgartner,Michael,James,,,H,WA,05,,,,,,,,2024 Election
SB23,C00163253,SB23-EX4568,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,#15180,Washington,DC,20003,G2024,,2024-09-04,5000.00,0.00,2024 Election,011,,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,,,S,OH,,,,,,,,,2024 Election
