form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00163253,SB29-EX4526,,,ORG,COALPAC,,,,,,PO Box 2277,,Bismarck,ND,58502,G2024,,2024-07-19,1000.00,0.00,2024 Golf Event fundraiser,011,,,,,,,,,,,,,,,,,,,2024 Golf Event fundraiser
SB29,C00163253,SB29-EX4524,,,CCM,Montana Republican Legislative Campaign Comm,,,,,,PO Box 6656,,Helena,MT,59604,G2024,,2024-07-19,1000.00,0.00,2024 Golf Event fundraiser,011,,,,,,,,,,,,,,,,,,,2024 Golf Event fundraiser
SB29,C00163253,SB29-EX4544,,,ORG,North Dakota Oil PAC,,,,,,PO Box 1395,,Bismarck,ND,58502,G2024,,2024-07-19,1000.00,0.00,2024 Golf Fundraiser,011,,,,,,,,,,,,,,,,,,,2024 Golf Fundraiser
SB29,C00163253,SB29-EX4482,,,ORG,North Dakota Senate Republican Caucus,,,,,,1029 N 5th Street,,Bismarck,ND,58501,G2024,,2024-07-03,500.00,0.00,2024 Golf Fundraiser,011,,,,,,,,,,,,,,,,,,,2024 Golf Fundraiser
SB29,C00163253,SB29-EX4591,,,ORG,Jim Grueneich Campaign,,,,,,136 E Lake Drive,,Ellendale,ND,58436,G2024,,2024-09-25,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00163253,SB29-EX4589,,,ORG,Robert Erbele Campaign,,,,,,6512 51st Avenue SE,,Lehr,ND,58460,G2024,,2024-09-25,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00163253,SB29-EX4590,,,ORG,Michael Brandenburg Campaign,,,,,,8044 County Road 34 SE,,Edgeley,ND,58433,G2024,,2024-09-25,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00163253,SB29-EX4598,,,ORG,Dan Ruby Campaign,,,,,,4620 46th Avenue NW,,Minot,ND,58703,G2024,,2024-09-25,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00163253,SB29-EX4483,,,CCM,Montana Democratic LCC,,,,,,PO Box 802,,Helena,MT,59624,G2024,,2024-07-03,500.00,0.00,2024 Caucus Quarry Cookout,011,,,,,,,,,,,,,,,,,,,2024 Caucus Quarry Cookout
SB29,C00163253,SB29-EX4578,,,ORG,Cole Conley Campaign,,,,,,1901 3rd St SE,,Jamestown,ND,58401,G2024,,2024-09-25,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00163253,SB29-EX4525,,,ORG,Montana Gas & Oil PAC,,,,,,PO Box 1186,,Helena,MT,59624,G2024,,2024-07-19,1000.00,0.00,2024 PAC-to-PAC contribution,011,,,,,,,,,,,,,,,,,,,2024 PAC-to-PAC contribution
SB29,C00163253,SB29-EX4561,,,ORG,Baesler For North Dakota DPI,,,,,,PO Box 474,,Mandan,ND,58554,G2024,,2024-09-04,500.00,0.00,2024 Election,011,,,,,,,,,,,,,,,,,,,2024 Election
