form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00808998,501202023,,,ORG,MVAR Media LLC,,,,,,1421 Prince St,Ste 320,Alexandria,VA,223142805,G2024,,2024-10-02,8172.64,2024-10-17,314154.07,TV Ad Production,,,O,H2PA04135,Perry,Scott,,,,H,10,PA,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501209283,,,ORG,"Deliver Strategies, LLC",,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-10-16,21547.30,2024-10-22,534466.46,"Direct Mail Production, Printing, and Postage",,,O,H0WI03175,Van Orden,Derrick,,,,H,03,WI,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501213984,,,ORG,GPS Impact,,,,,,112 SE 4th St,Unit 202,Des Moines,IA,503094858,G2024,,2024-10-25,250000.00,2024-10-25,534466.46,TV Media Buy and Ad Servicing (Estimate),,,O,H0WI03175,Van Orden,Derrick,,,,H,03,WI,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501209295,,,ORG,"Deliver Strategies, LLC",,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-10-16,73641.24,2024-10-22,186227.07,"Direct Mail Production, Printing, and Postage",,,O,H4AZ06045,Schweikert,David,,,,H,01,AZ,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501214526,,,ORG,"Deliver Strategies, LLC",,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-10-28,51775.99,2024-10-28,186227.07,"Direct Mail Production, Printing, and Postage",,,O,H4AZ06045,Schweikert,David,,,,H,01,AZ,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501212786,,,ORG,"Deliver Strategies, LLC",,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-10-23,60809.84,2024-10-23,186227.07,"Direct Mail Production, Printing, and Postage",,,O,H4AZ06045,Schweikert,David,,,,H,01,AZ,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501213986,,,ORG,GPS Impact,,,,,,112 SE 4th St,Unit 202,Des Moines,IA,503094858,G2024,,2024-10-25,12919.16,2024-10-25,534466.46,TV Ad Production,,,O,H0WI03175,Van Orden,Derrick,,,,H,03,WI,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501213996,,,ORG,GPS Impact,,,,,,112 SE 4th St,Unit 202,Des Moines,IA,503094858,G2024,,2024-10-25,95090.00,2024-10-25,534466.46,Digital Media Buy and Ad Production,,,O,H0WI03175,Van Orden,Derrick,,,,H,03,WI,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501202007,,,ORG,MVAR Media LLC,,,,,,1421 Prince St,Ste 320,Alexandria,VA,223142805,G2024,,2024-10-02,1487.50,2024-10-17,314154.07,TV Ad Production,,,O,H2PA04135,Perry,Scott,,,,H,10,PA,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501210537,,,ORG,MVAR Media LLC,,,,,,1421 Prince St,Ste 320,Alexandria,VA,223142805,G2024,,2024-10-02,6487.80,2024-10-17,314154.07,TV Ad Production,,,O,H2PA04135,Perry,Scott,,,,H,10,PA,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501213997,,,ORG,GPS Impact,,,,,,112 SE 4th St,Unit 202,Des Moines,IA,503094858,G2024,,2024-10-25,154910.00,2024-10-25,534466.46,TV Media Buy and Ad Servicing,,,O,H0WI03175,Van Orden,Derrick,,,,H,03,WI,Bailey,Mark,,,,2024-12-05,
SE,C00808998,501210538,,,ORG,"Deliver Strategies, LLC",,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-10-16,48006.13,2024-10-22,314154.07,"Direct Mail Production, Printing, and Postage",,,O,H2PA04135,Perry,Scott,,,,H,10,PA,Bailey,Mark,,,,2024-12-05,
