form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00197103,B882058,,,PAC,Building Stronger Communities,,,,,,PO Box 30265,,Fort Lauderdale,FL,33303,O2024,Not Applicable,2024-08-29,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00197103,B878097,,,CCM,Albers for Senate,,,,,,530 Junction Point,,Roswell,GA,30075,G2024,,2024-07-12,1000.00,,G-2024 State Senate 56 GA,011,,,,Albers,John,,,,S,GA,56,,,,,,,,
SB29,C00197103,B878098,,,CCM,Tim Bearden for Georgia Inc.,,,,,,1060 Powers Place,,Alpharetta,GA,30009,G2024,,2024-07-12,250.00,,G-2024 State Senate 30 GA,011,,,,Bearden,Tim,,,,S,GA,30,,,,,,,,
SB29,C00197103,B878058,,,CCM,Friends of John Corbett,,,,,,1484 GA Hwy 135 S,,Lake Park,GA,31636,G2024,,2024-07-12,1000.00,,G-2024 State House 174 GA,011,,,,Corbett,John,L,,,H,GA,17,,,,,,,,
SB29,C00197103,B878059,,,CCM,Friends of Martin Momtahan,,,,,,215 Postal Road,,Dallas,GA,30157,G2024,,2024-07-12,500.00,,G-2024 State House 17 GA,011,,,,Momtahan,Martin,,,,H,GA,17,,,,,,,,
SB29,C00197103,B878095,,,CCM,Friends of Brian Prince,,,,,,P.O. Box 14264,,Augusta,GA,30919,G2024,,2024-07-12,500.00,,G-2024 State House 132 GA,011,,,,Prince,Brian,,,,H,GA,13,,,,,,,,
SB29,C00197103,B878094,,,CCM,Teddy Reese for Georgia,,,,,,1318 Stark Avenue,,Columbus,GA,31906,G2024,,2024-07-12,500.00,,G-2024 State House 140 GA,011,,,,Reese,Tremaine,,,,H,GA,14,,,,,,,,
SB29,C00197103,B878060,,,CCM,Matt Reeves for House,,,,,,2965 Boles Farm Road,,Duluth,GA,30096,G2024,,2024-07-12,500.00,,G-2024 State House 99 GA,011,,,,Reeves,Matt,,,,H,GA,99,,,,,,,,
SB29,C00197103,B878061,,,CCM,Friends of Marcus Wiedower,,,,,,P.O. Box 623,,Watkinsville,GA,30677,G2024,,2024-07-12,500.00,,G-2024 State House 121 GA,011,,,,Wiedower,Marcus,,,,H,GA,12,,,,,,,,
SB29,C00197103,B882368,,,CCM,Rashaun for Georgia,,,,,,P.O. Box 310041,,Atlanta,GA,31131,G2024,,2024-09-04,250.00,,G-2024 State Senate 38 GA,011,,,,Kemp,Rashaun,,,,S,GA,38,,,,,,,,
SB29,C00197103,B880244,,,CCM,Citizens for Castro,,,,,,P.O. Box 1506,,Elgin,IL,60121,G2024,,2024-08-08,500.00,,G-2024 State Senate 22 IL,011,,,,Castro,Cristina,,,,S,IL,22,,,,,,,,
SB29,C00197103,B880233,,,CCM,Friends of Bill Cunningham,,,,,,10402 S. Western Avenue,,Chicago,IL,60643,P2026,,2024-08-08,500.00,,P-2026 State Senate 18 IL,011,,,,Cunningham,Bill,,,,S,IL,18,,,,,,,,
SB29,C00197103,B880238,,,CCM,Friends of John Curran,,,,,,5926 Grand Avenue,,Downers Grove,IL,60516,P2026,,2024-08-08,1000.00,,P-2026 State Senate 41 IL,011,,,,Curran,John,,,,S,IL,41,,,,,,,,
SB29,C00197103,B880250,,,CCM,Friends for State Rep Anthony Deluca,,,,,,852 Mackler Drive,,Chicago Heights,IL,60411,G2024,,2024-08-08,500.00,,G-2024 State House 80 IL,011,,,,Deluca,Anthony,,,,H,IL,80,,,,,,,,
SB29,C00197103,B880245,,,CCM,Friends of Laura Fine,,,,,,1700 Constitution Dr,,Glenview,IL,60026,P2026,,2024-08-08,500.00,,P-2026 State Senate 9 IL,011,,,,Fine,Laura,,,,S,IL,09,,,,,,,,
SB29,C00197103,B880236,,,CCM,Friends of Robyn Gabel,,,,,,PO Box 6453,,Evanston,IL,60204,G2024,,2024-08-08,500.00,,G-2024 State House 18 IL,011,,,,Gabel,Robyn,,,,H,IL,18,,,,,,,,
SB29,C00197103,B880240,,,CCM,Friends of Don Harmon,,,,,,6939 W. North Avenue,,Oak Park,IL,60302,P2026,,2024-08-08,1000.00,,P-2026 State Senate 39 IL,011,,,,Harmon,Don,,,,S,IL,39,,,,,,,,
SB29,C00197103,B880247,,,CCM,Friends of Napoleon Harris for State Senate,,,,,,PO Box 429,,Flossmoor,IL,60422,P2026,,2024-08-08,1500.00,,P-2026 State Senate 15 IL,011,,,,Harris,Napoleon,,,,S,IL,15,,,,,,,,
SB29,C00197103,B880252,,,CCM,Jones for State Representative,,,,,,289 Paxton Ave,,Calumet City,IL,60409,G2024,,2024-08-08,1500.00,,G-2024 State House 29 IL,011,,,,Jones,Thaddeus,,,,H,IL,29,,,,,,,,
SB29,C00197103,B880248,,,CCM,Friends of Jeff Keicher,,,,,,821 Somonauk St,,Sycamore,IL,60178,G2024,,2024-08-08,1000.00,,G-2024 State House 70 IL,011,,,,keicher,Jeff,,,,H,IL,70,,,,,,,,
SB29,C00197103,B880241,,,CCM,McCombie for Illinois,,,,,,1548 Bond St. Suite 102,,Naperville,IL,60563,G2024,,2024-08-08,1000.00,,G-2024 State House 89 IL,011,,,,McCombie,Tony,,,,H,IL,89,,,,,,,,
SB29,C00197103,B880251,,,CCM,Friends of Bob Morgan,,,,,,PO Box 1074,,Deerfield,IL,60015,G2024,,2024-08-08,1000.00,,G-2024 State House 58 IL,011,,,,Morgan,Bob,,,,H,IL,58,,,,,,,,
SB29,C00197103,B880243,,,CCM,Dave Syverson Campaign Committee,,,,,,555 S. Perryville Rd,,Rockford,IL,61108,P2026,,2024-08-08,1000.00,,P-2026 State Senate 35 IL,011,,,,Syverson,Dave,,,,S,IL,35,,,,,,,,
SB29,C00197103,B880242,,,CCM,People for Emanuel Chris Welch,,,,,,1005 W Roosevelt Rd Ste D,,Westchester,IL,60154,G2024,,2024-08-08,1000.00,,G-2024 State House 7 IL,011,,,,Welch,Chris,,,,H,IL,07,,,,,,,,
SB29,C00197103,B880249,,,CCM,Friends of Jawaharial Omar Williams,,,,,,1648 West Warren Blvd.,,Chicago,IL,60612,G2024,,2024-08-08,500.00,,G-2024 State House 10 IL,011,,,,Williams,Jawaharial,,,,H,IL,10,,,,,,,,
SB29,C00197103,B878030,,,CCM,Friends of Jerry Neyer,,,,,,106 W. Allegan Street Suite 200,,Lansing,MI,48933,G2024,,2024-07-12,250.00,,G-2024 State House 92 MI,011,,,,Neyer,Jerry,,,,H,MI,92,,,,,,,,
SB29,C00197103,B878579,,,PAC,Posthumus Majority Fund,,,,,,106 W Allegan St. Suite 200,,Lansing,MI,48933,O2024,Not Applicable,2024-07-19,300.00,,Non-Federal PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00197103,B878578,,,CCM,Friends of Mark Huizenga,,,,,,3841 Butterworth St SW,,Walker,MI,49534,G2026,,2024-07-19,300.00,,G-2026 State Senate 30 MI,011,,,,Huizenga,Mark,,,,S,MI,30,,,,,,,,
SB29,C00197103,B881503,,,PAC,Liberty Freedom Fund,,,,,,1056 Orndorf Drive Suite A,,Brighton,MI,48116,O2024,Not Applicable,2024-08-21,500.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00197103,B881504,,,CCM,CTE Mike Harris,,,,,,4850 Parkridge Dr.,,Waterford,MI,48329,O2024,Election Cycle,2024-08-21,300.00,,O-2024 State House 52 MI,011,,,,Harris,Mike,R,,,H,MI,52,,,,,,,,
SB29,C00197103,B882059,,,PAC,House Republican Campaign Cmte,,,,,,Post Office Box 15035,,Lansing,MI,48901,O2024,Not Applicable,2024-08-29,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00197103,B882061,,,PAC,NESBITT MAJORITY FUND 2,,,,,,PO Box 419,,Paw Paw,MI,49079,O2024,Not Applicable,2024-08-29,5000.00,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00197103,B882054,,,CCM,CTE Joseph Aragona,,,,,,42033 Coulon,,Clinton Township,MI,48038,O2024,Election Cycle,2024-08-29,500.00,,O-2024 State House 60 MI,011,,,,Aragona,Joseph,,,,H,MI,60,,,,,,,,
