form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00342022,SB29.12249,,,CCM,Amber Arlint for SD House,,,,,,8605 S Regent Park Dr.,,Sioux Falls,SD,57108,G2024,,2023-10-26,250.00,,Political Contribution,011,,,,,,,,,H,SD,12,,,,,,,,
SB29,C00342022,SB29.12207,,,CCM,Ann Meyer for Statehouse,,,,,,2908 S. Soldier Creek Drive,,Fort Dodge,IA,50501,G2024,,2023-08-16,2500.00,,Political Contribution,011,,,,,,,,,H,IA,09,,,,,,,,
SB29,C00342022,SB29.12225,,,CCM,Barb Kniff McCulla for Iowa,,,,,,1309 Elmridge Drive,,Pella,IA,50219,G2024,,2023-09-14,500.00,,Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00342022,SB29.12252,,,CCM,Bartels for House,,,,,,1244 N Maple,,Watertown,SD,57201,G2024,,2023-10-26,250.00,,Political Contribution,011,,,,,,,,,H,SD,05,,,,,,,,
SB29,C00342022,SB29.12233,,,CCM,Bousselot for Iowa,,,,,,4003 SW 4th,,Ankeny,IA,50023,G2024,,2023-10-09,1000.00,,Political Contribution,011,,,,,,,,,S,IA,21,,,,,,,,
SB29,C00342022,SB29.12219,,,CCM,Costello for Iowa Senate,,,,,,37265 Rains Avenue,,Imogene,IA,51645,G2024,,2023-09-07,2500.00,,Political Contribution,011,,,,,,,,,S,IA,12,,,,,,,,
SB29,C00342022,SB29.12248,,,CCM,Diedrich for Senate,,,,,,4884 Cliff Dr.,,Rapid City,SD,57702,G2024,,2023-10-26,250.00,,Political Contribution,011,,,,,,,,,S,SD,34,,,,,,,,
SB29,C00342022,SB29.12200,,,PAC,Federation of Iowa Insurers PAC,,,,,,666 Grand Avenue,Suite 2000,Des Moines,IA,50309,,,2023-07-03,5000.00,,Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00342022,SB29.12264,,,CCM,Friends of Taylor Rehfeldt,,,,,,2525 East Old Orchard Trail,,Sioux Falls,SD,57103,G2024,,2023-11-28,250.00,,Political Contribution,011,,,,,,,,,H,SD,14,,,,,,,,
SB29,C00342022,SB29.12230,,,CCM,Friends of Whitver,,,,,,3400 SE Glenstone Drive,Unit11,Grimes,IA,50111,G2024,,2023-09-28,4000.00,,Political Contribution,011,,,,,,,,,S,IA,23,,,,,,,,
SB29,C00342022,SB29.12220,,,CCM,Jeff Edler for State Senate,,,,,,1554 200th Street,,State enter,IA,50247,G2024,,2023-09-07,2500.00,,Political Contribution,011,,,,,,,,,S,IA,36,,,,,,,,
SB29,C00342022,SB29.12231,,,CCM,Jennifer Konfrst for Iowa,,,,,,6518 Northwest Drive,,Windsor Heights,IA,50324,G2024,,2023-09-27,3000.00,,Political Contribution,011,,,,,,,,,H,IA,43,,,,,,,,
SB29,C00342022,SB29.12226,,,CCM,Kaufmann for State House,,,,,,1527 330th St,,Wilton,IA,52778,G2024,,2023-09-14,2500.00,,Political Contribution,011,,,,,,,,,H,IA,73,,,,,,,,
SB29,C00342022,SB29.12228,,,CCM,Kenan Judge for Iowans,,,,,,P. O. Box 594,,Waukee,IA,50263,G2024,,2023-09-15,500.00,,Political Contribution,011,,,,,,,,,,IA,44,,,,,,,,
SB29,C00342022,SB29.12206,,,CCM,Lundgren for House,,,,,,918 Heather Drive,,Peosta,IA,52068,G2024,,2023-08-16,2500.00,,Political Contribution,011,,,,,,,,,H,IA,57,,,,,,,,
