form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00714501,500231787,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,G2024,,2024-10-28,2000.00,0.00,Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00714501,500231775,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,G2024,,2024-10-28,1500.00,0.00,Contribution,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB23,C00714501,500231786,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-10-28,2000.00,0.00,Contribution,,C00509968,,,CARTWRIGHT,MATTHEW A.,,,,H,PA,08,,,,,,,,
SB23,C00714501,500231780,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,G2024,,2024-10-28,1500.00,0.00,Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB23,C00714501,500231776,,,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-10-28,2000.00,0.00,Contribution,,C00856237,,,FIGURES,SHOMARI,C.,,,H,AL,02,,,,,,,,
SB23,C00714501,500231788,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-10-28,2000.00,0.00,Contribution,,C00844993,,,COOKE,REBECCA,,,,H,WI,03,,,,,,,,
SB23,C00714501,500231772,,,PTY,DCCC,,,,,,430 S Capitol St SE,,Washington,DC,200034024,G2024,,2024-11-01,12000.00,0.00,Transfer to Federal Party Committee.,,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00714501,500231778,,,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-10-28,2000.00,0.00,Contribution,,C00852368,,,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB23,C00714501,500231782,,,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB23,C00714501,500231785,,,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,G2024,,2024-10-28,2000.00,0.00,Contribution,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB23,C00714501,500231789,,,CCM,JOHN AVLON FOR CONGRESS,,,,,,PO Box 1200,,Sag Harbor,NY,119630039,G2024,,2024-10-29,1000.00,0.00,Contribution,,C00870568,,,AVLON,JOHN,,,,H,NY,01,,,,,,,,
SB23,C00714501,500231783,,,CCM,JOSH RILEY FOR CONGRESS,,,,,,PO Box 6806,,Ithaca,NY,148516806,G2024,,2024-10-24,2000.00,0.00,Contribution,,C00793760,,,RILEY,JOSH,,,,H,NY,22,,,,,,,,
SB23,C00714501,500231779,,,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,G2024,,2024-10-28,1500.00,0.00,Contribution,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,,
SB23,C00714501,500231784,,,CCM,MANNION FOR NEW YORK,,,,,,PO Box 11131,,Syracuse,NY,132181131,G2024,,2024-10-24,3300.00,0.00,Contribution,,C00845461,,,MANNION,JOHN,W,,,H,NY,22,,,,,,,,
SB23,C00714501,500231777,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-10-28,1500.00,0.00,Contribution,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB23,C00714501,500231781,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 873,,Sleepy Hollow,NY,105910873,G2024,,2024-10-29,1000.00,0.00,Contribution,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
