form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00663898,SB21B.4171,,,ORG,Campaign Advocacy Management Professionals,,,,,,401 NE 46th Street,,Oklahoma City,OK,73105,G2024,,2023-10-27,53300.00,,Support of Candidate,003,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4172,,,ORG,Campaign Advocacy Management Professionals,,,,,,401 NE 46th Street,,Oklahoma City,OK,73105,G2024,,2023-10-27,3116.63,,Expenses for Candidate,003,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4173,,,ORG,Campaign Advocacy Management Professionals,,,,,,401 NE 46th Street,,Oklahoma City,OK,73105,G2024,,2023-10-27,5000.00,,Campaign Expenses,003,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4176,,,ORG,Campaign Advocacy Management Professionals,,,,,,401 NE 46th Street,,Oklahoma City,OK,73105,G2024,,2023-11-06,38500.00,,Event Expenses,003,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4177,,,ORG,Campaign Advocacy Management Professionals,,,,,,401 NE 46th Street,,Oklahoma City,OK,73105,G2024,,2023-12-15,1500.00,,Event Expenses,007,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4178,,,ORG,Campaign Advocacy Management Professionals,,,,,,401 NE 46th Street,,Oklahoma City,OK,73105,G2024,,2023-12-15,3116.63,,Event Expenses,003,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4179,,,ORG,Campaign Advocacy Management Professionals,,,,,,401 NE 46th Street,,Oklahoma City,OK,73105,G2024,,2023-12-15,7500.00,,Event Expenses,003,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4180,,,ORG,Campaign Advocacy Management Professionals,,,,,,401 NE 46th Street,,Oklahoma City,OK,73105,G2024,,2023-12-15,14800.00,,Event Expenses,007,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4174,,,ORG,GR Pro LLC,,,,,,316 NW 61st,,Oklahoma City,OK,73118,G2024,,2023-10-27,3500.00,,Campaign Expenses,007,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
SB21B,C00663898,SB21B.4175,,,ORG,GR Pro LLC,,,,,,316 NW 61st,,Oklahoma City,OK,73118,G2024,,2023-10-27,4384.18,,Campaign Expenses,003,,,,Warner,Andrew,McCoy,,,,WV,,,,,,,,,
