form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00429662,7BA6AB8E4265CBEBFC9,,,PAC,Battleground Victory 2024,,,,,,PO Box 13026,,Austin,TX,78711,O2024,Contribution,2024-10-24,2000.00,,2024 Contribution,011,C00888503,Battleground Victory 2024,,,,,,,,,,,,,,,,,
SB23,C00429662,0EF70D2ADA2182489F0,,,CCM,Bernie Moreno For Senate,,,,,,PO Box 340797,,Columbus,OH,43234,G2024,,2024-10-24,500.00,,Allocation of contribution to JFC,011,C00837484,,S4OH00192,,,,,,S,OH,,,,,,,,X,
SB23,C00429662,E0DEF4A1B5764899B15,,,CCM,Hovde For Wisconsin,,,,,,PO Box 2055,,Madison,WI,53701,G2024,,2024-10-24,500.00,,Allocation of contribution to JFC,011,C00870139,,S2WI00268,Hovde,Eric,D.,,,S,WI,,,,,,,,X,
SB23,C00429662,232D1F5400B02C67B4B,,,CCM,Rogers For Senate,,,,,,PO Box 132,,Saint Joseph,MI,490850132,G2024,,2024-10-24,500.00,,Allocation of contribution to JFC,011,C00849810,,S4MI00595,Rogers,Mike,J.,,,S,MI,,,,,,,,X,
SB23,C00429662,4DDF080BA69BFFE0AD6,,,CCM,Tim Sheehy For Montana,,,,,,PO Box 7209,,Helena,MT,59604,G2024,,2024-10-24,500.00,,Allocation of contribution to JFC,011,C00844159,,S0MT00207,Sheehy,Tim,,,,S,MT,,,,,,,,X,
SB23,C00429662,B06E8BDFE87B8D44F18,,,CCM,"Chuck Fleischmann For Congress Committee, Inc.",,,,,,PO Box 11091,,Chattanooga,TN,37401,G2024,,2024-10-24,1000.00,,2024 General,011,C00461822,,H0TN03254,Fleischmann,Charles,J.,,,H,TN,03,,,,,,,,
SB23,C00429662,C07CF8A85D1E5460583,,,PAC,Crapo Victory Committee,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,O2024,Contribution,2024-10-24,1500.00,,2024 Contribution,011,C00649574,Crapo Victory Committee,,,,,,,,,,,,,,,,,
SB23,C00429662,5945A67ECEEBC0E4E59,,,CCM,Mike Crapo For US Senate,,,,,,PO Box 1948,,Boise,ID,83701,P2028,,2024-10-24,1500.00,,Allocation of JFC contribution,011,C00330886,,S8ID00027,Crapo,Michael,Dean,,,S,ID,,,,,,,,X,
SB23,C00429662,C9B600327E190FA154A,,,CCM,"John James For Congress, Inc.",,,,,,PO Box 628,,Saint Clair Shores,MI,48080,G2024,,2024-10-24,4000.00,,2024 General,011,C00803502,,H2MI10150,James,John,,,,H,MI,10,,,,,,,,
SB23,C00429662,CA89B56DABBEA14A676,,,CCM,Marc Veasey Congressional Campaign Committee,,,,,,PO Box 50084,,Fort Worth,TX,76105,G2024,,2024-10-24,1000.00,,2024 General,011,C00506832,,H2TX33073,Veasey,Marc,A.,,,H,TX,33,,,,,,,,
