form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00053553,SB23.01,,,ORG,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-01-05,15000.00,,2023 CONTRIBUTION,,C00075820,,,,,,,,,,,  ,,,,,,,
SB23,C00053553,SB23.02,,,ORG,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2023-01-05,15000.00,,2023 CONTRIBUTION,,C00027466,,,,,,,,,,,  ,,,,,,,
SB23,C00053553,SB23.03,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,P2024,,2023-02-17,4950.00,,CONTRIBUTION,,C00547893,,H4NY21079,STEFANIK,ELISE,M,,,H,NY,21,  ,,,,,,,
SB23,C00053553,SB23.04,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 998,,ANOKA,MN,55303,P2024,,2023-02-17,4950.00,,CONTRIBUTION,,C00545749,,H4MN06087,EMMER,THOMAS,EARL,,JR,H,MN,06,  ,,,,,,,
SB23,C00053553,SB23.05,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO BOX 923,,NEW ULM,MN,56073,P2024,,2023-02-17,1000.00,,CONTRIBUTION,,C00807743,,H2MN01223,FINSTAD,BRAD,,,,H,MN,01,  ,,,,,,,
SB23,C00053553,SB23.06,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,P2024,,2023-02-17,4950.00,,CONTRIBUTION,,C00504522,,H2NC08185,HUDSON,RICHARD,L,,JR,H,NC,09,  ,,,,,,,
SB23,C00053553,SB23.07,,,CCM,JIM JORDAN FOR CONGRESS,,,,,,PO BOX 355,,DELAWARE,OH,43015,P2024,,2023-02-17,4950.00,,CONTRIBUTION,,C00416594,,H6OH04082,JORDAN,JAMES,D,,,H,OH,04,  ,,,,,,,
SB23,C00053553,SB23.08,,,CCM,KEVIN MCCARTHY FOR CONGRESS,,,,,,PO BOX 12667,,BAKERSFIELD,CA,93389,P2024,,2023-02-17,4950.00,,CONTRIBUTION,,C00420935,,H6CA22125,MCCARTHY,KEVIN,,,,H,CA,20,  ,,,,,,,
SB23,C00053553,SB23.09,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,P2024,,2023-02-17,4950.00,,CONTRIBUTION,,C00394957,,H0LA01087,SCALISE,STEVE,,MR,,H,LA,01,  ,,,,,,,
SB23,C00053553,SB23.10,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,P2024,,2023-02-17,2500.00,,CONTRIBUTION,,C00548180,,H4AR04048,WESTERMAN,BRUCE,,,,H,AR,04,  ,,,,,,,
SB23,C00053553,SB23.11,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION STREET,,CARSON CITY,NV,89703,P2024,,2023-05-10,1000.00,,CONTRIBUTION,,C00496760,,H2NV02395,AMODEI,MARK,EUGENE,,,H,NV,02,  ,,,,,,,
