form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00523621,500019837,,,ORG,FieldCorps,,,,,,49 S Sycamore,Ste 3,Mesa,AZ,852021151,G2024,,2024-10-01,36111.11,2024-10-01,999008.35,Estimated Cost - Canvassing Services,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-10-24,X,*
SE,C00523621,500019838,,,ORG,FieldCorps,,,,,,49 S Sycamore,Ste 3,Mesa,AZ,852021151,G2024,,2024-10-01,36111.11,2024-10-01,126899.32,Estimated Cost - Canvassing Services,001,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Saenz,Rocio,,,,2024-10-24,X,*
SE,C00523621,500019907,,,ORG,Dignity CA SEIU Local 2015,,,,,,2910 Beverly Blvd,,Los Angeles,CA,900571012,G2024,,2024-10-05,169160.00,2024-10-05,999008.35,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019908,,,ORG,Dignity CA SEIU Local 2015,,,,,,2910 Beverly Blvd,,Los Angeles,CA,900571012,G2024,,2024-10-05,169160.00,2024-10-05,278304.62,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H6NV03139,ROSEN,JACKY,,,,S,,NV,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019909,,,ORG,Dignity CA SEIU Local 2015,,,,,,2910 Beverly Blvd,,Los Angeles,CA,900571012,G2024,,2024-10-05,84580.00,2024-10-05,97087.70,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H8NV03200,LEE,SUSIE,,,,H,03,NV,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019913,,,ORG,SEIU Local 721 Workers Strength Committee,,,,,,1545 Wilshire Blvd,Ste 100,Los Angeles,CA,900174510,G2024,,2024-10-05,4000.00,2024-10-05,999008.35,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019914,,,ORG,SEIU Local 721 Workers Strength Committee,,,,,,1545 Wilshire Blvd,Ste 100,Los Angeles,CA,900174510,G2024,,2024-10-05,4000.00,2024-10-05,278304.62,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H6NV03139,ROSEN,JACKY,,,,S,,NV,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019915,,,ORG,SEIU Local 721 Workers Strength Committee,,,,,,1545 Wilshire Blvd,Ste 100,Los Angeles,CA,900174510,G2024,,2024-10-05,2000.00,2024-10-05,97087.70,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H8NV03200,LEE,SUSIE,,,,H,03,NV,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019976,,,ORG,FieldCorps,,,,,,49 S Sycamore,Ste 3,Mesa,AZ,852021151,G2024,,2024-10-09,7454.88,2024-10-09,999008.35,Estimated Cost - Canvassing Services,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-10-24,X,*
SE,C00523621,500019977,,,ORG,FieldCorps,,,,,,49 S Sycamore,Ste 3,Mesa,AZ,852021151,G2024,,2024-10-09,7454.88,2024-10-09,126899.32,Estimated Cost - Canvassing Services,001,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,,AZ,Saenz,Rocio,,,,2024-10-24,X,*
SE,C00523621,500019978,,,ORG,SEIU Michigan State Council,,,,,,2604 4th St,,Detroit,MI,482012546,G2024,,2024-10-13,13841.28,2024-10-13,999008.35,Estimated Cost - Direct Mail,004,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019979,,,ORG,SEIU Michigan State Council,,,,,,2604 4th St,,Detroit,MI,482012546,G2024,,2024-10-13,6920.64,2024-10-13,6920.64,Estimated Cost - Direct Mail,004,,S,S4MI00470,SLOTKIN,ELISSA,,,,S,,MI,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500020001,,,ORG,SEIU Local 775,,,,,,33615 1st Way S,Ste A,Federal Way,WA,980034558,G2024,,2024-10-15,21015.38,2024-10-15,999008.35,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500020002,,,ORG,SEIU Local 775,,,,,,33615 1st Way S,Ste A,Federal Way,WA,980034558,G2024,,2024-10-15,21015.38,2024-10-15,278304.62,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H6NV03139,ROSEN,JACKY,,,,S,,NV,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500020003,,,ORG,SEIU Local 775,,,,,,33615 1st Way S,Ste A,Federal Way,WA,980034558,G2024,,2024-10-15,10507.70,2024-10-15,97087.70,Estimated Cost - Staff Salaries & Benefits For Canvass,001,,S,H8NV03200,LEE,SUSIE,,,,H,03,NV,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019998,,,ORG,SEIU Oregon State Council,,,,,,6401 SE Foster Rd,,Portland,OR,972064659,G2024,,2024-10-15,68250.00,2024-10-15,191901.40,Estimated Cost - Digital Ads,004,,S,H4OR05304,BYNUM,JANELLE,,,,H,05,OR,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500019999,,,ORG,SEIU Oregon State Council,,,,,,6401 SE Foster Rd,,Portland,OR,972064659,G2024,,2024-10-15,35533.45,2024-10-15,191901.40,Estimated Cost - Direct Mail,004,,S,H4OR05304,BYNUM,JANELLE,,,,H,05,OR,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500020015,,,ORG,SEIU Oregon State Council,,,,,,6401 SE Foster Rd,,Portland,OR,972064659,G2024,,2024-10-15,68250.00,2024-10-15,191901.40,Estimated Cost - Digital Ads,004,,O,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,05,OR,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500020016,,,ORG,SEIU Oregon State Council,,,,,,6401 SE Foster Rd,,Portland,OR,972064659,G2024,,2024-10-15,17501.55,2024-10-15,191901.40,Estimated Cost - Direct Mail,004,,O,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,05,OR,Saenz,Rocio,,,,2024-10-24,
SE,C00523621,500020000,,,ORG,SEIU Michigan State Council,,,,,,2604 4th St,,Detroit,MI,482012546,G2024,,2024-10-16,3215.03,2024-10-16,999008.35,Estimated Cost - Door Hangers,006,,S,P00009423,Harris,Kamala,,,,P,,,Saenz,Rocio,,,,2024-10-24,
