form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00742080,500200422,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-10-17,90.95,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200423,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-10-18,19.63,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200426,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-10-22,6.23,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200425,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-10-23,9.10,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200424,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-10-24,47.84,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200427,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-11-01,28.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200428,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-11-06,1.05,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200429,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-11-12,98.48,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200430,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-11-19,90.95,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,500200431,,,ORG,Blackbaud Merchant Services,,,,,,2000 Daniel Island Dr,,Daniel Island,SC,294927540,G2024,,2024-11-22,5.79,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00742080,28738384I,28738384,SA11AI,ORG,Planned Parenthood Votes,,,,,,123 William St,,New York,NY,100383804,G2024,,2024-11-01,258.14,0.00,In-kind staff time for Harris event in Indiana,,,,,,,,,,,,,,,,,,,,* In-Kind Received
