form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00723189,500334454,,,ORG,1M Properties LLC,,,,,,1 M St SE,Fl 6,Washington,DC,200035125,,,2023-06-01,250.00,0.00,Site Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500323259,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-01-29,118.50,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500323260,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-01-31,19.75,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500324749,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-02-19,59.25,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500324750,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-02-26,158.00,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500324751,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-03-05,9.88,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500324752,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-03-12,98.75,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500327108,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-03-19,181.70,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500327109,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-03-26,1232.40,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00723189,500327110,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Harvard Square,MA,022382110,,,2023-03-31,1820.95,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
