form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00632323,SB23.I20415,,,CCM,BERGMANFORCONGRESS,,,,,,N3465 SYLVAN ISLE DRIVE,,WATERSMEET,MI,49969,P2024,,2023-09-13,5000.00,,CONTRIBUTION,,C00614214,,H6MI01226,BERGMAN,JOHN,,,,H,MI,01,  ,,,,,,,
SB23,C00632323,SB23.I21602,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 244,,CLINTON,NY,13323,P2024,,2023-12-29,5000.00,,CONTRIBUTION,,C00632828,,H4NY22051,TENNEY,CLAUDIA,,,,H,NY,22,  ,,,,,,,
SB23,C00632323,SB23.I21563,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,P2024,,2023-11-28,5000.00,,CONTRIBUTION,,C00852343,,S4AZ00220,LAKE,KARI,,,,S,AZ,,  ,,,,,,,
SB23,C00632323,SB23.I20416,,,CCM,REDDY FOR KANSAS,,,,,,PO BOX 15804,,LENEXA,KS,66285,P2024,,2023-09-30,2500.00,,CONTRIBUTION,,C00845347,,H4KS03212,REDDY,PRASANTH,,DR.,,H,KS,03,  ,,,,,,,
SB23,C00632323,SB23.I21561,,,CCM,RICK SCOTT FOR FLORIDA,,,,,,PO BOX 130708,,TAMPA,FL,33681,P2024,,2023-11-28,5000.00,,CONTRIBUTION,,C00676965,,S8FL00273,SCOTT,RICK,SEN,,,S,FL,,  ,,,,,,,
SB23,C00632323,SB23.I21562,,,CCM,RICK SCOTT FOR FLORIDA,,,,,,PO BOX 130708,,TAMPA,FL,33681,G2024,,2023-11-28,5000.00,,CONTRIBUTION,,C00676965,,S8FL00273,SCOTT,RICK,SEN,,,S,FL,,  ,,,,,,,
SB23,C00632323,SB23.I20410,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,P2023,,2023-08-31,5000.00,,CONTRIBUTION,,C00845032,,S4NV00288,BROWN,SAM,,,,S,NV,,  ,,,,,,,
SB23,C00632323,SB23.I20561,,,CCM,SCHMITT FOR SENATE,,,,,,"101 W ARGONNE DR, #24",,SAINT LOUIS,MO,63122,P2024,,2023-11-15,2500.00,,CONTRIBUTION,,C00775015,,S2MO00544,SCHMITT,ERIC,,,,S,MO,,  ,,,,,,,
SB23,C00632323,SB23.I20411,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,P2024,,2023-08-31,5000.00,,CONTRIBUTION,,C00844159,,S4MT00183,SHEEHY,TIM,,,,S,MT,,  ,,,,,,,
SB23,C00632323,SB23.I21603,,,CCM,WICKER FOR SENATE,,,,,,PO BOX 64,,JACKSON,MS,392050064,P2024,,2023-12-29,5000.00,,CONTRIBUTION,,C00443218,,S8MS00196,WICKER,ROGER,SEN.,,,S,MS,,  ,,,,,,,
SB23,C00632323,SB23.I20562,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,P2024,,2023-11-15,15000.00,,CONTRIBUTION,,C00027466,,,,,,,,,,,  ,,,,,,,
