form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00490375,B879778,,,ORG,TargetSmart Communications,,,,,,P.O. Box 719441,,Philadelphia,PA,19171,G2024,,2024-07-31,416.67,2024-08-02,837669.73,Consulting fees,001,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B882834,,,ORG,POSTAL SYSTEMS INC.,,,,,,1568 Cherrywood Dr.,,San Mateo,CA,94403,G2024,,2024-09-22,88170.53,2024-09-03,837669.73,Postage and processing for postcard mailers starting 9/22/24,004,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B882814,,,ORG,AdQuick,,,,,,322 Culver Blvd Unit #V356,,Playa Del Ray,CA,90293,G2024,,2024-09-16,54317.00,2024-09-03,837669.73,Billboard rental.,004,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B882806,,,ORG,Fenton Communications Inc.,,,,,,244 Madison Avenue Suite 307,,New York,NY,10016,G2024,,2024-09-16,2500.00,2024-09-03,837669.73,Billboard design.,004,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B882641,,,ORG,Meta Platforms Inc.,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-09-04,21111.20,,837669.73,Estimated cost for social media ads,004,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,X
SE,C00490375,B882659,,,ORG,Autumn Press,,,,,,945 Camelia St.,,Berkeley,CA,94710,G2024,,2024-09-17,21818.69,2024-09-06,837669.73,Sign printing,004,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B883768,,,ORG,AdQuick,,,,,,322 Culver Blvd Unit#V356,,Playa Del Ray,CA,90293,G2024,,2024-10-07,83306.40,2024-09-13,837669.73,Billboard rental.,004,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B884304,,,ORG,Middle Seat  Consulting LLC,,,,,,PO Box 21600,,Washington,DC,20009,G2024,,2024-10-09,89454.24,2024-09-18,837669.73,Billboard rental,004,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B885831,,,ORG,DSPolitical,,,,,,1133 15th St NW Suite 800,,Washington,DC,20005,G2024,,2024-09-30,476575.00,2024-09-26,837669.73,TV ads,004,C00490375,S,S4MD00327,Alsobrooks,Angela,,,,S, ,MD,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B879777,,,ORG,TargetSmart Communications,,,,,,P.O. Box 719441,,Philadelphia,PA,19171,G2024,,2024-07-31,416.67,2024-08-02,396846.04,Consulting fees,001,C00490375,S,S2WI00219,Baldwin,Tammy,,,,S, ,WI,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B882812,,,ORG,Fenton Communications Inc.,,,,,,244 Madison Avenue Suite 307,,New York,NY,10016,G2024,,2024-09-16,2500.00,2024-09-03,396846.04,Billboard design.,004,C00490375,S,S2WI00219,Baldwin,Tammy,,,,S, ,WI,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B882820,,,ORG,AdQuick,,,,,,322 Culver Blvd Unit #V356,,Playa Del Ray,CA,90293,G2024,,2024-09-16,36889.00,2024-09-03,396846.04,Billboard rental.,004,C00490375,S,S2WI00219,Baldwin,Tammy,,,,S, ,WI,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B882841,,,ORG,POSTAL SYSTEMS INC.,,,,,,1568 Cherrywood Dr.,,San Mateo,CA,94403,G2024,,2024-09-22,26565.04,2024-09-03,396846.04,Postage and processing for postcard mailers starting 9/22/24,004,C00490375,S,S2WI00219,Baldwin,Tammy,,,,S, ,WI,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B882647,,,ORG,Meta Platforms Inc.,,,,,,1 Hacker Way,,Menlo Park,CA,94025,G2024,,2024-09-04,21111.20,,396846.04,Estimated cost for social media ads,004,C00490375,S,S2WI00219,Baldwin,Tammy,,,,S, ,WI,Kuhl,Martha,,,,2024-10-15,X
SE,C00490375,B882657,,,ORG,Autumn Press,,,,,,945 Camelia St.,,Berkeley,CA,94710,G2024,,2024-09-17,6877.59,2024-09-06,396846.04,Sign printing,004,C00490375,S,S2WI00219,Baldwin,Tammy,,,,S, ,WI,Kuhl,Martha,,,,2024-10-15,
SE,C00490375,B883774,,,ORG,AdQuick,,,,,,322 Culver Blvd Unit#V356,,Playa Del Ray,CA,90293,G2024,,2024-10-07,16573.21,2024-09-13,396846.04,Billboard rental.,004,C00490375,S,S2WI00219,Baldwin,Tammy,,,,S, ,WI,Kuhl,Martha,,,,2024-10-15,
