form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00701680,500677110,,,PAC,Actblue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-28,98.75,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677120,,,ORG,Conrad Hotels & Resorts,,,,,,102 N End Ave,,New York,NY,102821238,,,2024-07-16,2208.00,0.00,Lodging - CBC PAC 2024 Retreat,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677130,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-08,263.48,0.00,Travel - CBC PAC 2024 Retreat (Refunded),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677111,,,PAC,Actblue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-31,395.00,0.00,Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677121,,,ORG,RKG Development,,,,,,656 Rock Ridge Dr,,Lafayette,CO,800268701,,,2024-07-01,250.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677131,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-15,353.48,0.00,Travel - Special Guest for Member Fundraising event (OH),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677112,,,ORG,American Airlines,,,,,,4255 Amon Carter Blvd,,Fort Worth,TX,761552603,,,2024-07-03,245.47,0.00,Travel - CBC PAC 2024 Retreat,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677122,,,ORG,The Lodge at Torrey Pines,,,,,,11480 N Torrey Pines Rd,,La Jolla,CA,920371045,,,2024-07-05,135.00,0.00,Lodging - DCCC Leader's Weekend and Issues Conference,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677132,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-15,353.48,0.00,Travel - Special Guest for Member Fundraising event (OH),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677133,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-15,348.48,0.00,Travel - Special Guest for Member Fundraising Event (OH) (refunded),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677124,,,ORG,UBER,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-07-01,42.17,0.00,Ground Transportation - Special Guest for Member Fundraising event (MA) - to airport,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677134,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-15,348.48,0.00,Travel - Special Guest for Member Fundraising Event (OH),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677125,,,ORG,UBER,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-07-01,132.94,0.00,Ground Transportation - Special Guest for Member Fundraising Event (MA)- from airport,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677135,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-15,38.99,0.00,Travel - Special Guest for Member Fundraising Event (MA),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677116,,,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-07-16,538.47,0.00,Travel - Special Guest for Member Fundraising Event (OH),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677126,,,ORG,UBER,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-07-15,319.82,0.00,Ground Transportation - CBC PAC 2024 Retreat - to Airport,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677136,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-15,27.99,0.00,Travel - Special Guest for Member Fundraising Event (OH),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677127,,,ORG,UBER,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-07-15,51.30,0.00,Ground Transportation - Special Guest for Member Political Event,,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677118,,,ORG,JetBlue Airways Corporation,,,,,,2701 Queens Plz N,,Long Island City,NY,111014020,,,2024-07-01,18.00,0.00,Travel - Special Guest for Member Fundraising Event (MA),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677128,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-05,242.81,0.00,Travel - Special Guest for Member Fundraising Event (CA) (refunded),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677119,,,ORG,JetBlue Airways Corporation,,,,,,2701 Queens Plz N,,Long Island City,NY,111014020,,,2024-07-01,488.10,0.00,Travel - Special Guest for Member Fundraising Event (MA),,,,,,,,,,,,,,,,,,,,
SB21B,C00701680,500677129,,,ORG,United Airlines,,,,,,PO Box 6649,,Chicago,IL,606060649,,,2024-07-05,314.27,0.00,Travel - Special Guest for Member Fundraising Event (CA) (refunded),,,,,,,,,,,,,,,,,,,,
