form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00865725,BE48,,,ORG,POLITICAL DATA INC,,,,,,"12501 IMPERIAL HIGHWAY, SUITE 200",,NORWALK,CA,90650,P2024,,2024-02-16,1365.00,2024-10-16,543768.20,TEXT MESSAGING DATA,,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE47,,,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-02-16,36000.00,2024-10-16,543768.20,RESEARCH SERVICES,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE68,,,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-02-17,7627.00,2024-10-16,543768.20,TEXT MESSAGING SUBSCRIPTION,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE74,,,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-02-20,900.00,2024-10-16,543768.20,RESEARCH SERVICES,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE69,,,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-02-22,6751.00,2024-10-16,543768.20,RESEARCH SERVICES,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE63,,,ORG,POLITICAL DATA INC,,,,,,"12501 IMPERIAL HIGHWAY, SUITE 200",,NORWALK,CA,90650,P2024,,2024-02-29,56.94,2024-10-16,543768.20,TEXT MESSAGING DATA,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE64,,,ORG,POLITICAL DATA INC,,,,,,"12501 IMPERIAL HIGHWAY, SUITE 200",,NORWALK,CA,90650,P2024,,2024-02-29,62.13,2024-10-16,543768.20,TEXT MESSAGING DATA,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE65,,,ORG,POLITICAL DATA INC,,,,,,"12501 IMPERIAL HIGHWAY, SUITE 200",,NORWALK,CA,90650,P2024,,2024-02-29,127.13,2024-10-16,543768.20,TEXT MESSAGING DATA,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE73,,,ORG,TRISTAN TRANSLATIONS,,,,,,"2001 TROUSDALE DRIVE, #111",,BURLINGAME,CA,94010,P2024,,2024-02-29,525.00,2024-10-16,543768.20,TRANSLATION SERVICES,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE77,,,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-03-01,6517.00,2024-10-16,543768.20,RESEARCH SERVICES,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
SE,C00865725,BE70,,,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-03-03,26000.00,2024-10-16,543768.20,RESEARCH SERVICES,24E,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2025-01-31,
