form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00340455,48502487,,,COM,Citizens for Vincent Hughes,,,,,,"4601 Market St, 1st Floor",,Philadelphia,PA,19139,,,2023-03-08,-1500.00,0.00,Void - Check dated 09.19.2022,011,,,,Hughes,Vincent,J.,PA. Sen.,,,,,,,,,,,,Void - Check dated 09.19.2022
SB29,C00340455,48502488,,,COM,Friends of Jessica Florio,,,,,,PO Box 444,,Honey Brook,PA,19344,,,2023-03-08,-250.00,0.00,Void - Check dated 09.19.2022,011,,,,Florio,Jessica,,Ms.,,,,,,,,,,,,Void - Check dated 09.19.2022
SB29,C00340455,48502489,,,COM,Committee to Elect Tim Moffitt,,,,,,PO Box 97275,,Raleigh,NC,27624,,,2023-03-08,-500.00,0.00,Void - Check dated 09.19.2022,011,,,,Moffitt,Timothy,,NC Rep.,,,,,,,,,,,,Void - Check dated 09.19.2022
SB29,C00340455,48502490,,,COM,Rabon for Senate,,,,,,404 W Brunswick Street,,Southport,NC,28461,,,2023-03-08,-500.00,0.00,Void - Check dated 09.19.2022,011,,,,Rabon,William,Peter,NC Sen.,,,,,,,,,,,,Void - Check dated 09.19.2022
SB29,C00340455,48524560,,,PTY,House Republican Campaign Committee,,,,,,PO Box 11787,,Harrisburg,PA,17108,,,2023-03-14,500.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00340455,48524561,,,COM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,,,2023-03-14,1000.00,0.00,"Matthew Bradford, STATE HOUSE 70th PA",011,,,,Bradford,Matthew,D.,PA Rep.,,,,,,,,,,,,"Matthew Bradford, STATE HOUSE 70th PA"
SB29,C00340455,48524562,,,COM,Tim Briggs for State Representative,,,,,,PO Box 62193,,King of Prussia,PA,19406,,,2023-03-14,500.00,0.00,"Timothy Briggs, STATE HOUSE 149th PA",011,,,,Briggs,Timothy,,PA Rep.,,,,,,,,,,,,"Timothy Briggs, STATE HOUSE 149th PA"
SB29,C00340455,48524563,,,COM,Committee to Re-Elect Frank Burns,,,,,,133 Yingling Rd,,Johnstown,PA,15909,,,2023-03-14,500.00,0.00,"Frank Burns, STATE HOUSE 72nd PA",011,,,,Burns,Frank,,PA Rep.,,,,,,,,,,,,"Frank Burns, STATE HOUSE 72nd PA"
SB29,C00340455,48524566,,,COM,Valerie Gaydos for PA,,,,,,PO Box 515,,Sewickley,PA,15143,,,2023-03-14,300.00,0.00,"Valerie Gaydos, STATE HOUSE 44th PA",011,,,,Gaydos,Valerie,,PA Rep.,,,,,,,,,,,,"Valerie Gaydos, STATE HOUSE 44th PA"
SB29,C00340455,48524568,,,COM,Friends of Nick Miller,,,,,,202 N 17th Street,,Allentown,PA,18104,,,2023-03-14,500.00,0.00,"Nicholas Miller, STATE SENATE 14th PA",011,,,,Miller,Nicholas,P.,PA Sen.,,,,,,,,,,,,"Nicholas Miller, STATE SENATE 14th PA"
SB29,C00340455,48524619,,,COM,Citizens for Ryan Mackenzie,,,,,,3620 Lincoln Avenue,,Allentown,PA,18103,,,2023-03-14,500.00,0.00,"Ryan Mackenzie, STATE HOUSE 187th PA",011,,,,Mackenzie,Ryan,,PA Rep.,,,,,,,,,,,,"Ryan Mackenzie, STATE HOUSE 187th PA"
SB29,C00340455,48524621,,,COM,Ohio Chamber of Commerce PAC,,,,,,"34 S Third Street, Suite 100",,Columbus,OH,43215,,,2023-03-14,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00340455,48529556,,,COM,Citizens for Vincent Hughes,,,,,,"4601 Market St, 1st Floor",,Philadelphia,PA,19139,,,2023-03-16,1500.00,0.00,"Vincent Hughes, STATE SENATE 7th PA",011,,,,Hughes,Vincent,J.,PA. Sen.,,,,,,,,,,,,"Vincent Hughes, STATE SENATE 7th PA"
SB29,C00340455,48532592,,,COM,Friends of Martina White,,,,,,PO Box 16041,,Philadelphia,PA,19114,,,2023-03-20,1500.00,0.00,"Martina White, STATE HOUSE 170th PA",011,,,,White,Martina,,PA Rep.,,,,,,,,,,,,"Martina White, STATE HOUSE 170th PA"
SB29,C00340455,48532803,,,COM,Friends of Mary Jo Daley,,,,,,PO Box 752,,Conshohocken,PA,19428,,,2023-03-20,500.00,0.00,"Mary Jo Daley, STATE HOUSE 148th PA",011,,,,Daley,Mary Jo,,PA Rep.,,,,,,,,,,,,"Mary Jo Daley, STATE HOUSE 148th PA"
SB29,C00340455,48532804,,,COM,People for Emily Kinkead,,,,,,1424 Beckham St,,Pittsburgh,PA,152122317,,,2023-03-20,200.00,0.00,"Emily Kinkead, STATE HOUSE 20th PA",011,,,,Kinkead,Emily,,PA Rep.,,,,,,,,,,,,"Emily Kinkead, STATE HOUSE 20th PA"
SB29,C00340455,48552323,,,COM,Friends of Anita Astorino Kulik,,,,,,127 Lorish Rd,,McKees Rocks,PA,151361670,,,2023-03-31,1500.00,0.00,"Anita Kulik, STATE HOUSE 45th PA",011,,,,Kulik,Anita,Astorino,PA Rep.,,,,,,,,,,,,"Anita Kulik, STATE HOUSE 45th PA"
