form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00692137,500408320,,,ORG,Blue Wave Political Partners,,,,,,119 1St Ave S,Ste 320,Seattle,WA,981043424,,,2024-09-06,1000.00,0.00,Noncontribution Account - Compliance Services,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408345,,,COM,Dr. Michelle Au For State Senate,,,,,,1001 Quaker Ridge Way,,Duluth,GA,300972049,G2024,,2024-09-26,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408340,,,COM,Eva For Arizona,,,,,,761 E University Dr,,Mesa,AZ,852037961,G2024,,2024-09-25,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408349,,,COM,Friends Of Eleanor Breslin,,,,,,PO Box 91,,Erwinna,PA,189200091,G2024,,2024-09-26,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408348,,,COM,Friends Of Fern Leard,,,,,,PO Box 663,,Dallas,PA,186120663,G2024,,2024-09-26,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408350,,,COM,Friends Of Hadley Haas,,,,,,PO Box 285,,Pittsburgh,PA,151220285,G2024,,2024-09-26,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408346,,,COM,Friends Of Patty Kim,,,,,,2418 N 2Nd St,,Harrisburg,PA,171101104,G2024,,2024-09-26,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408332,,,ORG,Hospitality Group,,,,,,1553 Central Ave,,Albany,NY,122055044,,,2024-09-06,4712.90,0.00,Noncontribution Account - Catering,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408322,,,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2024-09-30,68.90,0.00,Noncontribution Account - Subscription,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408344,,,COM,Jasmine Clark For GA,,,,,,PO Box 1922,,Lilburn,GA,300481922,G2024,,2024-09-26,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408343,,,COM,Keep Kyra Harris Bolden For Justice,,,,,,PO Box 251651,,West Bloomfield,MI,483251651,G2024,,2024-09-25,5825.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408330,,,ORG,NGP VAN,,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,,2024-09-03,2932.88,0.00,Noncontribution Account - Software,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408331,,,ORG,NGP VAN,,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,,2024-09-16,1026.51,0.00,Noncontribution Account - Software,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408341,,,COM,Nicole For NC,,,,,,4029 Moorland Dr,,Charlotte,NC,282261134,G2024,,2024-09-25,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408336,,,COM,Nicole For PA,,,,,,1524 High Rd,,Cheswick,PA,15024,,,2024-09-19,970.70,0.00,Transmittal of Conduit Contribution(s),,,,,,,,,,,,,,,,,,,,
SB29,C00692137,8013387C,8013387,SA11AI,COM,Nicole For PA,,,,,,1524 High Rd,,Cheswick,PA,15024,,,2024-09-19,1000.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,X,Earmarked by Heidi Timken
SB29,C00692137,500408325,,,ORG,Personified Tech,,,,,,1511 Route 22,Ste 110,Brewster,NY,105094020,,,2024-09-18,1329.34,0.00,Noncontribution Account - IT Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408321,,,ORG,Sandler Reiff,,,,,,1090 Vermont Ave NW,Ste 750,Washington,DC,200054970,,,2024-09-04,412.50,0.00,Noncontribution Account - Legal Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408342,,,COM,Simacek For AZ,,,,,,PO Box 42834,,Phoenix,AZ,850802834,G2024,,2024-09-25,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408347,,,COM,Steele For PA,,,,,,PO Box 11361,,Pittsburgh,PA,152380361,G2024,,2024-09-26,1000.00,0.00,Contribution to Nonfederal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408333,,,ORG,Tall Poppy LLC,,,,,,3026 Wicklow Rd,,Columbus,OH,432042554,,,2024-09-26,1700.00,0.00,Noncontribution Account - Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408323,,,ORG,Vote Mama Action Fund,,,,,,PO Box 694,,Amityville,NY,117010694,,,2024-09-04,418.74,0.00,Noncontribution Account - Accounting Services Allocation,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408326,,,ORG,Vote Mama Action Fund,,,,,,PO Box 694,,Amityville,NY,117010694,,,2024-09-04,710.00,0.00,Noncontribution Account - Staff Salary Allocation,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408327,,,ORG,Vote Mama Action Fund,,,,,,PO Box 694,,Amityville,NY,117010694,,,2024-09-06,202.27,0.00,Noncontribution Account - Staff Salary Allocation,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408328,,,ORG,Vote Mama Action Fund,,,,,,PO Box 694,,Amityville,NY,117010694,,,2024-09-13,18861.99,0.00,Noncontribution Account - Staff Salary Allocation,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,500408329,,,ORG,Vote Mama Action Fund,,,,,,PO Box 694,,Amityville,NY,117010694,,,2024-09-30,200.00,0.00,Noncontribution Account - Staff Salary Allocation,,,,,,,,,,,,,,,,,,,,
SB29,C00692137,8013391C,8013391,SA11AI,CCM,WHITNEY FOX FOR CONGRESS,,,,,,121 24Th St S,,St Petersburg,FL,337121123,,,2024-09-24,1500.00,0.00,Conduit Contribution,,C00854307,,,FOX,WHITNEY,,,,H,FL,13,,,,,,,X,Earmarked by Emma Stewart
SB29,C00692137,500408335,,,CCM,WHITNEY FOX FOR CONGRESS,,,,,,121 24Th St S,,St Petersburg,FL,337121123,,,2024-09-24,1456.41,0.00,Transmittal of Conduit Contribution(s),,C00854307,,,FOX,WHITNEY,,,,H,FL,13,,,,,,,,
