form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00493700,500498250,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-09-29,5000.00,0.00,2024 Primary Contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00493700,500498260,,,CCM,Mary Peltola for Alaska,,,,,,PO Box 210014,,Anchorage,AK,995210014,G2024,,2023-09-29,5000.00,0.00,2024 General Contribution,,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00493700,500509770,,,CCM,Emilia Sykes for Congress,,,,,,PO Box 1347,,Akron,OH,443091347,P2024,,2023-12-20,5000.00,0.00,2024 Primary Contribution,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB23,C00493700,500498251,,,CCM,Susie Lee for Congress,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,P2024,,2023-09-29,5000.00,0.00,2024 Primary Contribution,,C00655613,,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00493700,500498261,,,CCM,Mike Levin for Congress,,,,,,PO Box 2112,,Capistrano Beach,CA,926240112,P2024,,2023-09-29,5000.00,0.00,2024 Primary Contribution,,C00634253,,,Levin,Mike,,,,H,CA,49,,,,,,,,
SB23,C00493700,500509771,,,CCM,Kaptur for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,P2024,,2023-12-20,5000.00,0.00,2024 Primary Contribution,,C00154625,,,Kaptur,Marcy,M.C.,The Hon.,,H,OH,09,,,,,,,,
SB23,C00493700,500498252,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,O2023,Headquarters Account,2023-09-29,15000.00,0.00,Headquarters Fund,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00493700,500509772,,,COM,Keystone Victory Fund,,,,,,PO Box 58746,,Philadelphia,PA,191028746,,,2023-12-20,5000.00,0.00,2023 Contribution,,C00545830,Keystone Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00493700,500498253,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-09-29,5000.00,0.00,2024 Primary Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00493700,500509773,,,CCM,Sharice for Congress,,,,,,13851 W 63rd St,Unit 303,Shawnee,KS,662163800,P2024,,2023-12-20,5000.00,0.00,2024 Primary Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,,
