form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00766659,500114808,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-07,315.39,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114809,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-09,264.19,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114810,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-11,270.56,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114811,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-14,237.74,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114812,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-18,271.27,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114813,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-21,241.27,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114814,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-22,281.21,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114815,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-23,358.90,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114816,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-24,219.76,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00766659,500114817,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,G2024,,2024-07-28,430.32,0.00,Credit card processing fee,001,,,,,,,,,,,,,,,,,,,
