form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00498816,SB23.4353,,,CCM,Alison Kamhi for Palo Alto School Board,,,,,,511 Olmsted Rd,,Stanford,CA,94305,G2024,,2024-09-05,100.00,,Contribution,011,,Alison Kamhi for Palo Alto School Board,,,,,,,,CA,,,,,,,,,
SB23,C00498816,SB23.4323,,,CCM,Betty Duong for Santa Clara County Suoervisor,,,,,,P. O. Box 348,,San Jose,CA,95103,G2024,,2024-09-05,100.00,,Contribution,011,,Betty Duong for Santa Clara County Suoervisor,,,,,,,,,,,,,,,,,
SB23,C00498816,SB23.4359,,,CAN,,Campos 4 SJ City Council,Pamela,,,,434 Hyde Park Drive,,San Jose,CA,95136,G2024,,2024-09-24,250.00,,Contribution,011,,,,Campos 4 SJ City Council,Pamela,,,,,,,,,,,,,,
SB23,C00498816,SB23.4340,,,CCM,Devon Conleyt for Mountain View City Council,,,,,,1779 Latham St.,,Mountain View,CA,94061,G2024,,2024-09-05,100.00,,Contribution,011,,Devon Conleyt for Mountain View City Council,,Conley,Devon,,,,,,,,,,,,,,
SB23,C00498816,SB23.4344,,,CCM,Emily Ramos for Mountain View City Council,,,,,,P. O. Box 1026,,Mountain View,CA,94042,G2024,,2024-09-05,100.00,,Contribution,011,,Emily Ramos for Mountain View City Council,,,,,,,,CA,,,,,,,,,
SB23,C00498816,SB23.4356,,,CCM,Josh Salcman for Palo Alto School Board,,,,,,13418 Carillo Ln,,Los Altos Hills,CA,94022,G2024,,2024-09-05,100.00,,Contribution,011,,Josh Salcman for Palo Alto School Board,,,,,,,,,,,,,,,,,
SB23,C00498816,SB23.4350,,,CCM,Nicole Chiu-Wang for Palo Alto School Board,,,,,,153 Lundy Ln,,Palo Alto,CA,94306,G2024,,2024-09-05,100.00,,Contribution,011,,Nicole Chiu-Wang for Palo Alto School Board,,,,,,,,,,,,,,,,,
SB23,C00498816,SB23.4347,,,CCM,Pat Showalter for Mountain View City Council,,,,,,2711 Levin Ct.,,Mountain View,CA,94040,G2024,,2024-09-05,100.00,,Contribution,011,,Pat Showalter for Mountain View City Council,,,,,,,,CA,,,,,,,,,
SB23,C00498816,SB23.4329,,,CCM,Reelect Mayor Larry Klein,,,,,,P. O. Box 348,,San Jose,CA,95103,G2024,,2024-09-05,100.00,,Contribution,011,,Reelect Mayor Larry Klein,,Klein,Larry,,,,,,,,,,,,,,
SB23,C00498816,SB23.4337,,,CCM,Shiloh Ballard for Santa Clara County Water District,,,,,,1346 The Alameda Suite 7 #174,,San Jose,CA,95126,G2024,,2024-09-05,100.00,,Contribution,011,,Shiloh Ballard for Santa Clara County Water District,,Ballard,Shiloh,,,,,CA,,,,,,,,,
SB23,C00498816,SB23.4326,,,CCM,Speiser for Board of Education,,,,,,460 Van Buren Ave.,,Los ALtos,CA,94022,G2024,,2024-09-05,100.00,,Contribution,011,,Speiser for Board of Education,,,,,,,,CA,,,,,,,,,
SB23,C00498816,SB23.4334,,,CCM,Terry Godfrey for Foothill-De Anza CCD Board,,,,,,223 Oxford Ave.,,Palo Alto,CA,94306,G2024,,2024-09-05,100.00,,Contribution,011,,,,,,,,,,CA,,,,,,,,,
SB23,C00498816,SB23.4361,,,CCM,Terry Godfrey for Foothill-De Anza CCD Board,,,,,,223 Oxford Ave.,,Palo Alto,CA,94306,G2024,,2024-09-24,150.00,,Contribution,011,,Terry Godfrey for Foothill-De Anza CCD Board,,,,,,,,CA,,,,,,,,,
