form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00652529,19609244,,,PAC,JERSEY VALUES PAC,,,,,,611 PENNSYLVANIA AVENUE SE,SUITE 143,WASHINGTON,DC,20003,,,2024-06-25,5000.00,0.00,political contribution,011,C00652164,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609245,,,CCM,Josh Gottheimer For Congress,,,,,,PO Box 584,,Ridgewood,NJ,7451,G2024,,2024-06-25,5000.00,0.00,political contribution,011,C00573949,Josh Gottheimer For Congress,,Gottheimer,Josh,,,,H,NJ,05,,,,,,,,political contribution
SB23,C00652529,19609246,,,PAC,SUNFLOWER SEEDS PAC,,,,,,13851 WEST 63RD STREET,#303,SHAWNEE,KS,66216,,,2024-06-25,5000.00,0.00,political contribution,011,C00724443,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609247,,,CCM,Texans For Jodey Arrington,,,,,,3008 50th St Ste H,,Lubbock,TX,79413,G2024,,2024-06-25,1500.00,0.00,political contribution,011,C00588657,Texans For Jodey Arrington,,Arrington,Jodey,,,,H,TX,19,,,,,,,,political contribution
SB23,C00652529,19609248,,,CCM,Sharice For Congress,,,,,,13851 W. 63rd St.,Num 303,Shawnee,KS,66216,G2024,,2024-06-25,5000.00,0.00,political contribution,011,C00670034,Sharice For Congress,,Davids,Sharice,,,,H,KS,03,,,,,,,,political contribution
SB23,C00652529,19609249,,,PAC,S CORPORATION ASSOCIATION PAC (S-CORP PAC),,,,,,2021 L STREET NW,SUITE 101-316,WASHINGTON,DC,20036,,,2024-06-25,5000.00,0.00,political contribution,011,C00493312,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609250,,,PAC,BOOTS POLITICAL ACTION COMMITTEE,,,,,,228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2024-06-25,5000.00,0.00,political contribution,011,C00567545,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609251,,,CCM,Iowans For Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,G2024,,2024-06-25,5000.00,0.00,political contribution,011,C00784389,Iowans For Zach Nunn,,Nunn,Zach,,,,H,IA,03,,,,,,,,political contribution
SB23,C00652529,19609252,,,CCM,Cleaver For Congress,,,,,,"4801 Main Street, Stuite 1000",,Kansas City,MO,64112,G2024,,2024-06-25,5000.00,0.00,political contribution,011,C00395848,Cleaver For Congress,,Cleaver,Emanuel,,,II,H,MO,05,,,,,,,,political contribution
SB23,C00652529,19609253,,,CCM,Friends To Elect Dr. Greg Murphy To Congress,,,,,,PO Box 1131,,Greenville,NC,27835,G2024,,2024-06-25,1500.00,0.00,political contribution,011,C00697649,Friends To Elect Dr. Greg Murphy To Congress,,Murphy,Gregory,,,,H,NC,03,,,,,,,,political contribution
SB23,C00652529,19609254,,,CCM,Gallego For Arizona,,,,,,PO Box 1710,,Phoenix,AZ,85001,P2024,,2024-06-25,5000.00,0.00,political contribution,011,C00558627,Gallego For Arizona,,Gallego,Ruben,,,,H,AZ,07,,,,,,,,political contribution
