form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00744946,500178785,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2023-07-19,2000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178758,,,PTY,Kentucky State Democratic Central Executive Committee,,,,,,PO Box 694,,Frankfort,KY,406020694,,,2023-08-25,250000.00,0.00,Transfer,008,C00011197,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178843,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2023-09-01,1500000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178767,,,PTY,Democratic Party Of Virginia,,,,,,919 E Main St,Ste 2050,Richmond,VA,232190025,,,2023-09-11,300000.00,0.00,Transfer,008,C00155952,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178750,,,PTY,Democratic Party Of Arkansas,,,,,,1300 W Capitol Ave,,Little Rock,AR,722012916,,,2023-09-13,260000.00,0.00,Transfer,008,C00024372,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178755,,,PTY,Idaho State Democratic Party,,,,,,PO Box 445,,Boise,ID,837010445,,,2023-09-13,260000.00,0.00,Transfer,008,C00010439,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178759,,,PTY,Maine Democratic Party,,,,,,320 Water St,Fl 3,Augusta,ME,043304644,,,2023-09-13,275000.00,0.00,Transfer,008,C00179408,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178761,,,PTY,Michigan Demcratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2023-09-13,275000.00,0.00,Transfer,008,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178762,,,PTY,Nebraska Democratic Party,,,,,,201 N 8Th St,Ste 210,Lincoln,NE,685081347,,,2023-09-13,200000.00,0.00,Transfer,008,C00003988,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178763,,,PTY,Nevada State Democratic Party,,,,,,2320 Paseo Del Prado,,Las Vegas,NV,891024358,,,2023-09-13,210000.00,0.00,Transfer,008,C00208991,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178764,,,PTY,New Jersey Democratic State Committee,,,,,,196 W State St,,Trenton,NJ,086081104,,,2023-09-13,260000.00,0.00,Transfer,008,C00104471,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178765,,,PTY,Oklahoma Democratic Party,,,,,,3815 N Santa Fe Ave,Ste 122,Oklahoma City,OK,731188524,,,2023-09-13,260000.00,0.00,Transfer,008,C00190934,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178766,,,PTY,Democratic Party Of Oregon,,,,,,232 NE 9Th Ave,,Portland,OR,972322915,,,2023-09-14,260000.00,0.00,Transfer,008,C00188367,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178870,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2023-09-22,1500000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178749,,,PTY,Alaska Democratic Party,,,,,,2602 Fairbanks St,,Anchorage,AK,995032824,,,2023-09-25,310000.00,0.00,Transfer,008,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178753,,,PTY,Colorado Democratic Party,,,,,,789 N Sherman St,Ste 110,Denver,CO,802033530,,,2023-09-25,370000.00,0.00,Transfer,008,C00161786,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178754,,,PTY,DC Democratic State Committee,,,,,,PO Box 50622,,Washington,DC,200910622,,,2023-09-25,315000.00,0.00,Transfer,008,C00295964,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178756,,,PTY,Indiana Democratic Congressional Victory Committee,,,,,,101 W Washington St,Ste 1110,Indianapolis,IN,462043407,,,2023-09-25,325000.00,0.00,Transfer,008,C00108613,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178757,,,PTY,Kansas Democratic Party,,,,,,PO Box 1914,,Topeka,KS,666011914,,,2023-09-25,310000.00,0.00,Transfer,008,C00019380,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178760,,,PTY,Massachusetts Democratic State Committee,,,,,,11 Beacon St,Ste 410,Boston,MA,021083055,,,2023-09-25,310000.00,0.00,Transfer,008,C00089243,,,,,,,,,,,,,,,,,,
SB22,C00744946,500178751,,,CCM,Biden For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2023-09-29,17750000.00,0.00,Transfer,008,C00703975,,,BIDEN,JOSEPH,R,,Jr,P,,,,,,,,,,
