form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00098061,90E98138A12416D0962,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,20033,O2023,Contribution,2023-01-26,5000.00,,2023 Contribution,011,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00098061,2AA3127B8AAB0BE4039,,,PAC,Congressional Black Caucus PAC,,,,,,PO Box 33079,,Washington,DC,20033,O2023,Contribution,2023-01-26,5000.00,,2023 Contribution,011,C00147512,Congressional Black Caucus PAC,,,,,,,,,,,,,,,,,
SB23,C00098061,1574D7E6C1C65A78D0F,,,PTY,DCCC,,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,O2023,Contribution,2023-01-26,5000.00,,2023 Contribution,011,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00098061,205B76541349105161E,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,20002,O2023,Contribution,2023-01-26,15000.00,,2023 Contribution,011,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00098061,0A642A3072B7572441F,,,PAC,Elect Democratic Women,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,20003,O2023,Contribution,2023-01-26,5000.00,,2023 Contribution,011,C00685297,Elect Democratic Women,,,,,,,,,,,,,,,,,
SB23,C00098061,2FFD9FA159B45B36ECA,,,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,20003,O2023,Contribution,2023-01-26,5000.00,,2023 Contribution,011,C00550970,Equality PAC,,,,,,,,,,,,,,,,,
SB23,C00098061,FA30A2E8D380E902DF1,,,PAC,New Democrat Coalition Action Fund,,,,,,233 PENNSYLVANIA AVE SE,,WASHINGTON,DC,20003,O2023,Contribution,2023-01-26,5000.00,,2023 Contribution,011,C00409730,New Democrat Coalition Action Fund,,,,,,,,,,,,,,,,,
SB23,C00098061,A25E2B816C30D54852A,,,PTY,NRCC,,,,,,320 1st St SE,,Washington,DC,20003,O2023,Contribution,2023-01-26,5000.00,,2023 Contribution,011,C00075820,NRCC,,,,,,,,,,,,,,,,,
SB23,C00098061,3E70DFC97FF240F68BD,,,PTY,NRSC,,,,,,425 2nd St NE,,Washington,DC,20002,O2023,Contribution,2023-01-26,15000.00,,2023 Contribution,011,C00027466,NRSC,,,,,,,,,,,,,,,,,
SB23,C00098061,2974EE2AA9E9334D135,,,PAC,Republican Governance Group/Tuesday Group PAC,,,,,,610 S Boulevard,,Tampa,FL,33606,O2023,Contribution,2023-01-26,5000.00,,2023 Contribution,011,C00433060,Republican Governance Group/Tuesday Group PAC,,,,,,,,,,,,,,,,,
