form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00147512,500462591,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-01,119.19,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500463040,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-08,582.76,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500463558,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-15,680.49,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500464402,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-22,837.23,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500464871,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-29,667.84,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500477551,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-31,306.10,0.00,Contribution processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500465071,,,ORG,Addison Strategies,,,,,,205 Yoakum Pkwy,Unit 1524,Alexandria,VA,223043840,,,2023-10-23,46000.00,0.00,Administrative & Managerial Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500463554,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-10-10,100.98,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500465076,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-10-27,261.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500464398,,,PAC,AMERICAN EXPRESS COMPANY POLITICAL ACTION COMMITTEE (AXPPAC),,,,,,801 Pennsylvania Ave NW,Ste 650,Washington,DC,200042673,,,2023-10-16,13599.05,0.00,Credit card payment,,C00040535,,,,,,,,,,,,,,,,,,
SB21B,C00147512,500478525,500464398,SB21B,ORG,Ace Beverage,,,,,,3301 New Mexico Ave NW,,Washington,DC,200163622,,,2023-08-30,1125.50,0.00,Catering expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500478521,500464398,SB21B,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-08-27,99.61,0.00,Postal and ecommerce services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500478522,500464398,SB21B,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2023-08-27,38.15,0.00,Postal and ecommerce services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00147512,500478508,500464398,SB21B,ORG,Bill.com,,,,,,6220 America Center Dr,Ste 100,Alviso,CA,950022563,,,2023-08-18,83.74,0.00,Payment processing services,,,,,,,,,,,,,,,,,,,X,*
