form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00707232,500510957,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-06-30,0.10,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510916,,,ORG,American Airlines,,,,,,4333 Amon Carter Blvd,,Fort Worth,TX,761552605,,,2024-06-03,45.00,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510917,,,ORG,American Airlines,,,,,,4333 Amon Carter Blvd,,Fort Worth,TX,761552605,,,2024-06-20,323.98,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510976,,,ORG,Amtrak,,,,,,50 Massachusetts Ave NE,,Washington,DC,200024214,,,2024-06-03,181.00,0.00,Rail Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510944,,,ORG,Bank Of America,,,,,,701 2Nd Ave,,Seattle,WA,981041701,,,2024-06-03,16.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510945,,,ORG,Bank Of America,,,,,,701 2Nd Ave,,Seattle,WA,981041701,,,2024-06-03,16.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510946,,,ORG,Bank Of America,,,,,,701 2Nd Ave,,Seattle,WA,981041701,,,2024-06-07,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510947,,,ORG,Bank Of America,,,,,,701 2Nd Ave,,Seattle,WA,981041701,,,2024-06-28,120.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510918,,,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-06-17,80.00,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510919,,,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-06-20,858.97,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510948,,,ORG,Don's Prime,,,,,,2777 Las Vegas Blvd S,,Las Vegas,NV,891091124,,,2024-06-20,324.19,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510961,,,ORG,Fairmont Century Plaza,,,,,,2025 Avenue Of The Stars,,Los Angeles,CA,900674741,,,2024-06-03,722.18,0.00,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510963,,,ORG,Hilton - Birmingham,,,,,,808 20Th St S,,Birmingham,AL,352052752,,,2024-06-12,63.90,0.00,Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510975,,,ORG,InMotion Entertainment,,,,,,2100 NW 42ND Ave,,Miami,FL,33126,,,2024-06-17,310.63,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510949,,,ORG,La Vie,,,,,,88 District Sq SW,Fl 46,Washington,DC,200242491,,,2024-06-10,666.27,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510978,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,,,2024-06-28,14716.83,0.00,Reimbursement of Shared Expenses,,C00668228,,,HORSFORD,STEVEN,ALEXZANDER,,,H,NV,04,,,,,,,,
SB21B,C00707232,500510977,,,ORG,Self Storage Plus,,,,,,5901 Blair Rd NW,,Washington,DC,200112343,,,2024-06-10,668.20,0.00,Rent,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510962,,,ORG,Sheraton Birmingham Hotel,,,,,,2101 Richard Arrington Jr Blvd N,,Birmingham,AL,352031101,,,2024-06-24,295.58,0.00,Lodging,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510920,,,ORG,Southwest Airlines Co.,,,,,,2702 Love Field Dr,,Dallas,TX,752351908,,,2024-06-17,125.00,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510959,,,ORG,Strathdee Group,,,,,,PO Box 15096,,Washington,DC,200030096,,,2024-06-11,1000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510960,,,ORG,Strathdee Group,,,,,,PO Box 15096,,Washington,DC,200030096,,,2024-06-11,1000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510950,,,ORG,Think Rubix & Company,,,,,,1301 K St NW,Ste 300W,Washington,DC,200057043,,,2024-06-06,4500.00,0.00,Communications Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510922,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,18.29,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510923,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,105.06,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510924,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,19.24,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510925,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,33.55,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510926,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,7.86,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510927,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,177.27,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510928,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,24.24,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510929,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,17.98,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510930,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,5.00,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510931,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-03,18.46,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510932,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-05,27.26,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500510933,,,ORG,Uber Technologies Inc,,,,,,555 Market St,,San Francisco,CA,941052800,,,2024-06-06,15.93,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
