form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00010421,92EBF5E7E720291C9A8,,,CCM,Aaron Bean For Congress,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,G2024,,2023-12-13,2500.00,,2024 General,011,C00816983,,H2FL04211,Bean,Aaron,P.,,,H,FL,04,,,,,,,,
SB23,C00010421,53393E7AE878CE6FAC7,,,PAC,American Revival PAC,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,O2023,Contribution,2023-12-19,5000.00,,2023 Contribution,011,C00639229,American Revival PAC,,,,,,,,,,,,,,,,,
SB23,C00010421,463FA2FDB7389223914,,,CCM,Andy Harris For Congress,,,,,,PO Box 6,,Cambridge,MD,21613,P2024,,2023-12-13,5000.00,,2024 Primary,011,C00435974,,H8MD01094,Harris,Andrew,P.,,,H,MD,01,,,,,,,,
SB23,C00010421,B96371AAE0757B186D6,,,CCM,Bernie Moreno For Senate,,,,,,PO Box 340797,,Columbus,OH,43234,P2024,,2023-12-19,5000.00,,2024 Primary,011,C00837484,,S4OH00192,Moreno,Bernie,,,,S,OH,,,,,,,,,
SB23,C00010421,5E995A8BDCC1085956A,,,CCM,Brad Wilson For U.S. Senate,,,,,,PO Box 58049,,Salt Lake City,UT,84158,P2024,,2023-12-19,5000.00,,2024 Primary,011,C00837781,,S4UT00209,Wilson,Brad,R.,,,S,UT,,,,,,,,,
SB23,C00010421,A48283ABCEE9DF74E43,,,PAC,Building A National Knowledgeable Security PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,O2023,Contribution,2023-12-13,5000.00,,2023 Contribution,011,C00832469,Building A National Knowledgeable Security PAC,,,,,,,,,,,,,,,,,
SB23,C00010421,876DBE5AF0B1163E89B,,,CCM,Byron Donalds For Congress,,,,,,2430 Vanderbilt Beach Rd,Ste 108,Naples,FL,34108,P2024,,2023-12-19,2000.00,,2024 Primary,011,C00733329,,H2FL14186,Donalds,Byron,,,,H,FL,19,,,,,,,,
SB23,C00010421,5C0BF2361AC072617D0,,,CCM,Celeste For Congress,,,,,,PO Box 2410,,Cedar City,UT,84721,C2024,Convention,2023-12-19,5000.00,,2024 Convention,011,C00842765,,H4UT02296,Maloy,Celeste,,,,H,UT,02,,,,,,,,
SB23,C00010421,AB52B1B1B150B50E4B6,,,CCM,Collins For Congress,,,,,,PO Box 6491,,Athens,GA,30604,P2024,,2023-12-19,2500.00,,2024 Primary,011,C00544684,,H4GA10071,Collins,Mike,A.,,Jr.,H,GA,10,,,,,,,,
SB23,C00010421,C6BFAF9E29FD05B788A,,,PAC,Do Right Bayou PAC,,,,,,PO Box 64845,,Baton Rouge,LA,70896,O2023,Contribution,2023-12-13,5000.00,,2023 Contribution,011,C00635557,Do Right Bayou PAC,,,,,,,,,,,,,,,,,
SB23,C00010421,2F3B94CD6CC92B13086,,,CCM,Hollie For New Hampshire,,,,,,PO Box 603,,Greenland,NH,03840,P2024,,2023-12-19,5000.00,,2024 Primary,011,C00852087,,H4NH01268,Noveletsky,Hollie,T.,,,H,NH,01,,,,,,,,
SB23,C00010421,E0DCD993FA663B10BB8,,,CCM,Julia Letlow For Congress,,,,,,PO Box 539,,Rayville,LA,712690539,G2024,,2023-12-19,2500.00,,2024 General,011,C00766428,,H2LA05126,Letlow,Julia,,,,H,LA,05,,,,,,,,
SB23,C00010421,EB59D459C9D9076735E,,,CCM,Julia Letlow For Congress,,,,,,PO Box 539,,Rayville,LA,712690539,P2024,,2023-12-19,2500.00,,2024 Primary,011,C00766428,,H2LA05126,Letlow,Julia,,,,H,LA,05,,,,,,,,
SB23,C00010421,F85EF11712101A25A83,,,CCM,Kevin Lincoln For Congress,,,,,,9460 Tegner Rd,,Hilmar,CA,95324,P2024,,2023-12-13,5000.00,,2024 Primary,011,C00845826,,H4CA09093,Lincoln,Kevin,J.,,II,H,CA,09,,,,,,,,
SB23,C00010421,60B3D1E6F1B926F7FC3,,,CCM,Latta For Congress,,,,,,PO Box 106,,Bowling Green,OH,434020106,P2024,,2023-12-13,5000.00,,2024 Primary,011,C00438697,,H8OH05036,Latta,Robert,E.,,,H,OH,05,,,,,,,,
SB23,C00010421,A0DB09A0F16FE37755E,,,CCM,"Laurel Lee For Congress, Inc.",,,,,,PO Box 47556,,Tampa,FL,33646,P2024,,2023-12-19,2500.00,,2024 Primary,011,C00815373,,H2FL15241,Lee,Laurel,,,,H,FL,15,,,,,,,,
SB23,C00010421,62911BF8E7D6892D5C9,,,CCM,Mackenzie For Congress Committee,,,,,,PO Box 747,,Emmaus,PA,18049,P2024,,2023-12-19,5000.00,,2024 Primary,011,C00846501,,H8PA15195,Mackenzie,Ryan,E.,,,H,PA,07,,,,,,,,
SB23,C00010421,F42D774A7E130E5C029,,,CCM,Meuser For Congress,,,,,,PO Box 183,,Hudson,WI,54016,G2024,,2023-12-19,2500.00,,2024 General,011,C00654723,,H8PA10147,Meuser,Daniel,P.,,,H,PA,09,,,,,,,,
SB23,C00010421,0FD90A8D43C784FD6DB,,,PTY,Montana Republican State Central Committee,,,,,,PO Box 935,,Helena,MT,59624,O2023,Contribution,2023-12-13,5000.00,,2023 Contribution,011,C00008086,Montana Republican State Central Committee,,,,,,,,,,,,,,,,,
SB23,C00010421,657ABEA87149AA55BAF,,,PAC,Nebraska Sandhills PAC,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,O2023,Contribution,2023-12-13,5000.00,,2023 Contribution,011,C00540054,Nebraska Sandhills PAC,,,,,,,,,,,,,,,,,
