form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00835587,500671430,,,CCM,Altman for Congress,,,,,,PO Box 267,,Lambertville,NJ,085300267,G2024,,2024-06-21,3300.00,0.00,Federal Contribution,,C00841643,,,Altman,Susan,,,,H,NJ,07,,,,,,,,
SB23,C00835587,500672331,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-06-28,5000.00,0.00,Federal Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,,,,,,,,,
SB23,C00835587,500659251,,,PAC,The PAC for America's Future,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-05-10,100000.00,0.00,Federal Contribution,,C00654053,The PAC for America's Future,,,,,,,,,,,,,,,,,
SB23,C00835587,500666032,,,PTY,North Carolina Democratic Party,,,,,,220 Hillsborough St,,Raleigh,NC,276031724,,,2024-06-07,10000.00,0.00,Federal Contribution,,C00165688,North Carolina Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00835587,500672332,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,O2024,Primary Debt,2024-06-28,5000.00,0.00,Federal Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,,,,,,,,,
SB23,C00835587,500666042,,,PAC,Georgia Federal Elections Committee,,,,,,PO Box 89202,,Atlanta,GA,303120202,,,2024-06-07,10000.00,0.00,Federal Contribution,,C00041269,Georgia Federal Elections Committee,,,,,,,,,,,,,,,,,
SB23,C00835587,500671424,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2024-06-21,3300.00,0.00,Federal Contribution,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00835587,500672334,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2024-06-28,5000.00,0.00,Federal Contribution,,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00835587,500664405,,,PAC,The Next 50 PAC,,,,,,10 E 29th St,Apt 31G,New York,NY,100167440,,,2024-06-05,20000.00,0.00,Federal Contribution,,C00716423,The Next 50 PAC,,,,,,,,,,,,,,,,,
SB23,C00835587,500672315,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,G2024,,2024-06-27,1700.00,0.00,Federal Contribution,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
