form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00891440,EB30,,,PAC,Alexander for SJECCD Trustee 2024,,,,,,"1 W. Manchester Blvd, Ste 700",,Inglewood,CA,90301,,,2024-10-23,1000.00,,Contribution to Non-Federal Committee,011,,Alexander for SJECCD Trustee 2024,,,,,,,,,,,,,,,,,
SB29,C00891440,EB22,,,PAC,"Andrade for Evergreen School Board 2024, Patti",,,,,,4229 Chaboya Ct,,San Jose,CA,95148,,,2024-10-23,1000.00,,Contribution to Non-Federal Committee,011,,"Andrade for Evergreen School Board 2024, Patti",,,,,,,,,,,,,,,,,
SB29,C00891440,EB36,,,PAC,Arnerich for Council 2024,,,,,,33 Cavalry Ct,,Danville,CA,94526,,,2024-11-13,-1000.00,,Void Check,,,Arnerich for Council 2024,,,,,,,,,,,,,,,,,
SB29,C00891440,EB29,,,PAC,"Barousse for Evergreen School Board 2024, Jeremy",,,,,,333 W San Carlos St. Suite 600,,San Jose,CA,95110,,,2024-10-23,1000.00,,Contribution to Non-Federal Committee,011,,"Barousse for Evergreen School Board 2024, Jeremy",,,,,,,,,,,,,,,,,
SB29,C00891440,EB15,,,PAC,"Barrera for Salinas Mayor 2024, Chris",,,,,,405 Cayuga Street,,Salinas,CA,93901,,,2024-10-23,5500.00,,Contribution to Non-Federal Committee,011,,"Barrera for Salinas Mayor 2024, Chris",,,,,,,,,,,,,,,,,
SB29,C00891440,EB32,,,PAC,"Bartlett for Berkeley City Council 2024, Ben",,,,,,"371 Lakeport Blvd., #391",,Martinez,CA,94553,,,2024-10-23,270.00,,Contribution to Non-Federal Committee,011,,"Bartlett for Berkeley City Council 2024, Ben",,,,,,,,,,,,,,,,,
SB29,C00891440,EB7,,,PAC,Bay Area Legislative Leaders PAC,,,,,,248 3rd Street Suite 437,,Oakland,CA,94607,,,2024-10-18,20000.00,,Contribution to Non-Federal Committee,011,,Bay Area Legislative Leaders PAC,,,,,,,,,,,,,,,,,
SB29,C00891440,EB23,,,PAC,"Becker for Council District 6 2024, Re-Elect Anthony",,,,,,2870 Malabar Ave #2,,Santa Clara,CA,95051,,,2024-10-23,660.00,,Contribution to Non-Federal Committee,011,,"Becker for Council District 6 2024, Re-Elect Anthony",,,,,,,,,,,,,,,,,
SB29,C00891440,EB6,,,PAC,California Democratic Party,,,,,,1830 9th Street,,Sacramento,CA,95811,,,2024-10-18,125000.00,,Contribution to Non-Federal Committee,011,,California Democratic Party,,,,,,,,,,,,,,,,,
SB29,C00891440,EB18,,,PAC,"Cortese for ESUHSD Board of Trustees 2024, Pattie",,,,,,10840 Ridgeview Ave,,San Jose,CA,95127,,,2024-10-23,250.00,,Contribution to Non-Federal Committee,011,,"Cortese for ESUHSD Board of Trustees 2024, Pattie",,,,,,,,,,,,,,,,,
SB29,C00891440,EB5,,,PAC,"Cortese for Senate 2024, Dave",,,,,,10840 Ridgeview Ave,,San Jose,CA,95127,,,2024-10-18,5500.00,,Contribution to Non-Federal Committee,011,,"Cortese for Senate 2024, Dave",,,,,,,,,,,,,,,,,
SB29,C00891440,EB26,,,PAC,"Cruz for San Pablo City Council 2024, Committee to Re-Elect Arturo",,,,,,185 West Gate Circle,,San Pablo,CA,94806,,,2024-10-23,1000.00,,Contribution to Non-Federal Committee,011,,"Cruz for San Pablo City Council 2024, Committee to Re-Elect Arturo",,,,,,,,,,,,,,,,,
SB29,C00891440,EB34,,,PAC,"Dickinson for City Council 2024, Roger",,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-10-24,3950.00,,Contribution to Non-Federal Committee,011,,"Dickinson for City Council 2024, Roger",,,,,,,,,,,,,,,,,
SB29,C00891440,EB19,,,PAC,"Garcia for College Board 2024, Hector",,,,,,333 W San Carlos St. Suite 600,,San Jose,CA,95103,,,2024-10-23,900.00,,Contribution to Non-Federal Committee,011,,"Garcia for College Board 2024, Hector",,,,,,,,,,,,,,,,,
