form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00326389,18151974,,,COM,Idaho Democratic Legislative Campaign Committee,,,,,,812 W. Franklin Street,,Boise,ID,83702,,,2024-04-17,500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00326389,18151975,,,COM,Lori McCann Campaign Committee,,,,,,3431 16th Street,,Lewiston,ID,83501,,,2024-04-17,500.00,0.00,"Lori McCann, STATE HOUSE 6th ID",011,,,,McCann,Lori,,ID Rep.,,,,,,,,,,,,"Lori McCann, STATE HOUSE 6th ID"
SB29,C00326389,18151976,,,COM,Bundy for Idaho,,,,,,1735 Castle Way,,Mountain Home,ID,83647,,,2024-04-17,500.00,0.00,"Matthew Bundy, STATE HOUSE 8th ID",011,,,,Bundy,Matthew,,,,,,,,,,,,,,"Matthew Bundy, STATE HOUSE 8th ID"
SB29,C00326389,18151977,,,COM,Blanksma for Idaho,,,,,,595 S Thacker Rd,,Hammett,ID,83627,,,2024-04-17,500.00,0.00,"Megan Blanksma, STATE HOUSE 8th ID",011,,,,Blanksma,Megan,,,,,,,,,,,,,,"Megan Blanksma, STATE HOUSE 8th ID"
SB29,C00326389,18151978,,,COM,Mark Sauter for Idaho,,,,,,205 Cedar Ridge Road,,Sandpoint,ID,83864,,,2024-04-17,500.00,0.00,"Mark Sauter, STATE HOUSE 1st ID",011,,,,Sauter,Mark,,ID Rep.,,,,,,,,,,,,"Mark Sauter, STATE HOUSE 1st ID"
SB29,C00326389,18151979,,,COM,Carl Bjerke 4 Senate,,,,,,2741 South Espinazo Drive,,Coeur D'Alene,ID,83814,,,2024-04-17,500.00,0.00,"Carl Bjerke, STATE SENATE 5th ID",011,,,,Bjerke,Carl,,ID Sen.,,,,,,,,,,,,"Carl Bjerke, STATE SENATE 5th ID"
SB29,C00326389,18151980,,,COM,Schroeder for Idaho,,,,,,300 South 10th East,,Mountain Home,ID,83647,,,2024-04-17,500.00,0.00,"Geoff Schroeder, STATE SENATE 8th ID",011,,,,Schroeder,Geoff,,ID Sen.,,,,,,,,,,,,"Geoff Schroeder, STATE SENATE 8th ID"
SB29,C00326389,18151981,,,COM,Syme for Idaho,,,,,,17498 Allendale Road,,Wilder,ID,83676,,,2024-04-17,500.00,0.00,"Scott Syme, STATE HOUSE 11th ID",011,,,,Syme,Scott,,ID Rep.,,,,,,,,,,,,"Scott Syme, STATE HOUSE 11th ID"
SB29,C00326389,18151982,,,COM,Shirts for Idaho,,,,,,835 Mann Creek Road,,Weiser,ID,83672,,,2024-04-17,500.00,0.00,"John Shirts, STATE HOUSE 9th ID",011,,,,Shirts,John,,,,,,,,,,,,,,"John Shirts, STATE HOUSE 9th ID"
SB29,C00326389,18151983,,,COM,Vote Mike Moyle,,,,,,480 N Plummer Road,,Star,ID,83669,,,2024-04-17,1000.00,0.00,"Mike Moyle, STATE HOUSE 10th ID",011,,,,Moyle,Mike,,,,,,,,,,,,,,"Mike Moyle, STATE HOUSE 10th ID"
