form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00773234,SB21B.4353,,,ORG,Chase,,,,,,PO Box 15123,,Wilmington,DE,19850,O2023,Other,2023-01-04,207.69,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4358,,,ORG,Chase,,,,,,PO Box 15123,,Wilmington,DE,19850,O2023,Other,2023-02-06,2130.28,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4358.1,SB21B.4358,SB21B,ORG,Tosca,,,,,,1112 F St NW,,Washington,DC,20004,,,2022-12-22,309.70,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4358.2,SB21B.4358,SB21B,ORG,MPix,,,,,,610 E Jefferson,,Pittsburg,KS,66762,,,2023-01-04,349.56,,Gifts: Luggage Tags,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4358.6,SB21B.4358,SB21B,ORG,Nobu,,,,,,2525 M St NW,,Washington,DC,20037,,,2023-01-06,367.94,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4358.7,SB21B.4358,SB21B,ORG,Bourbon Steak,,,,,,2800 Pennsylvania Ave NW,,Washington,DC,20007,,,2023-01-06,671.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4362,,,ORG,Chase,,,,,,PO Box 15123,,Wilmington,DE,19850,O2023,Other,2023-03-07,4518.15,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4362.0,SB21B.4362,SB21B,ORG,American Airlines,,,,,,PO Box 619616,,DFW Airport,TX,75261,,,2023-02-01,3124.50,,Airfare,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4362.2,SB21B.4362,SB21B,ORG,Trattoria Alberto,,,,,,506 8th St SE,,Washington,DC,20003,,,2023-01-31,1034.50,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4362.3,SB21B.4362,SB21B,ORG,New Congressional Liquor & Deli,,,,,,404 1st St SE,,Washington,DC,20003,,,2023-01-25,339.32,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4367,,,ORG,Chase,,,,,,PO Box 15123,,Wilmington,DE,19850,O2023,Other,2023-04-06,1230.00,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4367.0,SB21B.4367,SB21B,ORG,Mi Vida,,,,,,98 District Square SW,,Washington,DC,20024,O2023,Other,2023-03-09,320.76,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4367.1,SB21B.4367,SB21B,ORG,Mi Vida,,,,,,98 District Square SW,,Washington,DC,20024,O2023,Other,2023-03-10,240.24,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4367.2,SB21B.4367,SB21B,ORG,Del Mar,,,,,,791 Wharf St SW,,Washington,DC,20024,O2023,Other,2023-03-22,224.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4367.3,SB21B.4367,SB21B,ORG,Jaleo,,,,,,480 7th St NW,,Washington,DC,20004,O2023,Other,2023-03-30,445.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4389,,,ORG,Chase,,,,,,PO Box 15123,,Wilmington,DE,19850,O2023,Other,2023-05-03,41.83,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4394,,,ORG,Chase,,,,,,PO Box 15123,,Wilmington,DE,19850,O2023,Other,2023-06-20,2696.24,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4394.1,SB21B.4394,SB21B,ORG,New Congressional Liquor & Deli,,,,,,404 1st St SE,,Washington,DC,20003,O2023,Other,2023-05-23,73.59,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4394.2,SB21B.4394,SB21B,ORG,New Congressional Liquor & Deli,,,,,,404 1st St SE,,Washington,DC,20003,O2023,Other,2023-05-30,233.65,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4394.3,SB21B.4394,SB21B,ORG,Half Smoke,,,,,,651 Florida Ave NW,#7,Washington,DC,20001,O2023,Other,2023-05-31,266.13,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4394.4,SB21B.4394,SB21B,ORG,Live-K,,,,,,730 Maine Ave SW,,Washington,DC,20024,O2023,Other,2023-06-01,2071.67,,Event Venue Rental/Catering,,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4363,,,ORG,Citibusiness Card,,,,,,PO Box 9001037,,Louisville,KY,40290,O2023,Other,2023-04-05,3116.00,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4363.0,SB21B.4363,SB21B,ORG,United Airlines,,,,,,233 S Wacker Dr,,Chicago,IL,60606,O2023,Other,2023-02-16,3116.00,,Airfare,002,,,,,,,,,,,,,,,,,,X,
SB21B,C00773234,SB21B.4386,,,ORG,International Conservation Caucus Foundation,,,,,,1200 Potomac St NW,,Washington,DC,20007,O2023,Other,2023-05-01,8062.00,,Travel,002,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4351,,,ORG,Les Williamson LLC,,,,,,1305 W 11th St,#213,Houston,TX,77008,O2023,Other,2023-01-03,525.00,,Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4359,,,ORG,Les Williamson LLC,,,,,,1305 W 11th St,#213,Houston,TX,77008,O2023,Other,2023-02-07,302.99,,Compliance Consulting/Tax Filing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00773234,SB21B.4360,,,ORG,Les Williamson LLC,,,,,,1305 W 11th St,#213,Houston,TX,77008,O2023,Other,2023-03-01,150.00,,Compliance Consulting,001,,,,,,,,,,,,,,,,,,,
