form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00834226,500085329,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-02,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085331,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-16,2.58,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085333,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-23,21.93,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085458,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-06,977.63,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085792,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-13,1787.59,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085793,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-27,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085914,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-03,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085915,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-10,633.39,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086194,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-17,348.61,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086813,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-24,562.89,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086815,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-30,1256.52,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086817,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-01,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086819,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-08,87.31,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086820,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-15,1033.15,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087133,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-22,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087655,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-05,2.38,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087656,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-12,634.58,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087657,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-19,494.55,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087987,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-30,0.20,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087988,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-03,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087989,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-10,83.27,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500088160,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-17,1852.42,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500088390,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-24,4173.18,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500088391,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-12-31,533.45,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085334,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2023-07-26,55.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085794,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2023-08-25,70.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086814,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2023-09-27,55.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087134,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2023-10-27,105.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087990,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2023-11-29,105.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500088392,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Ste 1450,Washington,DC,200061281,,,2023-12-29,70.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085332,,,ORG,Blue Wave Political Partners LLC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,,,2023-07-17,5249.80,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087992,,,ORG,Blue Wave Political Partners LLC,,,,,,401 2Nd Ave S,Ste 303,Seattle,WA,981042862,,,2023-12-08,2841.55,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086195,,,ORG,"Continental Cafe, LLC",,,,,,35710 Mound Rd,,Sterling Heights,MI,483104726,,,2023-09-14,6080.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,4609270I,4609270,SA11C,PAC,LEAGUE OF CONSERVATION VOTERS ACTION FUND,,,,,,740 15Th St NW,Ste 700,Washington,DC,200051036,,,2023-11-09,50.00,0.00,Fundraising Services,,C00252940,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00834226,500085330,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2023-07-07,100.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085457,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2023-08-02,100.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500085916,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2023-09-05,100.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500086818,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2023-10-02,100.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087658,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2023-11-06,100.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00834226,500087991,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2023-12-05,100.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
