form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00097485,87431234,,,COM,Citizens to Elect Luke Meerman for State House,,,,,,PO Box 44,,Lamont,MI,49430,,,2023-06-16,250.00,0.00,"Luke Meerman, STATE HOUSE 89th MI",011,,,,Meerman,Luke,,MI Rep.,,,,,,,,,,,,"Luke Meerman, STATE HOUSE 89th MI"
SB29,C00097485,87431235,,,COM,Hertel for Michigan,,,,,,22848 Poplar Beach Drive,,St. Clair Shores,MI,48081,,,2023-06-16,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00097485,87431236,,,COM,JMR All Star PAC,,,,,,2707 Frederick Ave,,Kalamazoo,MI,49008,,,2023-06-16,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00097485,87431237,,,COM,Friends of Peter Schweyer,,,,,,PO Box 4364,,Allentown,PA,181054364,,,2023-06-16,500.00,0.00,"Peter Schweyer, STATE HOUSE 134th PA",011,,,,Schweyer,Peter,,PA Rep.,,,,,,,,,,,,"Peter Schweyer, STATE HOUSE 134th PA"
SB29,C00097485,87431238,,,COM,Greg Scott PAC,,,,,,PO Box 376,,Norristown,PA,194040376,,,2023-06-16,500.00,0.00,"Greg Scott, STATE HOUSE 54th PA",011,,,,Scott,Greg,,PA Rep.,,,,,,,,,,,,"Greg Scott, STATE HOUSE 54th PA"
SB29,C00097485,87431239,,,COM,Friends of Arvind Venkat,,,,,,10675 Perry Hwy #489,,Wexford,PA,15090,,,2023-06-16,500.00,0.00,"Arvind Venkat, STATE HOUSE 30th PA",011,,,,Venkat,Arvind,,PA Rep.,,,,,,,,,,,,"Arvind Venkat, STATE HOUSE 30th PA"
SB29,C00097485,87431240,,,COM,Friends of Greg Rothman,,,,,,PO Box 1471,,Camp Hill,PA,17001,,,2023-06-16,1000.00,0.00,"William Rothman, STATE SENATE 34th PA",011,,,,Rothman,William,Gregory,PA Sen.,,,,,,,,,,,,"William Rothman, STATE SENATE 34th PA"
SB29,C00097485,87431241,,,COM,Friends of Nick Miller,,,,,,PO Box 1799,,Allentown,PA,181051799,,,2023-06-16,500.00,0.00,"Nick Miller, STATE SENATE 14th PA",011,,,,Miller,Nick,,PA Sen.,,,,,,,,,,,,"Nick Miller, STATE SENATE 14th PA"
SB29,C00097485,87431242,,,COM,Supporters of Dave Zimmerman,,,,,,PO Box 232,,East Earl,PA,17519,,,2023-06-16,500.00,0.00,"David Zimmerman, STATE HOUSE 99th PA",011,,,,Zimmerman,David,H.,PA Rep.,,,,,,,,,,,,"David Zimmerman, STATE HOUSE 99th PA"
SB29,C00097485,87431243,,,COM,Tim Briggs for State Representative,,,,,,PO Box 62193,,King of Prussia,PA,19406,,,2023-06-16,1000.00,0.00,"Timothy Briggs, STATE HOUSE 149th PA",011,,,,Briggs,Timothy,,PA Rep.,,,,,,,,,,,,"Timothy Briggs, STATE HOUSE 149th PA"
