form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00101105,CE8896BBFD067000AF6,,,CCM,Ciscomani For Congress,,,,,,PO Box 35103,,Tucson,AZ,857405103,G2024,,2024-10-21,1000.00,,2024 General,011,C00786194,,H2AZ02360,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,
SB23,C00101105,07F0ECB1DDD84665AC5,,,CCM,Deb Fischer For US Senate,,,,,,"5555 SOUTH ST, STE. 200",,LINCOLN,NE,68506,G2024,,2024-10-21,1500.00,,2024 General,011,C00498907,,S2NE00094,Fischer,Debra,S.,,,S,NE,,,,,,,,,
SB23,C00101105,7FF122DC8467D28D128,,,CCM,Dobson For Congress,,,,,,PO Box 6051,,Montgomery,AL,36106,G2024,,2024-10-21,500.00,,2024 General,011,C00855494,,H4AL02220,Dobson,Caroleene,,,,H,AL,02,,,,,,,,
SB23,C00101105,103B9993E53BE72AB29,,,CCM,Esposito For Congress,,,,,,PO Box 622,,Goshen,NY,10924,G2024,,2024-10-21,1000.00,,2024 General,011,C00852889,,H4NY18117,Esposito,Alison,,,,H,NY,18,,,,,,,,
SB23,C00101105,F9EE0D1068DA20F2529,,,CCM,Friends Of David Schweikert,,,,,,8175 E Evans Rd,Unit 13176,Scottsdale,AZ,85267,G2024,,2024-10-21,1000.00,,2024 General,011,C00540617,,H4AZ06045,Schweikert,David,,,,H,AZ,01,,,,,,,,
SB23,C00101105,ED241B853C8A696A1DD,,,CCM,George Logan For Congress,,,,,,26 Catoonah St,Unit 72,Ridgefield,CT,06877,G2024,,2024-10-21,1000.00,,2024 General,011,C00784926,,H2CT05222,Logan,George,S.,,,H,CT,05,,,,,,,,
SB23,C00101105,ECCB9354C3029B4DFD8,,,CCM,Iowans For Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,G2024,,2024-10-21,1000.00,,2024 General,011,C00784389,,H2IA03119,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00101105,BF1F8BA2E2C0D8CAAA3,,,CCM,Jeff Hurd For Congress,,,,,,2695 Patterson Rd,Ste 2,Grand Junction,CO,81506,G2024,,2024-10-21,1000.00,,2024 General,011,C00848333,,H4CO03357,Hurd,Jeff,,,,H,CO,03,,,,,,,,
SB23,C00101105,5DB5F7CF464D226DDA7,,,CCM,Joe Teirab For Congress,,,,,,PO Box 1894,,Burnsville,MN,55337,G2024,,2024-10-21,500.00,,2024 General,011,C00853929,,H4MN02177,Teirab,Joe,,,,H,MN,02,,,,,,,,
SB23,C00101105,A7649CB89D5336E7E04,,,CCM,Kean For Congress Inc,,,,,,PO Box 999,,Edison,NJ,08818,G2024,,2024-10-21,1000.00,,2024 General,011,C00703058,,H0NJ07261,Kean,Thomas,H.,,Jr.,H,NJ,07,,,,,,,,
