form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00140855,86903257,,,COM,Aument for Senate,,,,,,PO Box 412,,Harrisburg,PA,17108,,,2023-02-07,1500.00,0.00,"Ryan Aument, STATE SENATE 36th PA",011,,,,Aument,Ryan,,,,,,,,,,,,,,"Ryan Aument, STATE SENATE 36th PA"
SB29,C00140855,86903260,,,COM,Friends of Mike Oliverio,,,,,,PO Box 4654,,Morgantown,WV,26505,,,2023-02-07,1500.00,0.00,"Michael Oliverio, STATE SENATE 13th WV",011,,,,Oliverio,Michael,,,,,,,,,,,,,,"Michael Oliverio, STATE SENATE 13th WV"
SB29,C00140855,86903520,,,COM,Gaydos for PA,,,,,,PO Box 81,,Hershey,PA,17033,,,2023-02-07,500.00,0.00,"Valerie Gaydos, STATE HOUSE 44th PA",011,,,,Gaydos,Valerie,,PA Rep.,,,,,,,,,,,,"Valerie Gaydos, STATE HOUSE 44th PA"
SB29,C00140855,86903524,,,COM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,,,2023-02-07,1000.00,0.00,"Matthew Bradford, STATE HOUSE 70th PA",011,,,,Bradford,Matthew,,PA Rep.,,,,,,,,,,,,"Matthew Bradford, STATE HOUSE 70th PA"
SB29,C00140855,86903589,,,COM,Friends of Bryan Cutler,,,,,,P.O. Box 412,,Harrisburg,PA,17108,,,2023-02-07,2500.00,0.00,"Bryan Cutler, STATE HOUSE 100th PA",011,,,,Cutler,Bryan,,PA Rep.,,,,,,,,,,,,"Bryan Cutler, STATE HOUSE 100th PA"
SB29,C00140855,86903641,,,COM,Citizens for Joshua Kail,,,,,,PO Box 94,,Beaver,PA,15009,,,2023-02-07,1000.00,0.00,"Joshua Kail, STATE HOUSE 15th PA",011,,,,Kail,Joshua,,PA Rep.,,,,,,,,,,,,"Joshua Kail, STATE HOUSE 15th PA"
SB29,C00140855,86903692,,,COM,Mike Regan for Senate,,,,,,P.O. Box 624,,Harrisburg,PA,17108,,,2023-02-07,500.00,0.00,"Mike Regan, STATE SENATE  PA",011,,,,Regan,Mike,,,,,,,,,,,,,,"Mike Regan, STATE SENATE  PA"
SB29,C00140855,86955712,,,COM,ChamberPAC,,,,,,417 Walnut Street,,Harrisburg,PA,17101,,,2023-02-15,1000.00,0.00,Annual Contribution,011,,,,,,,,,,,,,,,,,,,Annual Contribution
SB29,C00140855,86955713,,,COM,Camera for Senate,,,,,,PO Box 412,,Harrisburg,PA,17109,,,2023-02-15,1000.00,0.00,"Camera Bartolotta, STATE SENATE 46th PA",011,,,,Bartolotta,Camera,,PA Sen.,,,,,,,,,,,,"Camera Bartolotta, STATE SENATE 46th PA"
SB29,C00140855,86955714,,,COM,Friends of Kim Ward,,,,,,PO Box 132,"c/o Senator Kim Ward, Sporting Cla",Rockwood,PA,15557,,,2023-02-15,5000.00,0.00,"Kim Ward, STATE SENATE 39th PA",011,,,,Ward,Kim,,PA Sen.,,,,,,,,,,,,"Kim Ward, STATE SENATE 39th PA"
SB29,C00140855,86955715,,,COM,Citizens for Mackenzie,,,,,,3620 Lincoln Ave.,,Allentown,PA,18103,,,2023-02-15,500.00,0.00,"Ryan Mackenzie, STATE HOUSE 134th PA",011,,,,Mackenzie,Ryan,,PA Rep.,,,,,,,,,,,,"Ryan Mackenzie, STATE HOUSE 134th PA"
SB29,C00140855,86955716,,,COM,Friends of Michael Schlossberg,,,,,,PO Box 11466,,Harrisburg,PA,17108,,,2023-02-15,500.00,0.00,"Michael Schlossberg, STATE HOUSE  PA",011,,,,Schlossberg,Michael,,,,,,,,,,,,,,"Michael Schlossberg, STATE HOUSE  PA"
SB29,C00140855,87027888,,,COM,Friends of Tim O'Neal,,,,,,4075 Linglestown Road,PMB 119,Harrisburg,PA,17112,,,2023-02-28,500.00,0.00,"Timothy O'Neal, STATE HOUSE 48th PA",011,,,,O'Neal,Timothy,,PA Rep.,,,,,,,,,,,,"Timothy O'Neal, STATE HOUSE 48th PA"
SB29,C00140855,87027892,,,COM,Friends of Cris Dush,,,,,,PO Box 545,,Harrisburg,PA,17108,,,2023-02-28,500.00,0.00,,011,,,,Dush,Chris,,,,,,,,,,,,,,
SB29,C00140855,87027893,,,COM,Friend of Paul Takac,,,,,,PO Box 1142,,Lemont,PA,16851,,,2023-02-28,300.00,0.00,"Paul Takac, STATE HOUSE 82nd PA",011,,,,Takac,Paul,,,,,,,,,,,,,,"Paul Takac, STATE HOUSE 82nd PA"
