form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00483693,500121821,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,O2024,Special General,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H6NY03247,SUOZZI,THOMAS,,,,H,03,NY,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121822,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H2AZ07070,GRIJALVA,RAUL M,,,,H,07,AZ,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121823,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H8AZ09040,STANTON,GREG,,,,H,04,AZ,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121824,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H8CA05035,PELOSI,NANCY,,,,H,11,CA,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121825,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H8CA34266,GOMEZ,JIMMY,,,,H,34,CA,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121826,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H2CA39078,SANCHEZ,LINDA,,,,H,38,CA,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121827,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H2CA47188,GARCIA,ROBERT,,,,H,42,CA,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121828,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H8MI11254,STEVENS,HALEY,,,,H,11,MI,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121829,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H2MI13204,THANEDAR,SHRI,,,,H,13,MI,Frazier,Adrienne,,,,2024-02-15,
SE,C00483693,500121830,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,P2024,,2024-01-02,10.00,2024-01-02,10.00,Website Endorsement,011,,S,H8MO01143,BUSH,CORI,,,,H,01,MO,Frazier,Adrienne,,,,2024-02-15,
