form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00673715,SB21B.4239,,,ORG,Anedot,,,,,,1340 Poydras Street Suite,Suiute 1770,New Orleans,LA,70112,,,2023-05-16,1290.90,,credit card processing fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00673715,SB21B.4231,,,ORG,Credit Card Services,,,,,,P.O. Box 2711,,Omaha,NE,68103,,,2023-05-15,5645.86,,jfc travel/meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00673715,SB21B.4231.0,SB21B.4231,SB21B,ORG,American Airlines,,,,,,P.O. Box 619616,,D/FW Airport,TX,75261,,,2023-05-15,2993.06,,jfc travel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4231.3,SB21B.4231,SB21B,ORG,JW Marriott Chicago,,,,,,151 W. Adams Street,,Chicago,IL,60603,,,2023-05-15,1414.93,,jfc travel/meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4231.4,SB21B.4231,SB21B,ORG,JW Marriott Washington,,,,,,1331 Pennsylvania Avenue NW,,Washington,DC,20004,,,2023-05-15,647.00,,jfc travel/meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4231.5,SB21B.4231,SB21B,ORG,Bistro Bis,,,,,,15 E Street NW,,Washington,DC,20001,,,2023-05-15,235.53,,jfc meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4256,,,ORG,Credit Card Services,,,,,,P.O. Box 2711,,Omaha,NE,68103,,,2023-06-12,4297.89,,jfc travel/meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00673715,SB21B.4256.0,SB21B.4256,SB21B,ORG,American Airlines,,,,,,P.O. Box 619616,,D/FW Airport,TX,75261,,,2023-06-12,591.81,,jfc travel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4256.1,SB21B.4256,SB21B,ORG,Hotel Yountville,,,,,,6462 Washington Street,,Yountville,CA,94599,,,2023-06-12,2182.36,,jfc travel/meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4256.2,SB21B.4256,SB21B,ORG,Truluck's,,,,,,700 K Street NW,,Washington,DC,20001,,,2023-06-12,282.47,,jfc meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4256.3,SB21B.4256,SB21B,ORG,JW Marriott Washington,,,,,,1331 Pennsylvania Avenue NW,,Washington,DC,20004,,,2023-06-12,386.72,,jfc travel/meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4256.4,SB21B.4256,SB21B,ORG,Bistro Bis,,,,,,15 E Street NW,,Washington,DC,20001,,,2023-06-12,221.71,,jfc meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4256.5,SB21B.4256,SB21B,ORG,Delta Airlines,,,,,,P.O. Box 20980,Department 980,Atlanta,GA,30320,,,2023-06-12,338.90,,jfc travel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4209,,,ORG,"Integrated Campaign Solutions, LLC",,,,,,526 Daroco Avenue,,Coral Gables,FL,33146,,,2023-05-01,12500.00,,jfc fundaising consulting fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00673715,SB21B.4271,,,ORG,"Integrated Campaign Solutions, LLC",,,,,,526 Daroco Avenue,,Coral Gables,FL,33146,,,2023-06-20,5646.90,,jfc travel/meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00673715,SB21B.4271.0,SB21B.4271,SB21B,ORG,The Circle,,,,,,1 S. County Road,,Palm Beach,FL,33480,,,2023-06-20,554.80,,jfc meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4271.1,SB21B.4271,SB21B,ORG,Uber,,,,,,1455 Market Street,Suite 400,San Francisco,CA,94103,,,2023-06-20,370.91,,jfc travel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4271.2,SB21B.4271,SB21B,ORG,Gibsons Bar & Steakhouse,,,,,,2105 Spring Road,,Oak Brook,IL,60523,,,2023-06-20,633.17,,jfc meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4271.3,SB21B.4271,SB21B,ORG,JW Marriott Chicago,,,,,,151 W. Adams Street,,Chicago,IL,60603,,,2023-06-20,539.88,,jfc travel/meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4271.4,SB21B.4271,SB21B,ORG,American Airlines,,,,,,P.O. Box 619616,,D/FW Airport,TX,75261,,,2023-06-20,591.81,,jfc travel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4271.5,SB21B.4271,SB21B,ORG,Four Seasons Palm Beach,,,,,,2800 S. Ocean Boulevard,,Palm Beach,FL,33480,,,2023-06-20,51.87,,jfc meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4271.6,SB21B.4271,SB21B,ORG,Tideline Ocean Resort,,,,,,2842 S. Ocean Boulevard,,Palm Beach,FL,33480,,,2023-06-20,2620.00,,jfc travel/meals,,,,,,,,,,,,,,,,,,,X,
SB21B,C00673715,SB21B.4290,,,ORG,John Marshall Bank,,,,,,1401 H Street NW,Suite 702,Washington,DC,20005,,,2023-06-29,36.00,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00673715,SB21B.4297,,,ORG,John Marshall Bank,,,,,,1401 H Street NW,Suite 702,Washington,DC,20005,,,2023-06-30,24.00,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00673715,SB21B.4251,,,ORG,Rizzo Dukes Group,,,,,,4 Cooper Court,,Bluffton,SC,29910,,,2023-06-12,1500.00,,jfc fundraising consulting fee,,,,,,,,,,,,,,,,,,,,
