form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00247403,SB23.62392,,,CCM,ANGUS KING FOR US SENATE CAMPAIGN,,,,,,135 MAINE STREET,PO BOX 368,BRUNSWICK,ME,04011,,,2024-06-24,3300.00,,Earmarked Donations,,C00516047,ANGUS KING FOR US SENATE CAMPAIGN,,,,,,,S,ME,00,,,,,,,,
SB23,C00247403,SB23.62405,,,CCM,Bell for Missouri,,,,,,PO Box 1906691,,St Louis,MO,63119,,,2024-06-27,3300.00,,Earmarked Donations,,C00842336,Bell for Missouri,,,,,,,H,MO,01,,,,,,,,
SB23,C00247403,SB23.62388,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,,,2024-06-24,24750.00,,Earmarked Donations,,C00806307,BRANDON FOR CONGRESS NY22,,,,,,,H,NY,22,,,,,,,,
SB23,C00247403,SB23.62344,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO BOX 7108,,LEWISTON,ME,04240,,,2024-06-07,14250.00,,Earmarked Donations,,C00653816,COMMITTEE TO ELECT JARED GOLDEN,,,,,,,H,ME,02,,,,,,,,
SB23,C00247403,SB23.62368,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO BOX 7108,,LEWISTON,ME,04240,,,2024-06-21,1180.00,,Earmarked Donations,,C00653816,COMMITTEE TO ELECT JARED GOLDEN,,,,,,,H,ME,02,,,,,,,,
SB23,C00247403,SB23.62361,,,CCM,DAN GOLDMAN FOR NEW YORK,,,,,,PO BOX 3306,,NEW YORK,NY,10008,,,2024-06-21,13802.00,,Earmarked Donations,,C00816660,DAN GOLDMAN FOR NEW YORK,,,,,,,H,NY,10,,,,,,,,
SB23,C00247403,SB23.62399,,,CCM,DAN GOLDMAN FOR NEW YORK,,,,,,PO BOX 3306,,NEW YORK,NY,10008,,,2024-06-27,3300.00,,Earmarked Donations,,C00816660,DAN GOLDMAN FOR NEW YORK,,,,,,,H,NY,10,,,,,,,,
SB23,C00247403,SB23.62312,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,,,2024-06-28,3300.00,,Morris Wolfson conduit donation to Anthony D'Esposito,011,C00809426,DESPOSITO FOR NEW YORK,,,,,,,H,NY,04,,,,,,,X,
SB23,C00247403,SB23.62340,,,CCM,DONALD NORCROSS FOR CONGRESS,,,,,,PO BOX 160,,COLLINGSWOOD,NJ,08108,,,2024-06-07,2000.00,,Earmarked Contributions to Norcross,,C00558320,DONALD NORCROSS FOR CONGRESS,,,,,,,H,NJ,01,,,,,,,,
SB23,C00247403,SB23.62323,,,CCM,EILEEN FOR CONGRESS,,,,,,P.O. BOX 91,,STERLING,VA,20167,,,2024-06-05,1000.00,,Earmarked Contributions to Eileen Filler-Corn,,C00853887,EILEEN FOR CONGRESS,,,,,,,H,VA,10,,,,,,,,
