form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00562777,SB29.8534,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-05-07,1267.18,,Credit Card Processing Fees-Non-Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8535,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-05-14,0.40,,Credit Card Processing Fees-Non-Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8536,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-05-21,3.19,,Credit Card Processing Fees-Non-Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8537,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-05-28,0.80,,Credit Card Processing Fees-Non-Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8538,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-05-31,0.16,,Credit Card Processing Fees-Non-Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8565,,,CCM,Albert for Oak Cliff,,,,,,105 S Bishop Ave,Apt 2523,Dallas,TX,75208,P2023,,2023-05-03,500.00,,Contribution from Contribution Account,011,,Albert for Oak Cliff,,,,,,,,TX,01,,,,,,,,
SB29,C00562777,SB29.8582,,,ORG,Apollo Artistry,,,,,,1165 N Clark St,Ste 700,Chicago,IL,60610,,,2023-05-19,1000.00,,Website Design,004,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8611,,,ORG,Capital One N.A.,,,,,,1200 F Street NW,,Washington,DC,20004,,,2023-05-30,40.00,,Bank Fee For Returned Contribution-Non-Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8589,,,CCM,Elizabeth Guzman for VA,,,,,,4982 Landover Ct,,Woodbridge,VA,22193,,,2023-05-26,1000.00,,Contribution-Non-Contribution Account,011,,Elizabeth Guzman for VA,,,,,,,S,VA,,,,,,,,,
SB29,C00562777,SB29.8601,,,COM,Friends of Andres for Supervisor,,,,,,3119 Juniper Lane,,Falls Church,VA,22044,P2023,,2023-05-30,500.00,,Contribution-Non-Contribution Account,011,,Friends of Andres for Supervisor,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8603,,,COM,Friends of Jonathon Dromgoole,,,,,,3118 Washington DC,101201,Arlington,VA,22210,P2023,,2023-05-30,500.00,,Contribution-Non-Contribution Account,011,,Friends of Jonathon Dromgoole,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8591,,,COM,Hala For State Senate,,,,,,2896 Burgundy Pl,,Woodbridge,VA,22192,P2023,,2023-05-26,1000.00,,Contribution-Non-Contribution Account,011,,Hala For State Senate,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8578,,,ORG,Herrera Arellano LLP,,,,,,530 E. McDowell Road # 107,,Phoenix,AZ,85004,,,2023-05-10,3887.50,,Legal Services-Non-Contribution Account,001,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8559,,,CCM,Marina Alderete Gavito,,,,,,1931 W French Pl,,San Antonio,TX,78201,P2023,,2023-05-02,500.00,,Contribution from Contribution Account,011,,Marina Alderete Gavito,,,,,,,,TX,07,,,,,,,,
SB29,C00562777,SB29.8595,,,COM,Marty For Delegate,,,,,,704 Bellview Ct NE,,Leesburg,VA,20176,P2023,,2023-05-30,1000.00,,Contribution-Non-Contribution Account,011,,Marty For Delegate,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8557,,,CCM,Melissa Cabello Havrda,,,,,,8518 Vortsa Ledge,,San Antonio,TX,78251,P2023,,2023-05-02,500.00,,Contribution from Contribution Account,011,,Melissa Cabello Havrda,,,,,,,,TX,06,,,,,,,,
SB29,C00562777,SB29.8598,,,COM,Phil For VA,,,,,,787 W Ocean Ave,,Norfolk,VA,23503,P2023,,2023-05-30,1000.00,,Contribution-Non-Contribution Account,011,,Phil For VA,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8555,,,COM,Phyllis Viagran,,,,,,4219 S Flores St,,San Antonio,TX,78214,P2023,,2023-05-02,500.00,,Contribution from Contribution Account,011,,Phyllis Viagran,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8575,,,ORG,The Money Wheel LLC,,,,,,1325 W Holly St,,Phoenix,AZ,85007,,,2023-05-01,2500.00,,Compliance & Accounting Services-Non-Contribution Account,001,,,,,,,,,,,,,,,,,,,
