form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035204,17526962,,,CCM,Tim Sheehy For Montana,,,,,,P.O. Box 6456,,Helena,MT,59604,P2024,,2024-11-04,-2500.00,0.00,,011,C00844159,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,Mr.,,S,MT,,,,,,,,X,Re-designation on 11/04/2024
SB23,C00035204,20258486,,,CCM,Mike Flood for Congress,,,,,,P.O. Box 81041,,Lincoln,NE,68501,G2024,,2024-10-17,1000.00,0.00,"Event - Oct 20, 2024",011,C00801241,Mike Flood for Congress,,Flood,Mike,,,,H,NE,01,,,,,,,,"Event - Oct 20, 2024"
SB23,C00035204,20258487,,,CCM,Lori Chavez-Deremer For Congress,,,,,,13203 Se 172nd Ave,Ste 166 #399,Happy Valley,OR,97086,G2024,,2024-10-17,2000.00,0.00,"Event - Oct 23, 2024",011,C00784520,Lori Chavez-Deremer For Congress,H2OR05209,Chavez-DeRemer,Lori,,Rep.,,H,OR,05,,,,,,,,"Event - Oct 23, 2024"
SB23,C00035204,20258488,,,CCM,Brian Jack For Congress,,,,,,225 Market Place Connector,Num 1055,Peachtree City,GA,30269,G2024,,2024-10-17,1000.00,0.00,2024 Event,011,C00872473,Brian Jack For Congress,H4GA03126,Jack,Brian,,Mr.,,H,GA,03,,,,,,,,2024 Event
SB23,C00035204,20271459,,,CCM,Tim Sheehy For Montana,,,,,,P.O. Box 6456,,Helena,MT,59604,G2024,,2024-10-22,2500.00,0.00,2024 Event,011,C00844159,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,Mr.,,S,MT,,,,,,,,,2024 Event
SB23,C00035204,20271465,,,CCM,Sheri Biggs For Congress,,,,,,PO Box 2685,,Anderson,SC,29622,G2024,,2024-10-22,1000.00,0.00,"Event - Oct 29, 2024",011,C00866426,Sheri Biggs For Congress,H4SC01313,Biggs,Sheri,,Ms.,,H,SC,03,,,,,,,,"Event - Oct 29, 2024"
SB23,C00035204,20513644,,,CCM,Deb Fischer For Us Senate Inc,,,,,,5555 South St.,,Lincoln,NE,68506,G2024,,2024-10-23,2500.00,0.00,2024 Event,011,C00498907,Deb Fischer For Us Senate Inc,S2NE00094,Fischer,Deb,,Sen.,,S,NE,,,,,,,,,2024 Event
SB23,C00035204,20619393,,,CCM,Larson For Congress,,,,,,PO Box 479,,Glastonbury,CT,06033,G2024,,2024-10-24,1500.00,0.00,Event 2024,011,C00330142,Larson For Congress,H8CT01046,Larson,John,B.,Rep.,,H,CT,01,,,,,,,,Event 2024
SB23,C00035204,20619863,,,CCM,Courtney For Congress,,,,,,PO Box 1372,,Vernon,CT,06066,G2024,,2024-10-24,1500.00,0.00,Event 2024,011,C00410233,Courtney For Congress,H2CT02112,Courtney,Joseph,D.,Rep.,,H,CT,02,,,,,,,,Event 2024
SB23,C00035204,22661505,,,COM,Sheehy Victory Committee,,,,,,"228 S Washington Street, Suite 115",,Alexandria,VA,22314,,,2024-11-01,5000.00,0.00,2024 Event,011,,,,,,,,,,,,,,,,,,,2024 Event
SB23,C00035204,22661937,,,CCM,Tim Sheehy For Montana,,,,,,P.O. Box 6456,,Helena,MT,59604,G2024,,2024-11-04,-2500.00,0.00,Void - Tim Sheehy For Montana,011,C00844159,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,Mr.,,S,MT,,,,,,,,,Void - Tim Sheehy For Montana
SB23,C00035204,22661938,,,CCM,Tim Sheehy For Montana,,,,,,P.O. Box 6456,,Helena,MT,59604,P2024,,2024-04-26,2500.00,0.00,2024 Event Funds Reported On <Enter Report Name Here>,011,C00844159,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,Mr.,,S,MT,,,,,,,,X,2024 Event Funds Reported On <Enter Report Name Here>
SB23,C00035204,22661939,,,CCM,Tim Sheehy For Montana,,,,,,P.O. Box 6456,,Helena,MT,59604,G2024,,2024-11-04,2500.00,0.00,2024 Event Re-designated funds for trans. dated 4/26/2024,011,C00844159,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,Mr.,,S,MT,,,,,,,,X,2024 Event Re-designated funds for trans. dated 4/26/2024
SB23,C00035204,22951229,,,COM,ARKPAC,,,,,,P.O. Box 1672,,Alexandria,VA,22313,,,2024-11-08,1000.00,0.00,"Event - Nov 20, 2024",011,,,,,,,,,,,,,,,,,,,"Event - Nov 20, 2024"
SB23,C00035204,22965034,,,PAC,Defending America's Values Everywhere PAC,,,,,,P.O. Box 30844,,Bethesda,MD,20824,,,2024-11-13,1000.00,0.00,"Event - Nov 20, 2024",011,C00497594,,,,,,,,,,,,,,,,,,"Event - Nov 20, 2024"
SB23,C00035204,22965038,,,PAC,Common Values PAC,,,,,,"901 N Washington Street, Suite 700",,Alexandria,VA,22314,,,2024-11-13,1000.00,0.00,"Event - Nov 20, 2024",011,C00442368,,,,,,,,,,,,,,,,,,"Event - Nov 20, 2024"
