form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00000729,DB21b.2776,,,ORG,"ARISTOTLE, INC.",,,,,,"205 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-07-31,86.46,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2795,,,ORG,"ARISTOTLE, INC.",,,,,,"205 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-08-31,19.80,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2893,,,ORG,"ARISTOTLE, INC.",,,,,,"205 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-09-30,25.00,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2894,,,ORG,"ARISTOTLE, INC.",,,,,,"205 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-10-31,25.00,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2774,,,ORG,CITIBANK 1,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-07-31,3.60,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2895,,,ORG,CITIBANK 1,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-09-30,1071.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2896,,,ORG,CITIBANK 1,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-10-31,357.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2902,,,ORG,CITIBANK 1,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-11-30,68.00,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2937,,,ORG,CITIBANK 1,,,,,,1500 Vermont Ave NW,,Washington,DC,20005,,,2023-12-31,943.55,0.00,Bank Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2775,,,ORG,STRIPE,,,,,,354 Oyster Point Blvd.,,South San Francisco,CA,94080,,,2023-07-31,1583.95,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2797,,,ORG,STRIPE,,,,,,354 Oyster Point Blvd.,,South San Francisco,CA,94080,,,2023-08-31,834.30,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2897,,,ORG,STRIPE,,,,,,354 Oyster Point Blvd.,,South San Francisco,CA,94080,,,2023-09-30,731.20,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2899,,,ORG,STRIPE,,,,,,354 Oyster Point Blvd.,,South San Francisco,CA,94080,,,2023-10-31,6278.02,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2922,,,ORG,STRIPE,,,,,,354 Oyster Point Blvd.,,South San Francisco,CA,94080,,,2023-11-30,54.73,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
SB21b,C00000729,DB21b.2938,,,ORG,STRIPE,,,,,,354 Oyster Point Blvd.,,South San Francisco,CA,94080,,,2023-12-31,44.40,0.00,Transaction Fees,001,,,,,,,,,,,,,,,,,,,
