form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00709691,B99C594E2086B412F868,,,ORG,"CAMPAIGN FUNDING DIRECT, INC",,,,,,10382 MAIN STREET,,FAIRFAX,VA,220302412,,,2024-10-07,6349.14,,FUNDRAISING MAIL FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B34C2C5317E8349118B8,,,ORG,CP DIRECT,,,,,,4600A BOSTON WAY,,LANHAM,MD,207064858,,,2024-10-14,28743.59,,PRINTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,BA80CDD97109F4FCF8CB,,,ORG,DELANOYE STRATEGIES LLC,,,,,,"1407 GREEN AVENUE, #257",,ORANGE,TX,77630,,,2024-10-01,2770.00,,PR SERVICES,,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B2EC2928249094E0E8F1,,,ORG,DONORBUREAU,,,,,,1900 N CULPEPER ST,,ARLINGTON,VA,222072003,,,2024-10-16,24.50,,ONLINE FUNDRAISING FEES,,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B901C1894AFBC46A8BE0,,,ORG,DROPBOX,,,,,,185 BERRY ST.,400,SAN FRANCISCO,CA,941075705,,,2024-10-04,144.00,,OFFICE SUBSCRIPTION,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B6952D421ED6F4775902,,,ORG,DROPBOX,,,,,,185 BERRY ST.,400,SAN FRANCISCO,CA,941075705,,,2024-10-10,141.04,,OFFICE SUBSCRIPTION,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B7293B5DF4F14427694D,,,ORG,ECG DATA CENTER,,,,,,1420 SPRING HILL ROAD,,MCLEAN,VA,22102,,,2024-10-07,2656.06,,FUNDRAISING MAIL FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B92540DAE82B043E182D,,,ORG,EXCEL MAILING SERVICES,,,,,,6900 ENGLISH MUFFIN WAY,STE N,FREDERICK,MD,217037166,,,2024-10-07,4991.23,,POSTAGE & PRINTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B23E20BE419FC4BAEA79,,,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,CA,940431351,,,2024-10-02,29.04,,DIGITAL MANAGEMENT,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B45D669656D8A46778E5,,,ORG,LGM CONSULTING GROUP,,,,,,8 THE GREEN,SUITE 7592,DOVER,DE,199013618,,,2024-10-16,566.20,,ONLINE FUNDRAISING FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B9B096A0D7656402B89C,,,ORG,MOORE RMG,,,,,,100 JAMISON CT,,HAGERSTOWN,MD,217405185,,,2024-10-07,2214.03,,CAGING & ESCROW SERVICES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,BA873231558854AADB89,,,ORG,OMEGA LIST COMPANY,,,,,,1420 SPRING HILL ROAD,,MCLEAN,VA,22102,,,2024-10-14,5735.11,,LIST RENTAL FEES,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B75C379AFDB374210853,,,ORG,STRIKINGLY,,,,,,499 SOUTH CAPITOL STREET SW,405,WASHINGTON,DC,200034013,,,2024-10-15,59.00,,SOFTWARE,,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B2AE72E085CF9400C85F,,,ORG,TOTAL AUXILIUM GROUP INC,,,,,,16192 COASTAL HWY,,LEWES,DE,199583608,,,2024-10-09,1090.34,,ONLINE FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B16856FA5C175416F86A,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD SUITE 530,,ARLINGTON,VA,222092517,,,2024-10-16,144.17,,CREDIT CARD FEES,,,,,,,,,,,,,,,,,,,,,
SB21B,C00709691,B533F4066FDA04616BDC,,,ORG,YOUTUBE,,,,,,901 CHERRY AVE,,SAN BRUNO,CA,940662914,,,2024-10-14,4.99,,DIGITAL SUBSCRIPTION,001,,,,,,,,,,,,,,,,,,,,
