form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00571778,SB21B.4811,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2023-07-20,30.00,,Credit Card Payment See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4811.0,SB21B.4811,SB21B,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-07-20,30.00,,Website Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00571778,SB21B.4813,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2023-08-18,30.00,,Credit Card Payment See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4813.0,SB21B.4813,SB21B,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-08-18,30.00,,Website Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00571778,SB21B.4814,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2023-09-18,30.00,,Credit Card Payment See memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4814.0,SB21B.4814,SB21B,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-09-18,30.00,,Website Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00571778,SB21B.4815,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2023-10-19,30.00,,Credit Card Payment See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4815.0,SB21B.4815,SB21B,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-10-19,30.00,,Website Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00571778,SB21B.4816,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2023-11-14,30.00,,Credit Card Payment See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4816.0,SB21B.4816,SB21B,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-11-14,30.00,,Website Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00571778,SB21B.4817,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2023-12-18,30.00,,Credit Card Payment See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4817.0,SB21B.4817,SB21B,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-12-18,30.00,,Website Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00571778,SB21B.4818,,,ORG,Flyer Consulting LLC,,,,,,PO Box 8656,,Somerville,NJ,08876,,,2023-12-01,250.00,,Compliance Consulting Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4805,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-07-28,4.37,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4824,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-08-15,20.53,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4806,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-08-21,4.22,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4823,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-09-15,16.24,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4807,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-09-27,4.18,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4822,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-10-15,17.64,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4808,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-11-07,4.25,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4820,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-11-15,16.96,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4809,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-11-20,4.54,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4819,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-12-15,17.50,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4810,,,ORG,TD BANK,,,,,,1398 U.S. 9,,OLD BRIDGE TOWNSHI,NJ,08857,,,2023-12-23,4.28,,Bank Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00571778,SB21B.4803,,,ORG,USPS,,,,,,475 L'Enfant Plaza SW,Room 4012,Washington,DC,20260,,,2023-07-01,464.00,,Postal Services,001,,,,,,,,,,,,,,,,,,,
