form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00167460,SB23.9082,,,CAN,,Barr,Andy,,,,PO Box 2059,,Lexington,KY,40588,G2024,,2024-09-24,2500.00,,contribution,,,,,,,,,,H,KY,06,,,,,,,,
SB23,C00167460,SB23.9084,,,CAN,,Cornyn,John,,,,PO Box 13026,,Austin,TX,78711,G2024,,2024-09-24,5000.00,,contribution,,,,,,,,,,S,TX,21,,,,,,,,
SB23,C00167460,SB23.9080,,,CAN,,Diaz-Barlart,Mario,,,,8724 SW 72 Street #420,,Miami,FL,33173,G2024,,2024-09-24,5000.00,,contribution,,,,,,,,,,H,FL,26,,,,,,,,
SB23,C00167460,SB23.9085,,,CAN,,FRIENDS OF JOHN THUNE,John,,,,PO BOX 841,,SIOUX FALLS,SD,57101,G2024,,2024-09-24,5000.00,,contribution,,,,,,,,,,S,SD,00,,,,,,,,
SB23,C00167460,SB23.9076,,,CAN,,Hill,French,,,,PO Box 7841,,Little Rock,AR,72217,G2024,,2024-09-24,2500.00,,contribution,,,,,,,,,,H,AR,02,,,,,,,,
SB23,C00167460,SB23.9075,,,CAN,,Hinson,Ashley,,,,PO Box 811,,Marion,IA,52302,G2024,,2024-09-24,1500.00,,contribution,,,,,,,,,,H,IA,02,,,,,,,,
SB23,C00167460,SB23.9078,,,CCM,Keith Self for Congress,,,,,,550 N Central Expressway #1920,,McKinney,TX,75070,G2024,,2024-09-24,2500.00,,contribution,,,,,,,,,,H,TX,03,,,,,,,,
SB23,C00167460,SB23.9077,,,CAN,,Letlow,Julia,,,,PO Box 539,,Rayville,LA,71269,G2024,,2024-09-30,1500.00,,contribution,,,,,,,,,,H,LA,05,,,,,,,,
SB23,C00167460,SB23.9089,,,CAN,,Reschenthaler,Guy,,,,PO Box 23177,,Pittsburgh,PA,15222,G2024,,2024-09-05,5000.00,,contribution,,,,,,,,,,H,PA,14,,,,,,,,
SB23,C00167460,SB23.9083,,,CCM,Stephanie Bice for Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,G2024,,2024-09-24,2500.00,,contribution,,,,,,,,,,H,OK,05,,,,,,,,
SB23,C00167460,SB23.9079,,,CAN,,Valadao,David,,,,PO Box,,Hanford,CA,93232,G2024,,2024-09-24,1500.00,,contribution,,,,,,,,,,H,CA,22,,,,,,,,
SB23,C00167460,SB23.9081,,,CAN,,Womack,Steve,,,,PO Box 50,,rogers,AR,72757,G2024,,2024-09-24,1500.00,,contribution,,,,,,,,,,H,AR,03,,,,,,,,
