form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00804856,B55BC5249A665467BB23,,,ORG,Longwell Partners Inc.,,,,,,1100 Vermont Ave NW,Fl 10,Washington,DC,200056327,,,2024-04-01,3103.84,,Advertising costs and software expenes,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BEC9039CDFCEC4277A97,,,ORG,Longwell Partners Inc.,,,,,,1100 Vermont Ave NW,Fl 10,Washington,DC,200056327,,,2024-04-01,195322.25,,February Staff and Accounting Hours,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,B02AD0DCBFDAA421D881,,,ORG,Internal Revenue Service,,,,,,Department of Treasury,,Ogden,UT,842010001,,,2024-04-15,10897.90,,1120 POL Tax payment,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BAA66104BA32C4793900,,,ORG,Bill.com,,,,,,6220 America Center Dr,Ste 100,San Jose,CA,950022563,,,2024-04-18,238.50,,software and fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,B44E724478A1B42508CC,,,ORG,Defending Democracy Together (DDT),,,,,,1100 Vermont Ave NW,,Washington,DC,200056327,,,2024-04-23,32955.02,,Expenditures for focus groups and license renewals,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,B7261540B314946EDA79,,,ORG,Rachel Small,,,,,,1220 N Quinn St,Apt 212,Arlington,VA,222093317,,,2024-04-30,1000.00,,Non-IE Advertisement Shoot,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BD40CBF3FB88040DE812,,,ORG,Anedot.com,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,701125204,,,2024-04-30,2307.98,,Credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BCA5EA6DB47EE49D3A3A,,,ORG,"Hastings VO, LLC",,,,,,1553 Blue Sierra Ct,,Henderson,NV,890742966,,,2024-04-30,500.00,,Non-IE Voiceover payment,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BF2C89F295D404DE8BA4,,,ORG,Bill.com,,,,,,6220 America Center Dr,Ste 100,San Jose,CA,950022563,,,2024-05-20,242.37,,software and fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,B9985DAC3581D4F4EB11,,,ORG,Longwell Partners Inc.,,,,,,1100 Vermont Ave NW,Fl 10,Washington,DC,200056327,,,2024-05-21,269222.30,,March staff and accounting hours,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BD7EA8C0072BC43FB8FD,,,ORG,"Grow Progress, Inc",,,,,,1201 Connecticut Ave NW,Ste 600,Washington,DC,200362732,,,2024-05-21,6000.00,,software license,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BB427251BB3964951A13,,,ORG,Defending Democracy Together (DDT),,,,,,1100 Vermont Ave NW,,Washington,DC,200056327,,,2024-05-21,3180.00,,payment for software credit useage,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,B52088EC7FE17436E90D,,,ORG,Anedot.com,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,701125204,,,2024-05-31,2703.62,,Credit card fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BBB49292BD9BC4979A73,,,ORG,Aristotle International,,,,,,205 Pennsylvania Ave SE,,Washington,DC,200031164,,,2024-06-12,125.00,,PAC compliance and tax prep,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,B5C0C346184094432BD9,,,ORG,Aristotle International,,,,,,205 Pennsylvania Ave SE,,Washington,DC,200031164,,,2024-06-12,10500.00,,PAC compliance and reporting services,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,BDB8FA857D0724650A69,,,ORG,Clear Channel Outdoor,,,,,,4830 N Loop 1604 W,Ste 111,San Antonio,TX,782493983,,,2024-06-13,40708.75,,pre-payment for RNC billboard campaign,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,B3DAB53BEA45A4809BFF,,,ORG,Bill.com,,,,,,6220 America Center Dr,Ste 100,San Jose,CA,950022563,,,2024-06-18,244.16,,software and fees,,,,,,,,,,,,,,,,,,,,,
SB21b,C00804856,B5DABF06EFE624C969DA,,,ORG,Anedot.com,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,701125204,,,2024-06-30,4227.38,,credit card fees,,,,,,,,,,,,,,,,,,,,,
