form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00772517,500066420,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,Lbby 2,New York,NY,100018400,,,2024-11-27,255.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500066341,,,ORG,Blue Cross Blue Shield Association,,,,,,200 E Randolph St,,Chicago,IL,606016436,,,2024-12-03,4512.00,0.00,Reissue of Stale-Dated 9/25/24 Catering and Event Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500067112,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-23,1.59,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500066662,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,,,2024-12-10,4671.87,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500067113,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-30,1.39,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500066423,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-30,1.43,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500066643,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-09,6.27,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500067114,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,Lbby 2,New York,NY,100018400,,,2024-12-30,130.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500067635,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-12-27,506.71,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500067636,500067635,SB21B,ORG,Fine Flowers,,,,,,1105 S Rainbow Blvd,Ste 104,Las Vegas,NV,891461066,,,2024-12-27,506.71,0.00,Thank You Gift,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00772517,500066885,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-16,1.24,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500066667,,,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-12-10,318.00,0.00,Software Subscription,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500067748,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-31,0.64,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00772517,500067058,,,CCM,Rosen for Nevada,,,,,,PO Box 46110,,Las Vegas,NV,891146110,,,2024-12-26,6566.30,0.00,Salary and Benefits,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB21B,C00772517,500066339,,,ORG,Blue Cross Blue Shield Association,,,,,,200 E Randolph St,,Chicago,IL,606016436,,,2024-12-03,-4512.00,0.00,Void of Stale-Dated 9/25/24 Catering and Event Rental,,,,,,,,,,,,,,,,,,,,
