form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00763169,SB21B.12718,,,ORG,ActBlue Technical Services,,,,,,P.O. Box 441146,,Somerville,MA,02144,,,2024-04-07,27.81,,Credit Card Vendor,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12719,,,ORG,ActBlue Technical Services,,,,,,P.O. Box 441146,,Somerville,MA,02144,,,2024-04-14,62.51,,Credit Card Vendor,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12720,,,ORG,ActBlue Technical Services,,,,,,P.O. Box 441146,,Somerville,MA,02144,,,2024-04-21,86.04,,Credit Card Vendor,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12721,,,ORG,ActBlue Technical Services,,,,,,P.O. Box 441146,,Somerville,MA,02144,,,2024-04-28,79.66,,,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12722,,,ORG,ActBlue Technical Services,,,,,,P.O. Box 441146,,Somerville,MA,02144,,,2024-04-30,32.64,,Credit Card Vendor,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12729,,,ORG,ASAP Printing,,,,,,1110 Keystone Ave,,Lansing,MI,48911,,,2024-04-24,527.47,,Walk Lit Printing,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12731,,,ORG,Greenwood Printing & Graphics Inc,,,,,,3615 Stickney Ave,,Toledo,OH,43608,,,2024-04-25,562.13,,Walk Lit Prining,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12723,,,ORG,J & R Union Printing,,,,,,638 W. Indian School,,Phoenix,AZ,85013,,,2024-04-17,847.64,,Walk Lit,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12726,,,ORG,NGPVAN,,,,,,655 15th St. NW,,Washington,DC,20005,,,2024-04-01,4866.41,,Voter File Vendor,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12724,,,ORG,Shelbie Press,,,,,,1203 N. Mills Ave,,Orlando,FL,32803,,,2024-04-09,938.32,,,,,,,,,,,,,,,,,,,,,,
SB21B,C00763169,SB21B.12727,,,ORG,"Tri-State Printing, Inc.",,,,,,120 Bester St,,Hagerstown,MD,21740,,,2024-04-09,488.82,,Walk Lit/Printing,,,,,,,,,,,,,,,,,,,,
