form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00312777,18447012,,,COM,People for Parker,,,,,,P.O. Box 27647,,Philadelphia,PA,19118,,,2024-10-01,1000.00,0.00,"Cherelle Parker, LOCAL  PA",011,,,,Parker,Cherelle,,,,,,,,,,,,,,"Cherelle Parker, LOCAL  PA"
SB29,C00312777,18447013,,,COM,The Farm Team PAC,,,,,,"2472 US Highway 30, Suite B103",,Oswego,IL,60543,,,2024-10-01,500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00312777,18447014,,,COM,Friends of Danilo Burgos,,,,,,635 W. Erie Avenue,,Philadelphia,PA,19140,,,2024-10-01,1000.00,0.00,"Danilo Burgos, STATE HOUSE 197th PA",011,,,,Burgos,Danilo,,PA Rep.,,,,,,,,,,,,"Danilo Burgos, STATE HOUSE 197th PA"
SB29,C00312777,18447015,,,COM,People for Emily Kinkead,,,,,,1424 Beckham Street,,Pittsburgh,PA,15212,,,2024-10-01,250.00,0.00,"Emily Kinkead, STATE HOUSE 20th PA",011,,,,Kinkead,Emily,,PA Rep.,,,,,,,,,,,,"Emily Kinkead, STATE HOUSE 20th PA"
SB29,C00312777,18447016,,,COM,Friends of Joe McAndrew,,,,,,1718 Outlook Drive,,Verona,PA,15147,,,2024-10-01,250.00,0.00,"Joseph McAndrew, STATE HOUSE 32nd PA",011,,,,McAndrew,Joseph,,PA Rep.,,,,,,,,,,,,"Joseph McAndrew, STATE HOUSE 32nd PA"
SB29,C00312777,18447018,,,COM,Citizens for Kenyatta Johnson,,,,,,P.O. Box 7466,,Philadelphia,PA,19101,,,2024-10-08,2500.00,0.00,"Kenyatta Johnson, LOCAL  PA",011,,,,Johnson,Kenyatta,,,,,,,,,,,,,,"Kenyatta Johnson, LOCAL  PA"
SB29,C00312777,18447019,,,COM,Citizens for Joshua Kail,,,,,,P.O. Box 94,,Beaver,PA,15009,,,2024-10-10,2500.00,0.00,"Joshua Kail, STATE HOUSE 15th PA",011,,,,Kail,Joshua,,PA Rep.,,,,,,,,,,,,"Joshua Kail, STATE HOUSE 15th PA"
SB29,C00312777,18447022,,,COM,Friends of Aerion Abney,,,,,,P.O. Box 99642,,Pittsburgh,PA,15233,,,2024-10-01,250.00,0.00,"Aerion Abney, STATE HOUSE 19th PA",011,,,,Abney,Aerion,,PA Rep.,,,,,,,,,,,,"Aerion Abney, STATE HOUSE 19th PA"
SB29,C00312777,18447023,,,COM,Garrity for PA,,,,,,PO Box 62224,,Harrisburg,PA,17106,,,2024-10-16,5000.00,0.00,"Stacey Garrity, TREASURER  PA",011,,,,Garrity,Stacey,L,,,,,,,,,,,,,"Stacey Garrity, TREASURER  PA"
SB29,C00312777,18447025,,,COM,Austin for Montana,,,,,,P.O. Box 5202,,Helena,MT,59604,,,2024-10-16,790.00,0.00,"Austin Knudsen, ATTORNEY GENERAL  MT",011,,,,Knudsen,Austin,,,,,,,,,,,,,,"Austin Knudsen, ATTORNEY GENERAL  MT"
