form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00865725,XEALC75,,,ORG,AMPLIFIED STRATEGIES,,,,,,5170 GOLDEN FOOTHILL PARKWAY,,EL DORADO HILLS,CA,95762,P2024,,2024-03-01,91058.00,2024-03-01,543768.20,DIRECT MAIL,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,
SE,C00865725,XEGALC7570,XEALC75,SE,ORG,AARON THOMAS ASSOCIATES,,,,,,21344 SUPERIOR STREET,,CHATSWORTH,CA,91311,P2024,,2024-03-01,23100.00,2024-03-01,0.00,DIRECT MAIL PRODUCTION,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,XEGALC7573,XEALC75,SE,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-03-01,13658.00,2024-03-01,0.00,DIRECT MAIL COMMISSION,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,XEGALC7572,XEALC75,SE,ORG,U.S. POSTMASTER,,,,,,28201 FRANKLIN PARK,,SANTA CLARITA,CA,91383,P2024,,2024-03-01,36300.00,2024-03-01,0.00,DIRECT MAIL POSTAGE,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,XEGALC7571,XEALC75,SE,ORG,URBANCOLORS DESIGN,,,,,,16822 89TH AVENUE NW,,STANWOOD,WA,98292,P2024,,2024-03-01,3000.00,2024-03-01,0.00,DIRECT MAIL DESIGN,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,XEALC76,,,ORG,AMPLIFIED STRATEGIES,,,,,,5170 GOLDEN FOOTHILL PARKWAY,,EL DORADO HILLS,CA,95762,P2024,,2024-03-01,10045.00,2024-03-01,543768.20,DIRECT MAIL; MADE THROUGH INTERMEDIARY RG STRATEGIES,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,
SE,C00865725,XEGALC7666,XEALC76,SE,ORG,AARON THOMAS ASSOCIATES,,,,,,21344 SUPERIOR STREET,,CHATSWORTH,CA,91311,P2024,,2024-03-01,4209.00,2024-03-01,0.00,DIRECT MAIL PRODUCTION,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,XEGALC7669,XEALC76,SE,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-03-01,1507.00,2024-03-01,0.00,DIRECT MAIL COMMISSION,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,XEGALC7668,XEALC76,SE,ORG,U.S. POSTMASTER,,,,,,28201 FRANKLIN PARK,,SANTA CLARITA,CA,91383,P2024,,2024-03-01,2572.00,2024-03-01,0.00,DIRECT MAIL POSTAGE,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,XEGALC7667,XEALC76,SE,ORG,URBANCOLORS DESIGN,,,,,,16822 89TH AVENUE NW,,STANWOOD,WA,98292,P2024,,2024-03-01,257.00,2024-03-01,0.00,DIRECT MAIL DESIGN,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,BE77,,,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-03-01,6517.00,2024-03-01,543768.20,RESEARCH SERVICES,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
SE,C00865725,BE70,,,ORG,RG STRATEGIES LLC,,,,,,2020 CREEKSIDE ROAD,,SANTA BARBARA,CA,93108,P2024,,2024-03-03,26000.00,2024-03-03,543768.20,RESEARCH SERVICES,004,,S,,LICCARDO,SAM,,,,H,16,CA,ALVAREZ,MATTHEW,,,,2024-07-18,X
