form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00705384,B-100940,,,ORG,Akinola Aluko,,,,,,651 North Broad Street,,Middletown,DE,19709,,,2024-07-02,600.00,,Website design and email development,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100947,,,ORG,Hostinger International Ltd.,,,,,,61 Lordou Vyronos,,Street,,06023,,,2024-07-02,539.88,,Web Hostinger Domains,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100941,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-07-02,175.00,,FEC Compliance Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100946,,,ORG,Premier WORKS,,,,,,,,,,,,,2024-07-02,25.63,,Rental Office Space mail,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100942,,,ORG,ProPay Inc,,,,,,2675 West 600 North,,Lindon,UT,84042,,,2024-07-02,22.30,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100948,,,ORG,Elastic Email,,,,,,1208 Wharf Street,Unit 107,Victoria,,819,,,2024-07-03,11.00,,Monthly SMTP Email Support,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100949,,,ORG,Elastic Email,,,,,,1208 Wharf Street,Unit 107,Victoria,,819,,,2024-07-03,250.00,,Monthly SMTP Email Support,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100943,,,ORG,ProPay Inc,,,,,,2675 West 600 North,,Lindon,UT,84042,,,2024-07-05,1000.00,,Merchant Charge back,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100950,,,ORG,Browzed SOL DATAZ,,,,,,,,,FL,,,,2024-07-09,1500.00,,DATA BROKER SALES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100951,,,ORG,Elastic Email,,,,,,1208 Wharf Street,Unit 107,Victoria,,819,,,2024-07-09,95.81,,Monthly SMTP Email Support,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100952,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-07-12,178.66,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100953,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-07-12,20.86,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100954,,,ORG,101 Domain,,,,,,3220 Executive Ridge,Ste 101,Vista,CA,92081,,,2024-07-15,100.00,,Domains  / Web Services,004,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-95524,,,ORG,Cellular Sales,,,,,,,,,,,,,2024-07-16,328.25,,CELLULAR MARKETING SERIVES,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100944,,,ORG,FLORIAN MYRTA,,,,,,Unaza e Re Teodor Keko 1,,"Yzberisht, Tirane",,01052,,,2024-07-16,1450.00,,Web Design and IT Development,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100955,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-07-16,31.29,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100945,,,ORG,VRBO Michael Rodriguez Rental,,,,,,,,,,,,,2024-07-17,1500.00,,Busienss office rental space,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100957,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-07-19,20.86,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-95525,,,ORG,T-mobile,,,,,,,,,,,,,2024-07-20,325.00,,,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-95527,,,ORG,Cellular Sales,,,,,,,,,,,,,2024-07-21,4063.59,,CELLULAR MARKETING SERIVES,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-95529,,,ORG,Metropcs,,,,,,5334 Central Florida Parkway,,Orlando,FL,32821,,,2024-07-24,120.00,,Telephone service,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-95530,,,ORG,Metropcs,,,,,,5334 Central Florida Parkway,,Orlando,FL,32821,,,2024-07-24,137.10,,Telephone service,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100959,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-07-31,60.85,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100961,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-08-02,175.00,,FEC Compliance Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100966,,,ORG,Premier WORKS,,,,,,,,,,,,,2024-08-02,77.90,,Rental Office Space mail,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100962,,,ORG,ProPay Inc,,,,,,2675 West 600 North,,Lindon,UT,84042,,,2024-08-02,28.68,,merchant bank fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100967,,,ORG,Elastic Email,,,,,,1208 Wharf Street,Unit 107,Victoria,,819,,,2024-08-05,360.00,,Monthly SMTP Email Support,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100968,,,ORG,T-mobile,,,,,,,,,,,,,2024-08-09,43.83,,Business Phone Service,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100969,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-08-12,87.98,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100971,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-08-12,199.99,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100963,,,IND,,Pallante,Jason,,,,2234 N. Federal Hwy # 3100,,Boca,FL,33431,,,2024-08-12,20000.00,,General PAC Consulting Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100970,,,ORG,T-mobile,,,,,,,,,,,,,2024-08-12,65.00,,Business Phone Service,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100974,,,ORG,Bitdefender,,,,,,PO Box 667588,,Pompano Beach,FL,33066,,,2024-08-14,79.99,,Web / PC Security Application,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100975,,,ORG,Elastic Email,,,,,,1208 Wharf Street,Unit 107,Victoria,,819,,,2024-08-14,1696.13,,Email Marketing API setup,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100976,,,ORG,SG Hosting Inc.,,,,,,700 North Fairfax Street,,Alexandria,VA,22314,,,2024-08-14,1566.00,,VPS Web Hosting Services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100964,,,ORG,FLORIAN MYRTA,,,,,,Unaza e Re Teodor Keko 1,,"Yzberisht, Tirane",,01052,,,2024-08-15,1500.00,,Web Design and IT Development,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100977,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-08-16,231.72,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100965,,,ORG,VRBO Michael Rodriguez Rental,,,,,,,,,,,,,2024-08-19,1500.00,,Busienss office rental space,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100984,,,ORG,Godaddy,,,,,,14455 North Hayden Road,,Scottsdale,AZ,85260,,,2024-09-03,239.88,,Website Domain Hosting / Advertising,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100983,,,ORG,Premier WORKS,,,,,,,,,,,,,2024-09-03,76.88,,Rental Office Space mail,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100979,,,ORG,ProPay Inc,,,,,,2675 West 600 North,,Lindon,UT,84042,,,2024-09-03,9.00,,Merchant Bank fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100985,,,ORG,Elastic Email,,,,,,1208 Wharf Street,Unit 107,Victoria,,819,,,2024-09-04,229.00,,Email Marketing Platform,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100980,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2024-09-04,175.00,,FEC Compliance Software,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100986,,,ORG,Paypal Merchant Payment Service,,,,,,2211 North First Street,,San Jose,CA,95131,,,2024-09-04,49.95,,Merchant Bank transaction fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100982,,,ORG,Akinola Aluko,,,,,,651 North Broad Street,,Middletown,DE,19709,,,2024-09-18,240.00,,Website design and email development,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100981,,,ORG,FLORIAN MYRTA,,,,,,Unaza e Re Teodor Keko 1,,"Yzberisht, Tirane",,01052,,,2024-09-18,2000.00,,Web Design and IT Development,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100989,,,ORG,101 Domain,,,,,,3220 Executive Ridge,Ste 101,Vista,CA,92081,,,2024-09-19,101.70,,Domains  / Web Services,004,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100988,,,ORG,Security Metrics Inc.,,,,,,1275 W. 1600 N,,Orem,UT,84057,,,2024-09-19,1736.00,,PCI MERCHANT SITE COMPLIANCE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100991,,,ORG,Elastic Email,,,,,,1208 Wharf Street,Unit 107,Victoria,,819,,,2024-09-23,44.00,,Email Marketing Platform,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100990,,,ORG,T-mobile,,,,,,,,,,,,,2024-09-23,250.73,,Business Phone Service,006,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100993,,,ORG,Elastic Email,,,,,,1208 Wharf Street,Unit 107,Victoria,,819,,,2024-09-24,59.00,,Email Marketing Platform,001,,,,,,,,,,,,,,,,,,,
SB21B,C00705384,B-100992,,,ORG,"Vrbo, an Expedia Group company",,,,,,,,,TX,,,,2024-09-24,1059.43,,Office meeting and work space,001,,,,,,,,,,,,,,,,,,,
