form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00489799,500098833,,,ORG,Planned Parenthood New Hampshire Action Fund,,,,,,18 Low Ave,,Concord,NH,033014902,G2022,,2022-11-04,587.75,2023-03-01,0.00,Actual Cost for Staff Time for Voter Communications As Disclosed on Amended 2/1/23 24-Hr Rep,004,,O,H8NH02309,Burns,Robert,Andrew,,,H,02,NH,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098834,,,ORG,Planned Parenthood New Hampshire Action Fund,,,,,,18 Low Ave,,Concord,NH,033014902,G2022,,2022-11-04,587.75,2023-03-01,0.00,Actual Cost for Staff Time for Voter Communications As Disclosed on Amended 2/1/23 24-Hr Rep,004,,O,H2NH01270,Leavitt,Karoline,,,,H,01,NH,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098835,,,ORG,Planned Parenthood New Hampshire Action Fund,,,,,,18 Low Ave,,Concord,NH,033014902,G2022,,2022-11-04,587.75,2023-03-01,0.00,Actual Cost for Staff Time for Voter Communications As Disclosed on Amended 2/1/23 24-Hr Rep,004,,S,H8NH01210,Pappas,Chris,,,,H,01,NH,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098836,,,ORG,Planned Parenthood New Hampshire Action Fund,,,,,,18 Low Ave,,Concord,NH,033014902,G2022,,2022-11-04,587.76,2023-03-01,0.00,Actual Cost for Staff Time for Voter Communications As Disclosed on Amended 2/1/23 24-Hr Rep,004,,S,S6NH00091,Hassan,Margaret Wood,,,,S,,NH,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098837,,,ORG,Planned Parenthood New Hampshire Action Fund,,,,,,18 Low Ave,,Concord,NH,033014902,G2022,,2022-11-04,587.76,2023-03-01,0.00,Actual Cost for Staff Time for Voter Communications As Disclosed on Amended 2/1/23 24-Hr Rep,004,,O,S0NH00326,Bolduc,Donald,C,,,S,,NH,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098838,,,ORG,Planned Parenthood New Hampshire Action Fund,,,,,,18 Low Ave,,Concord,NH,033014902,G2022,,2022-11-04,587.75,2023-03-01,0.00,Actual Cost for Staff Time for Voter Communications As Disclosed on Amended 2/1/23 24-Hr Rep,004,,S,H0NH02181,Kuster,Ann,McLane,,,H,02,NH,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098827,,,ORG,Resonance Campaigns,,,,,,1020 16th St NW,Ste 701,Washington,DC,200365730,O2022,Run-off General,2022-11-29,5783.33,2023-03-01,0.00,Actual Cost for Printing of Door Hangers As Disclosed on 11/30 24-Hour Report,004,,O,S2GA00225,Walker,Herschel,,,,S,,GA,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098828,,,ORG,Resonance Campaigns,,,,,,1020 16th St NW,Ste 701,Washington,DC,200365730,O2022,Run-off General,2022-11-29,5783.33,2023-03-01,0.00,Actual Cost for Printing of Door Hangers As Disclosed on 11/30 24-Hour Report,004,,S,S0GA00559,Warnock,Raphael,,,,S,,GA,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098829,,,ORG,Resonance Campaigns,,,,,,1020 16th St NW,Ste 701,Washington,DC,200365730,O2022,Run-off General,2022-12-01,4395.84,2023-03-01,0.00,Actual Cost for Door Hangers As Disclosed on 12/2 24-Hr Report,004,,O,S2GA00225,Walker,Herschel,,,,S,,GA,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098830,,,ORG,Resonance Campaigns,,,,,,1020 16th St NW,Ste 701,Washington,DC,200365730,O2022,Run-off General,2022-12-01,4395.84,2023-03-01,0.00,Actual Cost for Door Hangers As Disclosed on 12/2 24-Hr Report,004,,S,S0GA00559,Warnock,Raphael,,,,S,,GA,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098831,,,ORG,Resonance Campaigns,,,,,,1020 16th St NW,Ste 701,Washington,DC,200365730,O2022,Run-off General,2022-12-01,933.33,2023-03-01,0.00,Actual Cost for Palm Cards As Disclosed on 12/2 24-Hr Report,004,,S,S0GA00559,Warnock,Raphael,,,,S,,GA,Louie,Maggie,,,,2023-04-28,
SE,C00489799,500098832,,,ORG,Resonance Campaigns,,,,,,1020 16th St NW,Ste 701,Washington,DC,200365730,O2022,Run-off General,2022-12-01,933.33,2023-03-01,0.00,Actual Cost for Palm Cards As Disclosed on 12/2 24-Hr Report,004,,O,S2GA00225,Walker,Herschel,,,,S,,GA,Louie,Maggie,,,,2023-04-28,
