form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00488387,500137563,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,802150887,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00637215,,,Pettersen,Brittany,Louise,Ms.,,H,CO,07,,,,,,,,
SB23,C00488387,500137564,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2023-09-27,2500.00,0.00,Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00488387,500137572,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 432250,,South Miami,FL,332432250,P2024,,2023-09-27,5000.00,0.00,Contribution,,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,
SB23,C00488387,500137571,,,CCM,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,,,,,,1071 Twin Branch Ln,,Weston,FL,333262828,P2024,,2023-09-20,500.00,0.00,Contribution,,C00385773,,,Wasserman Schultz,Debbie,,,,H,FL,23,,,,,,,,
SB23,C00488387,500137575,,,CCM,Elissa Slotkin For Michigan,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2023-09-13,4000.00,0.00,Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,00,,,,,,,,
SB23,C00488387,500137576,,,CCM,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,,,,,3262 Westheimer Rd,# 636,Houston,TX,770981002,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00640045,,,FLETCHER,ELIZABETH,,,,H,TX,07,,,,,,,,
SB23,C00488387,500137577,,,CCM,ENGEL FOR ARIZONA,,,,,,PO Box 40721,,Tucson,AZ,857170721,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
SB23,C00488387,500137579,,,CCM,Friends Of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,067211487,C2024,Convention,2023-09-13,5000.00,0.00,Contribution,,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB23,C00488387,500137580,,,CCM,FRIENDS OF LUCY MCBATH INC.,,,,,,1860 Sandy Plains Rd,Ste Pm 204,Marietta,GA,300667839,P2024,,2023-09-21,2500.00,0.00,Contribution,,C00672295,,,MCBATH,LUCIA,MS.,,,H,GA,06,,,,,,,,
SB23,C00488387,500137581,,,CCM,FRIENDS OF LUCY MCBATH INC.,,,,,,1860 Sandy Plains Rd,Ste Pm 204,Marietta,GA,300667839,G2024,,2023-09-27,2500.00,0.00,Contribution,,C00672295,,,MCBATH,LUCIA,MS.,,,H,GA,06,,,,,,,,
SB23,C00488387,500137585,,,CCM,JEFFRIES FOR CONGRESS,,,,,,PO Box 65322,,Washington,DC,200355322,P2024,,2023-09-27,1000.00,0.00,Contribution,,C00503052,,,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
SB23,C00488387,500137594,,,CCM,JOANNA WEISS FOR CONGRESS,,,,,,PO Box 3122,,Costa Mesa,CA,926283122,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00832584,,,WEISS,JOANNA,,,,H,CA,47,,,,,,,,
SB23,C00488387,500137595,,,CCM,KAPTUR FOR CONGRESS,,,,,,PO Box 899,,Toledo,OH,436970899,G2024,,2023-09-27,2500.00,0.00,Contribution,,C00154625,,,KAPTUR,MARCY,,,,H,OH,09,,,,,,,,
SB23,C00488387,500137614,,,CCM,KATHY MANNING FOR CONGRESS,,,,,,PO Box 41197,,Greensboro,NC,274041197,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00662577,,,MANNING,KATHY,,,,H,NC,13,,,,,,,,
SB23,C00488387,500137616,,,CCM,LISA BLUNT ROCHESTER FOR SENATE,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-09-27,5000.00,0.00,Contribution,,C00843391,,,BLUNT ROCHESTER,LISA,,,,S,DE,00,,,,,,,,
SB23,C00488387,500137617,,,CCM,LOIS FRANKEL FOR CONGRESS,,,,,,PO Box 812421,,Boca Raton,FL,334812421,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00494856,,,FRANKEL,LOIS,J.,,,H,FL,21,,,,,,,,
SB23,C00488387,500137618,,,CCM,Monica Tranel For Montana,,,,,,PO Box 9384,,Missoula,MT,598079384,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00783696,,,TRANEL,MONICA,,,,H,MT,01,,,,,,,,
SB23,C00488387,500137671,,,CCM,Nikki For Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00787812,,,BUDZINSKI,NIKKI,,,,H,IL,13,,,,,,,,
SB23,C00488387,500137631,,,CCM,SARA JACOBS FOR CONGRESS,,,,,,PO Box 231801,,Encinitas,CA,920231801,P2024,,2023-09-27,1000.00,0.00,Contribution,,C00660837,,,JACOBS,SARA,,,,H,CA,53,,,,,,,,
SB23,C00488387,500137635,,,CCM,SHARICE FOR CONGRESS,,,,,,13851 Num 303,,Shawnee,KS,66216,P2024,,2023-09-27,2500.00,0.00,Contribution,,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,,
