form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035535,17367768,,,CCM,Cathy McMorris Rodgers For Congress,,,,,,Box 137,,Spokane,WA,992100137,P2024,,2023-03-02,1000.00,0.00,Contribution,011,C00390476,Cathy McMorris Rodgers For Congress,H4WA05077,McMorris Rodgers,Cathy,,Rep.,,H,WA,05,,,,,,,,Contribution
SB23,C00035535,17367770,,,CCM,Houchin For Congress,,,,,,PO Box 234,,Salem,IN,47167,P2024,,2023-03-02,1000.00,0.00,Contribution,011,C00800649,Houchin For Congress,H6IN09143,Houchin,Erin,,Rep.,,H,IN,09,,,,,,,,Contribution
SB23,C00035535,17367771,,,CCM,Loudermilk For Congress,,,,,,PO Box 447,,Cassville,GA,30123,P2024,,2023-03-02,2500.00,0.00,Contribution,011,C00543892,Loudermilk For Congress,H4GA11061,Loudermilk,Barry,,Rep.,,H,GA,11,,,,,,,,Contribution
SB23,C00035535,17367772,,,COM,Team McHenry,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,,,2023-03-02,10000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00035535,17367773,,,PAC,TOGETHER HOLDING OUR MAJORITY PAC,,,,,,PO BOX 97275,,RALEIGH,NC,27624,,,2023-03-02,5000.00,0.00,Contribution for 2023,011,C00571323,,S4NC00162,,,,,,,,,,,,,,,,Contribution for 2023
SB23,C00035535,17367775,,,CCM,Young Kim For Congress,,,,,,PO Box 2186,,Fullerton,CA,92837,P2024,,2023-03-14,1500.00,0.00,Contribution,011,C00665638,Young Kim For Congress,H8CA39240,Kim,Young,,Rep.,,H,CA,40,,,,,,,,Contribution
SB23,C00035535,17367776,,,CCM,ANN WAGNER FOR CONGRESS,,,,,,PO BOX 50,,BALLWIN,MO,63022,P2024,,2023-03-21,2500.00,0.00,Contribution,011,C00495846,ANN WAGNER FOR CONGRESS,H2MO02102,Wagner,Ann,,,,H,MO,02,,,,,,,,Contribution
SB23,C00035535,17367777,,,PAC,GETTING STUFF DONE PAC (GSD-PAC),,,,,,PO BOX 25879,,TEMPE,AZ,85285,,,2023-03-21,5000.00,0.00,Contribution for 2023,011,C00571182,,,,,,,,,,,,,,,,,,Contribution for 2023
SB23,C00035535,17367779,,,COM,Team Huizenga,,,,,,PO Box 2485,,Springfield,VA,22152,,,2023-03-21,3000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00035535,17367780,,,PAC,Congressional Black Caucus PAC,,,,,,PO Box 75357,,Washington,DC,20003,,,2023-03-21,5000.00,0.00,Contribution for 2023,011,C00147512,,,,,,,,,,,,,,,,,,Contribution for 2023
SB23,C00035535,17367782,,,PAC,California Leadership United For Victory PAC (CA LUV PAC),,,,,,"499 S. Capitol St, SW",,Washington,DC,20003,,,2023-03-23,5000.00,0.00,Contribution for 2023,011,C00573709,,,,,,,,,,,,,,,,,,Contribution for 2023
SB23,C00035535,17367788,,,CCM,Cramer For Senate,,,,,,PO Box 396,,Bismarck,ND,58502,G2024,,2023-03-23,1000.00,0.00,Contribution,011,C00504704,Cramer For Senate,S8ND00120,Cramer,Kevin,,Sen.,,S,ND,,,,,,,,,Contribution
SB23,C00035535,17367789,,,CCM,Cramer For Senate,,,,,,PO Box 396,,Bismarck,ND,58502,P2024,,2023-03-23,4000.00,0.00,Contribution,011,C00504704,Cramer For Senate,S8ND00120,Cramer,Kevin,,Sen.,,S,ND,,,,,,,,,Contribution
