form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00450288,27554731,,,COM,Kent Smith Committee,,,,,,801 E 232nd Street,,Euclid,OH,44123,,,2024-10-21,500.00,0.00,"Kent Smith, STATE HOUSE  OH",011,,,,Smith,Kent,,,,,,,,,,,,,,"Kent Smith, STATE HOUSE  OH"
SB29,C00450288,27554732,,,COM,Friends of Bride Rose Sweeney,,,,,,3632 W 133rd St,,Cleveland,OH,44111,,,2024-10-21,1000.00,0.00,"Bride Sweeney, STATE HOUSE  OH",011,,,,Sweeney,Bride,Rose,,,,,,,,,,,,,"Bride Sweeney, STATE HOUSE  OH"
SB29,C00450288,27554733,,,COM,Campaign to Elect James M Hoops,,,,,,195 Old Creek Drive,,Napoleon,OH,43545,,,2024-10-21,500.00,0.00,"James Hoops, STATE HOUSE  OH",011,,,,Hoops,James,,,,,,,,,,,,,,"James Hoops, STATE HOUSE  OH"
SB29,C00450288,27554734,,,COM,Friends of Adam Mathews,,,,,,454 Calumet Farms Drive,,Lebanon,OH,45036,,,2024-10-21,500.00,0.00,"Adam Mathews, STATE HOUSE  OH",011,,,,Mathews,Adam,,,,,,,,,,,,,,"Adam Mathews, STATE HOUSE  OH"
SB29,C00450288,27554735,,,COM,Miller for Ohio,,,,,,6170 Pleasant Chapel Rd,,Newark,OH,43056,,,2024-10-21,500.00,0.00,"Kevin Miller, STATE HOUSE  OH",011,,,,Miller,Kevin,,,,,,,,,,,,,,"Kevin Miller, STATE HOUSE  OH"
SB29,C00450288,27554736,,,COM,Friends of Hicks-Hudson,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-21,500.00,0.00,"Paula Hicks-Hudson, STATE HOUSE  OH",011,,,,Hicks-Hudson,Paula,,,,,,,,,,,,,,"Paula Hicks-Hudson, STATE HOUSE  OH"
SB29,C00450288,27554737,,,COM,Humphrey for Ohio,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-21,500.00,0.00,"Latyna Humphrey, STATE HOUSE  OH",011,,,,Humphrey,Latyna,,,,,,,,,,,,,,"Latyna Humphrey, STATE HOUSE  OH"
SB29,C00450288,27554738,,,COM,Republican Senate Campaign Committee,,,,,,4679 Winterset Drive,,Columbus,OH,43220,,,2024-10-21,5000.00,0.00,Contributions,011,,,,,,,,,,,,,,,,,,,Contributions
SB29,C00450288,27554739,,,COM,Ohio House Democratic Campaign Committee,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-21,5000.00,0.00,Contributrions,011,,,,,,,,,,,,,,,,,,,Contributrions
SB29,C00450288,27554740,,,COM,Ohio Senate Democrats,,,,,,545 E. Town St.,,Columbus,OH,43215,,,2024-10-21,2500.00,0.00,Contributions,011,,,,,,,,,,,,,,,,,,,Contributions
SB29,C00450288,27554741,,,COM,Friends for Beryl Brown Piccolantonio,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-21,500.00,0.00,"Beryl Piccolantonio, STATE HOUSE  OH",011,,,,Piccolantonio,Beryl,,,,,,,,,,,,,,"Beryl Piccolantonio, STATE HOUSE  OH"
SB29,C00450288,27556508,,,COM,Ohio House Democratic Campaign Committee,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-25,-5000.00,0.00,Void - Ohio House Democratic Caucus,011,,,,,,,,,,,,,,,,,,,Void - Ohio House Democratic Caucus
SB29,C00450288,27556509,,,COM,Friends for Beryl Brown Piccolantonio,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-25,-500.00,0.00,Void - Friends of Beryl Brown Piccolantonio,011,,,,Piccolantonio,Beryl,,,,,,,,,,,,,,Void - Friends of Beryl Brown Piccolantonio
SB29,C00450288,27556510,,,COM,Committee to Elect Gayle Manning,,,,,,7064 Avan Belden Rd,,North Ridgeville,OH,44039,,,2024-10-25,-500.00,0.00,Void - Committee to Elect Manning,011,,,,Manning,Gayle,,,,,,,,,,,,,,Void - Committee to Elect Manning
SB29,C00450288,27556511,,,COM,Manning for Ohio,,,,,,7064 Avon Belden Road,,North Ridgeville,OH,44039,,,2024-10-25,-500.00,0.00,Void - Manning for Ohio,011,,,,Manning,Nathan,,,,,,,,,,,,,,Void - Manning for Ohio
SB29,C00450288,27556523,,,COM,Friends for Beryl Brown Piccolantonio,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-25,500.00,0.00,"Beryl Piccolantonio, STATE HOUSE  OH",011,,,,Piccolantonio,Beryl,,,,,,,,,,,,,,"Beryl Piccolantonio, STATE HOUSE  OH"
SB29,C00450288,27556526,,,COM,Ohio House Democratic Campaign Committee,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-25,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00450288,27556527,,,COM,Committee to Elect Gayle Manning,,,,,,7064 Avan Belden Rd,,North Ridgeville,OH,44039,,,2024-10-25,500.00,0.00,"Gayle Manning, STATE SENATE 13th OH",011,,,,Manning,Gayle,,,,,,,,,,,,,,"Gayle Manning, STATE SENATE 13th OH"
SB29,C00450288,27556528,,,COM,Nathan Manning for Ohio,,,,,,7064 Avon Belden Road,,North Ridgeville,OH,44039,,,2024-10-25,500.00,0.00,"Nathan Manning, STATE SENATE  OH",011,,,,Manning,Nathan,,,,,,,,,,,,,,"Nathan Manning, STATE SENATE  OH"
SB29,C00450288,27580453,,,ORG,Bank of America,,,,,,2600 Big Beaver Rd.,,Troy,MI,480073703,,,2024-10-24,94.36,0.00,Bank fee for check stock,001,,,,,,,,,,,,,,,,,,,Bank fee for check stock
