form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00775478,500401748,,,ORG,Administrative Business Services,,,,,,PO Box 621264,,Charlotte,NC,282620120,,,2023-07-28,1300.00,0.00,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401749,,,ORG,Administrative Business Services,,,,,,PO Box 621264,,Charlotte,NC,282620120,,,2023-11-14,550.00,0.00,Strategic Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500379671,,,ORG,Dropbox,,,,,,333 Brannan St,,San Francisco,CA,941071810,,,2023-07-10,59.00,0.00,Organizing software,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401723,,,ORG,Dropbox,,,,,,333 Brannan St,,San Francisco,CA,941071810,,,2023-08-10,58.99,0.00,Organizing software,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401724,,,ORG,Dropbox,,,,,,333 Brannan St,,San Francisco,CA,941071810,,,2023-09-11,58.99,0.00,Organizing software,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401727,,,ORG,Dropbox,,,,,,333 Brannan St,,San Francisco,CA,941071810,,,2023-10-10,59.00,0.00,Organizing software,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401728,,,ORG,Dropbox,,,,,,333 Brannan St,,San Francisco,CA,941071810,,,2023-11-10,59.00,0.00,Organizing software,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401729,,,ORG,Dropbox,,,,,,333 Brannan St,,San Francisco,CA,941071810,,,2023-12-11,59.00,0.00,Organizing software,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500379679,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-07-03,176.99,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500379683,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-07-03,28.84,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401730,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-08-02,28.86,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401731,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-08-02,176.99,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401732,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-09-05,176.99,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401733,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-09-05,28.90,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401734,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-10-02,28.89,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401735,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-10-02,176.99,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401736,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-11-02,176.99,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00775478,500401739,,,ORG,"Google, Inc.",,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2023-11-02,27.77,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
