form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00834101,500138501,,,CCM,Cisneros for Congress,,,,,,PO Box 2502,,Covina,CA,917228502,P2024,,2023-09-26,1000.00,0.00,Contribution to Federal Committee,,C00850420,,,Cisneros,Gilbert,,,,H,CA,31,,,,,,,,
SB23,C00834101,500138221,,,CCM,Mary Peltola for Alaska,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,P2024,,2023-10-23,1000.00,0.00,Contribution to Federal Committee,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00834101,500136541,,,CCM,Mary Peltola for Alaska,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,P2024,,2023-09-13,1000.00,0.00,Contribution to Federal Committee,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00834101,500136791,,,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-09-21,1000.00,0.00,Contribution to Federal Committee,,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00834101,500136542,,,CCM,Wiley Nickel for Congress,,,,,,514 Daniels St,# 286,Raleigh,NC,276051317,P2024,,2023-09-13,1000.00,0.00,Contribution to Federal Committee,,C00763045,,,Nickel,Wiley,,,,H,NC,13,,,,,,,,
SB23,C00834101,500136792,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-09-21,1000.00,0.00,Contribution to Federal Committee,,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00834101,500136633,,,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-09-14,1000.00,0.00,Contribution to Federal Committee,,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00834101,500136543,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-09-13,1000.00,0.00,Contribution to Federal Committee,,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00834101,500136793,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-09-21,1000.00,0.00,Contribution to Federal Committee,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00834101,500136806,,,CCM,Riebe for Congress,,,,,,PO Box 521689,,Salt Lake City,UT,841521689,O2023,Special General,2023-09-26,1000.00,0.00,Contribution to Federal Committee,,C00842955,,,Riebe,Kathleen,,,,H,UT,02,,,,,,,,
SB23,C00834101,500136796,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-09-21,1000.00,0.00,Contribution to Federal Committee,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00834101,500136629,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-09-14,1000.00,0.00,Contribution to Federal Committee,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
