form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00235853,500501318,,,COM,Adele for Delegate,,,,,,PO Box 5512,,Arlington,VA,222050012,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500499779,,,COM,Andrea Jenkins for Ward 8,,,,,,PO Box 8078,,Minneapolis,MN,554080078,G2023,,2023-08-15,30.26,0.00,In-kind - communications staff time,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500499780,,,COM,Andrea Jenkins for Ward 8,,,,,,PO Box 8078,,Minneapolis,MN,554080078,G2023,,2023-08-15,100.00,0.00,In-kind - communications consultant for endorsement,,,,,,,,,,,,,,,,,,,,"Original vendor: Precision Strategies, 901 New York Ave NW Ste 530, WDC 20001"
SB29,C00235853,500501331,,,COM,Cole for VA,,,,,,PO Box 73,,Fredericksburg,VA,224040073,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500499775,,,COM,Committee to Elect Fabian Nelson,,,,,,750 Parks Road Pl,,Jackson,MS,392129633,O2023,Run-off Primary,2023-08-23,200.00,0.00,In-kind - communications consultant for endorsement,,,,,,,,,,,,,,,,,,,,"Original vendor: Precision Strategies, 901 New York Ave NW Ste 530, WDC 20001"
SB29,C00235853,500499776,,,COM,Committee to Elect Fabian Nelson,,,,,,750 Parks Road Pl,,Jackson,MS,392129633,O2023,Run-off Primary,2023-08-23,40.85,0.00,In-kind - communications staff time,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501317,,,COM,Ebbin for Virginia,,,,,,PO Box 26415,,Alexandria,VA,223136415,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500499784,,,COM,Friends of Danica Roem for Senate,,,,,,PO Box 726,,Manassas,VA,201130726,P2024,,2023-08-27,10.59,0.00,In-kind: Advertising - email,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500499785,,,COM,Friends of Danica Roem for Senate,,,,,,PO Box 726,,Manassas,VA,201130726,P2024,,2023-08-28,10.59,0.00,In-kind: Advertising - email,,,,,,,,,,,,,,,,,,,,
SB29,C00235853,500501329,,,COM,Friends of Danica Roem for Senate,,,,,,PO Box 726,,Manassas,VA,201130726,P2024,,2023-08-31,54.80,0.00,In-kind: Media - Press Conference,,,,,,,,,,,,,,,,,,,,
