form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00314617,500651695,,,CCM,DelBene for Congress,,,,,,PO Box 477,,Kirkland,WA,980830477,P2024,,2024-02-29,1500.00,0.00,Contribution,,C00459099,,,Delbene,Suzan,K,,,H,WA,01,,,,,,,,
SB23,C00314617,500656406,,,CCM,Emilia Sykes for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,P2024,,2024-02-29,2000.00,0.00,Contribution,,C00801274,,,Sykes,Emilia,,,,H,OH,13,,,,,,,,
SB23,C00314617,500656402,,,CCM,Eric Sorensen for Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,P2024,,2024-02-29,2000.00,0.00,Contribution,,C00793935,,,Sorenson,Eric,,,,H,IL,17,,,,,,,,
SB23,C00314617,500656407,,,CCM,Friends of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,200030293,P2024,,2024-02-29,4464.00,0.00,Contribution,,C00264697,,,Brown,Sherrod,,,,S,OH,,,,,,,,,
SB23,C00314617,500656405,,,CCM,Kaptur for Congress,,,,,,PO Box 899,,Toledo,OH,436970899,P2024,,2024-02-29,2000.00,0.00,Contribution,,C00154625,,,KAPTUR,MARCY,,,,H,OH,09,,,,,,,,
SB23,C00314617,500656404,,,CCM,Landsman for Congress,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2024-02-29,2000.00,0.00,Contribution,,C00800276,,,Landsman,Greg,,,,H,OH,01,,,,,,,,
SB23,C00314617,500656400,,,CCM,Mike Levin for Congress,,,,,,PO Box 2112,Ste 400,Capistrano Beach,CA,926240112,P2024,,2024-02-29,2000.00,0.00,Contribution,,C00634253,,,Levin,Mike,,,,H,CA,49,,,,,,,,
SB23,C00314617,500656401,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,P2024,,2024-02-29,2000.00,0.00,Contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00314617,500655120,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,S2024,Special,2024-02-03,400.69,0.00,In-Kind for Staff Time,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,,
SB23,C00314617,500657643,,,ORG,Planned Parenthood Action Fund Inc.,,,,,,123 William St,,New York,NY,100383804,P2024,,2024-02-28,300.24,0.00,In-Kind for Staff Time,,C00326801,,,Baldwin,Tammy,,,,S,WI,,,,,,,,,
