form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00385039,B-125552,,,COM,Bennet for Colorado,,,,,,1244 Speer Boulevard,,Denver,CO,80204,G2020,,2024-07-16,-400.00,0.00,Void PAC State Political Contribution Lost in Mail,011,,Bennet for Colorado,,,,,,,,,,,,,,,,,
SB29,C00385039,B-120407,,,CCM,Citizens for Pat Grassley,,,,,,30601 Deer Trail Drive,,New Hartford,IA,50660,G2024,,2024-09-05,500.00,0.00,PAC State Political Contribution,011,,Citizens for Pat Grassley,,,,,,,,,,,,,,,,,
SB29,C00385039,B-125558,,,COM,Committee to Elect Leroy Garcia,,,,,,200 E Colfax,Rm 272,Denver,CO,80203,G2020,,2024-07-16,-400.00,0.00,Void PAC State Political Contribution lost in mail,011,,Committee to Elect Leroy Garcia,,,,,,,,,,,,,,,,,
SB29,C00385039,B-125556,,,COM,Friends of KC Becker (CO),,,,,,200 E Colfax,Rm 307,Denver,CO,80203,G2020,,2024-07-16,-400.00,0.00,Void PAC State Political Contribution lost in mail,011,,Friends of KC Becker (CO),,,,,,,,,,,,,,,,,
SB29,C00385039,B-125548,,,COM,Friends of Sonya Marie Harper,,,,,,720 W 47th St.,Unit 2D,Chicago,IL,60609,G2020,,2024-07-16,-500.00,0.00,Void PAC State Political Contribution- Lost in mail,011,,Friends of Sonya Marie Harper,,,,,,,,,,,,,,,,,
SB29,C00385039,B-125564,,,CCM,J. Mitchell Ourso Campaign Fund,,,,,,59635 Thomas Ross Drive,,Plaquemine,LA,70764,P2023,,2024-07-16,-1000.00,0.00,Void PAC State Political Contribution lost in mail,011,,J. Mitchell Ourso Campaign Fund,,,,,,,,,,,,,,,,,
SB29,C00385039,B-120409,,,CCM,Janice Marchman for CO,,,,,,2037 Vancorum Circle,,Loveland,CO,80538,G2026,,2024-09-05,500.00,0.00,PAC Political Contribution,011,,Janice Marchman for CO,,,,,,,,,,,,,,,,,
SB29,C00385039,B-125560,,,COM,Lee Chatfield for State Representative (MI),,,,,,P.O. Box 30014,,Lansing,MI,48909,G2020,,2024-07-16,-500.00,0.00,Void PAC State Political Contribution lost in mail,011,,Lee Chatfield for State Representative (MI),,,,,,,,,,,,,,,,,
SB29,C00385039,B-125562,,,COM,Quarles for Agriculture Commissioner,,,,,,P.O. Box 1001,,Georgetown,KY,40324,G2020,,2024-07-16,-500.00,0.00,Void PAC State Political Contribution lost in mail,011,,Quarles for Agriculture Commissioner,,,,,,,,,,,,,,,,,
SB29,C00385039,B-125554,,,COM,Re-elect Toni Atkins,,,,,,1350 Front Street,Suite 4061,San Diego,CA,92101,G2020,,2024-07-16,-500.00,0.00,Void PAC State Political Contribution Lost in mail,011,,Re-elect Toni Atkins,,,,,,,,,,,,,,,,,
SB29,C00385039,B-125550,,,COM,Rendon for Assembly (CA),,,,,,P.O. Box 188858,,Sacramento,CA,95818,G2020,,2024-07-16,-500.00,-500.00,Void PAC State Political Contribution Lost in Mail,011,,,,Rendon,Anthony,,,,,,,,,,,,,,
SB29,C00385039,B-125546,,,COM,State Representative David Hiott,,,,,,P.O. Box 997,,Pickens,SC,29671,G2020,,2024-07-16,-500.00,0.00,Void PAC State Political Contribution- Lost in Mail,012,,State Representative David Hiott,,,,,,,,,,,,,,,,,
SB29,C00385039,B-120411,,,CCM,Weinberg for CO,,,,,,1770 Tabeguache Mountain Drive,,Loveland,CO,80538,G2027,,2024-09-05,500.00,0.00,PAC Political Contribution,011,,Weinberg for CO,,,,,,,,,,,,,,,,,
