form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00747766,501177020,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2024-06-28,40.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501172640,,,ORG,Shopify,,,,,,627 Broadway,Fl 9,New York,NY,100122632,,,2024-06-04,2.10,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501177440,,,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-06-24,16950.00,0.00,Database Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501175584,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-24,498.21,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501176005,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-06-24,7111.30,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501176006,501176005,SB21B,ORG,"Numero, Inc.",,,,,,26895 Aliso Creek Rd,Ste PM,Aliso Viejo,CA,926565301,,,2024-06-24,7000.00,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00747766,501176007,501176005,SB21B,ORG,Shopify,,,,,,627 Broadway,Fl 9,New York,NY,100122632,,,2024-06-24,111.30,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00747766,501172635,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-10,481.34,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501171746,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-03,256.55,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501173508,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-17,591.22,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501177318,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-06-30,945.57,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501171718,,,ORG,Middle Seat,,,,,,PO Box 21600,,Washington,DC,200099600,,,2024-06-04,17875.00,0.00,Digital Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501177439,,,ORG,Shopify,,,,,,627 Broadway,Fl 9,New York,NY,100122632,,,2024-06-28,1.05,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501175169,,,ORG,Middle Seat,,,,,,PO Box 21600,,Washington,DC,200099600,,,2024-06-24,16700.00,0.00,Digital Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00747766,501175779,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-06-25,251.50,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
