form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00836346,EB433,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-01-07,1586.46,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB442,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-01-14,1015.84,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB457,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-01-21,1184.30,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB459,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-01-28,189.12,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB463,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-01-31,1912.65,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB465,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-02-04,375.20,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB492,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-02-11,865.53,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB499,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-02-18,964.87,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB501,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-02-25,1645.77,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00836346,EB514,,,ORG,ActBlue Technical Services,,,,,,366 Sommer Street,,Somerville,MA,02144,,,2024-02-29,15080.39,,Merchant Fees,001,,,,,,,,,,,,,,,,,,,
