form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00874560,SB23.4206,,,CCM,BRANDON GILL FOR TEXAS,,,,,,P.O. BOX 827,,ARLINGTON,VA,22216,P2024,,2024-11-06,3300.00,,Debt Retirement Contribution,,C00857359,BRANDON GILL FOR TEXAS,H4TX26149,GILL,BRANDON,,,,H,TX,26,,,,,,,,
SB23,C00874560,SB23.4191,,,CCM,"DERRICK ANDERSON FOR VA, INC.",,,,,,PO BOX 330,,FREDERICKSBURG,VA,22404,G2024,,2024-10-29,3300.00,,Contribution,,C00791574,"DERRICK ANDERSON FOR VA, INC.",H2VA07170,ANDERSON,DERRICK,,,,H,VA,07,,,,,,,,
SB23,C00874560,SB23.4198,,,CCM,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,,,,,PO BOX 1131,,GREENVILLE,NC,27835,G2024,,2024-10-30,3300.00,,Contribution,,C00697649,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,H0NC03172,MURPHY,GREGORY FRANCIS DR.,,,,H,NC,03,,,,,,,,
SB23,C00874560,SB23.4178,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,G2024,,2024-10-23,3300.00,,Contribution,,C00803502,"JOHN JAMES FOR CONGRESS, INC.",H2MI10150,JAMES,JOHN,,,,H,MI,10,,,,,,,,
SB23,C00874560,SB23.4202,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-11-04,2300.00,,Contribution,,C00853499,LAURIE BUCKHOUT FOR CONGRESS,H4NC01137,BUCKHOUT,LAURIE,,,,H,NC,01,,,,,,,,
SB23,C00874560,SB23.4195,,,CCM,MARK HARRIS FOR CONGRESS,,,,,,PO BOX 1350,,NORWOOD,NC,28128,G2024,,2024-10-30,3300.00,,Contribution,,C00850404,MARK HARRIS FOR CONGRESS,H4NC08066,HARRIS,MARK E,E,,,H,NC,08,,,,,,,,
SB23,C00874560,SB23.4192,,,CCM,MCDOWELL FOR CONGRESS,,,,,,PO BOX 80172,,RALEIGH,NC,27623,G2024,,2024-10-30,3300.00,,Contribution,,C00860064,MCDOWELL FOR CONGRESS,H4NC06177,MCDOWELL,ADDISON,,,,H,NC,06,,,,,,,,
SB23,C00874560,SB23.4171,,,CCM,ONDER FOR CONGRESS,,,,,,2025 ZUMBEHL RD #35,,SAINT CHARLES,MO,63303,G2024,,2024-10-22,3300.00,,Contribution,,C00870238,ONDER FOR CONGRESS,,,,,,,H,MO,03,,,,,,,,
SB23,C00874560,SB23.4187,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,G2024,,2024-10-24,750.00,,Contribution,,C00845032,SAM BROWN FOR NEVADA,S2NV00308,BROWN,SAM,,,,S,NV,00,,,,,,,,
SB23,C00874560,SB23.4182,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 7209,,HELENA,MT,59604,G2024,,2024-10-24,750.00,,Contribution,,C00844159,TIM SHEEHY FOR MONTANA,S4MT00183,SHEEHY,TIM,,,,S,MT,00,,,,,,,,
SB23,C00874560,SB23.4174,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 1836,,LA CROSSE,WI,54602,G2024,,2024-10-23,2300.00,,Contribution,,C00742007,VAN ORDEN FOR CONGRESS,H0WI03175,VAN ORDEN,DERRICK F. MR.,,,,H,WI,03,,,,,,,,
