form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00758078,SB21B.5951,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-07-10,122.66,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6185,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-07-12,7.90,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.5980,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-07-17,276.98,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6005,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-07-24,39.50,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6006,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-07-31,19.75,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6007,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-01,19.75,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6186,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-04,59.25,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6009,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-14,1.98,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6041,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-21,119.11,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6042,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-08-28,51.35,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6043,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-09-01,47.40,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6106,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-09-18,1.98,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6107,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-10-10,0.80,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6109,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-10-16,39.50,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6169,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-11-13,7.91,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6171,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-11-20,67.15,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6172,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-12-01,23.70,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6174,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-12-04,3.95,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6175,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2023-12-11,9.88,,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.5915,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-07-03,29.95,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.5984,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-07-20,5.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6008,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-08-01,29.95,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6010,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-08-14,5.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6044,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-08-21,1.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6045,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-09-01,29.95,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6088,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-09-11,5.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6089,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-09-11,5.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6204,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-10-02,29.95,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6110,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-10-18,5.00,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6111,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-11-01,29.95,,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00758078,SB21B.6173,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-12-01,29.95,,Bank Fee,,,,,,,,,,,,,,,,,,,,
