form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00758078,SB29.6269,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-08-14,5.00,,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6253,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-08-23,1.00,,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6251,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-08-30,1.00,,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6249,,,ORG,Bank of America,,,,,,"201 Pennsylvania Ave, SE",,Washington,DC,20003,,,2023-12-14,5.00,,Non-Contribution Account: Bank Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6236,,,ORG,Betty Lieu for School Board,,,,,,777 S. Figueroa St,Ste 4050,Los Angeles,CA,90017,,,2023-08-11,5000.00,,Non-Federal Donation,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6245,,,PAC,Forward Party,,,,,,PO Box 9172,,Fredericksburg,VA,22403,,,2023-08-11,3000.00,,Non-Contribution Account: Contribution,,C00789966,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6233,,,COM,Grace Lee for New York,,,,,,573 Metropolitan Ave,Apt 3E,Brooklyn,NY,11211,,,2023-10-17,500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6241,,,ORG,Green Mountain Retreat,,,,,,19480 Bear Creek Rd,,Los Gatos,CA,95033,,,2023-08-29,21912.15,,Non-Contribution Account: Lodging and Event Space,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6229,,,COM,Margaret Abe-Koga for Supervisor 2024,,,,,,679 Church Street,,Mt. View,CA,94041,,,2023-09-08,2000.00,,Non-Federal Donation,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6243,,,IND,,Sun,Xiao Guang,Don,,,975 Miller Ave,,Cupertino,CA,95014,,,2023-08-22,7288.94,,Non-Contribution Account: Consultant - Fundraising,,,,,,,,,,,,,,,,,,,,
SB29,C00758078,SB29.6247,,,ORG,"TwoGrains, LLC",,,,,,6795 Hanover Dr,,San Jose,CA,95129,,,2023-12-13,349.94,,Non-Contribution Account: Text Messaging Service,,,,,,,,,,,,,,,,,,,,
